Input.1	M.LHH.C1	M.LLL.C1	M.LLH.C1	R.HHH.C1	M.LLH.F2	Input.3	M.HLH.C1	M.HHH.C3	M.LHL.C1	R.LLH.C3	M.LLH.C3	R.HLL.C1	M.LHL.C3	M.LHH.C3	M.HHH.C2	M.HHL.C3	M.HLH.C3	R.HHL.C2	M.LLH.F3	M.HLH.C2	M.HHH.C1	M.HLL.C3	M.LLL.C3	R.LHH.C3	R.LLH.C1	Input.2	M.LLH.C2	M.HHL.C1	R.LLL.C3	M.HLH.F2	R.HLH.F3	M.HLL.C1	R.LLH.C2	R.HHH.F1	R.HLH.C1	M.LHH.F1	M.LHL.C2	R.LHH.C1	R.HLH.C2	R.HLH.C3	M.LHH.C2	R.HLL.C2	R.HHL.C3	M.HLL.C2	R.HHL.C1	R.LLL.C2	R.HLL.C3	M.HHH.F2	R.LHL.C3	R.LHH.C2	M.LLL.C2	M.HHL.C2	R.LLH.F3	R.HHH.C3	M.HHH.F3	M.HLH.F3	R.LLL.C1	R.HLH.F2	M.HHH.F1	R.LHL.C1	R.HHH.C2	M.LLH.F1	R.HLH.F1	R.LLH.F1	M.LHH.F3	R.LHH.F3	M.LHL.F3	M.LLL.F3	M.LLL.F1	R.LHL.C2	R.HHL.F1	M.LLL.F2	M.HLH.F1	M.LHL.F1	M.HLL.F2	M.HLL.F1	R.HLL.F2	M.HLL.F3	R.LHL.F1	M.HHL.F3	R.LLL.F3	R.HLL.F3	M.HHL.F2	M.LHL.F2	R.LHL.F3	R.HHL.F3
R.LLH.C3	0.0654053478748	0.0708902561643	0.0748153681065	0.0725059316466	0.0717224860793	0.263622183627	0.0349486007058	0.0750099275886	0.0187293317082	0.0714179028213	0.0	0.0230695848277	0.197377842943	0.024309375382	0.0152180065279	0.0775236036551	0.017964947049	0.0314062880819	0.353868336101	0.222153976556	0.087630156155	0.0777915226244	0.0237930152736	0.0189380075772	0.033651513946	0.0418805199238	0.0662183188508	0.0766614647523	0.0745730932022	0.103526070658	0.264041721147	0.46678668221	0.0717483376012	0.063069996437	0.510414783989	0.0552782824914	0.0295902053929	0.0799145063292	0.0753967898794	0.0802477386035	0.0569872051547	0.0713914879528	0.0473810539049	0.234112923566	0.248263935718	0.0428667163628	0.500326490602	0.185022669089	0.182536475203	0.0381625538587	0.51273165316	0.089109008452	0.0848486388938	0.0833244362348	0.0438860644382	0.0796686593405	0.0453916957733	0.152330202562	0.35809673089	0.205903906663	0.240473412725	0.114304029239	0.107510208237	0.460031778658	0.46076687818	0.109799750718	0.354777315445	0.398978261114	0.432522421167	0.272629003047	0.482314365994	0.207789637873	0.225951118383	0.0268709508599	0.0595807046186	0.151561396072	0.214460858489	0.405568522744	0.0362782639953	0.392996882051	0.132103622807	0.142720019197	0.136377974922	0.42885434383	0.497469717736	0.121881653727	0.39864240179
M.LLH.C3	0.0807262060332	0.0717703852505	0.0756844053837	0.0733957936726	0.0480655937766	0.262208228538	0.0320600272851	0.0758900500244	0.0178500732412	0.0722917235799	0.0230695848277	0.0	0.214298367314	0.0160942611236	0.0145624488608	0.0860071040269	0.0134795939932	0.0303684707788	0.371555378401	0.224296789941	0.0884573782624	0.0786681146388	0.035102934015	0.0145667780735	0.0497336179181	0.0414143247964	0.0740417455838	0.0947251944044	0.0754425916403	0.102411407336	0.264522682122	0.489086510168	0.0726041104789	0.0691240189032	0.532111786438	0.0679061371381	0.0381485036409	0.0567035145441	0.0936970587635	0.0982836683679	0.0793469655058	0.0898385687111	0.0649686417484	0.258567884848	0.248787573997	0.0645584186136	0.521135047345	0.210800740097	0.192592823093	0.0188228271548	0.532991647117	0.106708894518	0.103016639638	0.101716362554	0.0610401030895	0.0994243177457	0.0595680729182	0.170174283949	0.379510464836	0.192936812139	0.245280533463	0.133005529626	0.126449937816	0.482633382443	0.48480414671	0.129436006531	0.377499135194	0.427334530528	0.459209012174	0.294953616153	0.50533278735	0.224176403694	0.220473105776	0.034307679843	0.0753710345494	0.170884362337	0.210941567329	0.425601624631	0.0568235169584	0.410644416948	0.14939952156	0.160457956057	0.154228506367	0.455723015498	0.518404832347	0.134724791716	0.425390543302
R.HLL.C1	0.269876090664	0.239247186849	0.243778072362	0.262391386965	0.273926827924	0.554147101089	0.229657147788	0.247486193048	0.215600368971	0.239281627691	0.197377842943	0.214298367314	0.0	0.219106714784	0.207496710409	0.239483459393	0.214500615144	0.212696800406	0.535388961391	0.459583097866	0.255695315181	0.250548662849	0.201255402974	0.201330032902	0.195610287098	0.244458128079	0.244781689046	0.244981481722	0.243349255527	0.233025893457	0.145498357369	0.381949634161	0.235817565363	0.244492500975	0.787343850394	0.215847611766	0.233455956431	0.278691174761	0.237502155738	0.275873579221	0.202602310006	0.241201395558	0.210390867677	0.0606561849603	0.127121708353	0.197218391196	0.427231290411	0.351182632758	0.392870789514	0.218616818325	0.443726634235	0.249806894022	0.252706573209	0.243032260041	0.226986997449	0.237803636385	0.236910369073	0.270742115583	0.260431472311	0.462800372013	0.0423218209429	0.252889685343	0.237265684245	0.372707121032	0.761929228282	0.281157879053	0.613707577169	0.299202923307	0.268388251428	0.166458081257	0.404636360108	0.364084378504	0.415137957989	0.221119418703	0.256264803104	0.240787074714	0.458043380478	0.45987606402	0.215744451621	0.593546000552	0.266052757452	0.273983746727	0.283892084255	0.262884975486	0.423413458334	0.332902331765	0.304397755547
M.LHL.C3	0.0742513891127	0.0560237977194	0.0600354718692	0.0574287959757	0.0479413145601	0.247048122	0.0481584028607	0.0600330859098	0.0295459371039	0.0566458353261	0.024309375382	0.0160942611236	0.219106714784	0.0	0.0135028164328	0.0794912621309	0.0295880563448	0.0464707465391	0.369590641757	0.209355392539	0.0732350624744	0.0628000320125	0.0388920026405	0.0306639171538	0.0425976999532	0.0456110811553	0.0672482057275	0.0883697066031	0.0597917030562	0.118430643926	0.250211145757	0.488981095434	0.0572777262833	0.062233098598	0.533319472667	0.0610921148068	0.0332019476003	0.0635227720507	0.087290858496	0.0920398900009	0.081416423215	0.0833212528683	0.0581755461371	0.263934668856	0.234172589574	0.0660307770571	0.521654050559	0.215578931472	0.187469623467	0.0264047618747	0.533720308911	0.100741258392	0.09679796166	0.0954001030168	0.0628235931311	0.0934776719638	0.0613318603416	0.165072573042	0.377277252482	0.205621332357	0.24053761181	0.135399221317	0.121153301842	0.482392027701	0.485159024207	0.12398804318	0.375763863429	0.437088096784	0.469016307694	0.291721086299	0.506080157533	0.220249178597	0.229789473912	0.027319533741	0.0694367997999	0.17371004813	0.22094560577	0.424345638281	0.0585818828464	0.409791949262	0.144153684374	0.155241460542	0.148884736821	0.465527925712	0.518873926163	0.129544328282	0.435138511135
M.LHH.C3	0.0671979863669	0.0692845156047	0.0732174854093	0.0708771553745	0.0563049590429	0.260031650578	0.0346922870851	0.0733909581742	0.016042382475	0.0698220443584	0.0152180065279	0.0145624488608	0.207496710409	0.0135028164328	0.0	0.0759761777623	0.016098413222	0.0330000109793	0.35871652544	0.221109862247	0.0860689153748	0.0761699974025	0.0274601598161	0.0171846742859	0.0357615928073	0.033206744111	0.0646383700486	0.0810312512733	0.0729751361142	0.105083196218	0.262469293549	0.473158109049	0.0701845283169	0.0614824269215	0.516882837178	0.0540569927176	0.0235149979199	0.0648095944268	0.079926678409	0.0847200465527	0.0718793209967	0.075951032284	0.0512448952707	0.250906321318	0.246669997794	0.0576040021659	0.506341655538	0.202579917144	0.181474797936	0.0333641937569	0.518613534006	0.0934872486002	0.0893615288802	0.0878905495445	0.0535362101368	0.0847714778275	0.0520477398005	0.156874606175	0.363979660975	0.189142129208	0.250980807039	0.1266801385	0.112447862551	0.466474232564	0.467820379328	0.11492357807	0.361215023653	0.419021977173	0.451490495129	0.278783910252	0.489115375126	0.212047768804	0.21828773547	0.0252507068572	0.0615566900649	0.164942200979	0.205366040216	0.411165597336	0.049136411174	0.398055623451	0.136475163187	0.147221294256	0.140897310083	0.447940288093	0.5035154606	0.12071736276	0.417041257202
M.HHH.C2	0.0400591056832	0.0343931572645	0.0393819710366	0.0670325543934	0.0834567105279	0.290173175661	0.108618181728	0.0474256523076	0.0911535778768	0.0449729496529	0.0775236036551	0.0860071040269	0.239483459393	0.0794912621309	0.0759761777623	0.0	0.0911290738433	0.107038632874	0.290460728298	0.218140987019	0.0252963051792	0.0505147462706	0.0999856462615	0.0920995308206	0.0456168714756	0.0819064563449	0.0270879264454	0.00916276702127	0.03568440775	0.174974339124	0.176984669466	0.422216793771	0.040173684547	0.0322389537348	0.515904533241	0.0230160636054	0.0675117958781	0.0480264456914	0.0491425513287	0.0729349027402	0.115329247523	0.0234582994107	0.0307008186714	0.283579523555	0.177626105421	0.0762214900681	0.426811814335	0.236085090029	0.204867337658	0.104042101852	0.441308090552	0.0390815809713	0.0180335212551	0.0667076167076	0.119835734856	0.0755852386599	0.121483588632	0.114600460795	0.343780749797	0.237052202735	0.279168185921	0.0955996147746	0.136767394072	0.457515032777	0.46580388654	0.120469396966	0.3563258666	0.460814193434	0.491477334257	0.270758177648	0.48446916865	0.164983355829	0.201682723869	0.0539215622074	0.119752740638	0.135698057493	0.250017094672	0.334020437635	0.0925015431923	0.395632854654	0.0927477936017	0.0775729344494	0.0707642900723	0.488127643406	0.423471525277	0.153303746538	0.458941539758
M.HHL.C3	0.0729359423356	0.0850326049844	0.0888705782366	0.0868399027277	0.0562168978562	0.275218292314	0.0186041210522	0.0892466654241	0.00931752577572	0.0854720493206	0.017964947049	0.0134795939932	0.214500615144	0.0295880563448	0.016098413222	0.0911290738433	0.0	0.0169080035383	0.360055529263	0.235572845773	0.101306667519	0.0920366128503	0.026295243822	0.0111439495913	0.0479678848143	0.0324995855591	0.0801593406314	0.0902353196328	0.088630125097	0.0890738472994	0.276831349589	0.472599311502	0.0855230684726	0.0770921932393	0.514587032411	0.069221992459	0.0291614577723	0.0645938339327	0.0855868968811	0.0902295264541	0.0700588946357	0.0817153818907	0.0613031933138	0.245925494371	0.261326033597	0.0567950967123	0.50520087031	0.198195383762	0.196189290744	0.0269648534033	0.517278154797	0.0987399704123	0.0948424887134	0.0934601357184	0.0519931573061	0.0895467896701	0.0505244146077	0.1612735091	0.365498774773	0.185734717812	0.257439017878	0.124928510276	0.116626209284	0.466042498	0.466270933821	0.11921620579	0.361746352339	0.409896844057	0.442269722851	0.280790014137	0.487220221759	0.21533976166	0.208162660799	0.0413483500039	0.0663787433316	0.162738531143	0.199232747075	0.411762677677	0.0476257278853	0.39793627947	0.141031011483	0.15173545735	0.145532600279	0.438726546648	0.502421070373	0.124780527666	0.407924233567
M.HLH.C3	0.0815736830407	0.101549268631	0.105289168197	0.103573441113	0.062943255814	0.291069350754	0.0155424994833	0.105870605174	0.0169965025248	0.101888985907	0.0314062880819	0.0303684707788	0.212696800406	0.0464707465391	0.0330000109793	0.107038632874	0.0169080035383	0.0	0.363058494957	0.250557755014	0.117298231284	0.10867035111	0.0185201535829	0.0157998430575	0.064676876841	0.0397313429929	0.0964475269447	0.106108904457	0.105050744322	0.0722246409321	0.291852566538	0.474061736235	0.101623648205	0.0934718715592	0.513944131278	0.0855117774717	0.04217535524	0.0804736146698	0.0930933313171	0.0975597229559	0.0616243868405	0.0978558488144	0.0775675168309	0.233492528888	0.276651888161	0.0607602455923	0.505935225441	0.189881636532	0.211453517203	0.0252124210865	0.517763717774	0.105770747964	0.102343440019	0.100880326248	0.0438680581147	0.0960339174307	0.0491271000687	0.16744296781	0.369006960647	0.189789874093	0.254772226132	0.129579645891	0.122440399972	0.46766128685	0.466577499949	0.125196864151	0.364081223409	0.402134053449	0.424667397409	0.284608173627	0.487093032624	0.220246850998	0.204544458702	0.0582387215415	0.0728330981124	0.154483579253	0.204091383074	0.414207490033	0.0534146689947	0.399214338611	0.147318089824	0.158015213496	0.151946365991	0.421083710184	0.503214292625	0.130477511642	0.406724772792
R.HHL.C2	0.288666003114	0.331311485547	0.339041688521	0.359642654256	0.362347425557	0.316245763178	0.364675301505	0.338252710212	0.351832058561	0.3435229373	0.353868336101	0.371555378401	0.535388961391	0.369590641757	0.35871652544	0.290460728298	0.360055529263	0.363058494957	0.0	0.554809537505	0.320680105486	0.346884467371	0.35202521864	0.367166014294	0.329721935448	0.334185092677	0.307585767017	0.280294681268	0.335291608656	0.385576517493	0.477759937245	0.321024092943	0.332670785983	0.313610358724	0.451879738306	0.309471671224	0.339842753078	0.32070353596	0.283379002339	0.273360501414	0.33084439965	0.290219187511	0.308717734426	0.505946863736	0.477998402671	0.310248418209	0.235973114678	0.540121160746	0.544997986582	0.387979516254	0.204583910639	0.255995994514	0.271526198851	0.277498845799	0.332099072439	0.292724984731	0.33011454631	0.28275412562	0.388242584089	0.549708445494	0.588254358851	0.215748436501	0.322696210762	0.355171662274	0.394891931735	0.332100932572	0.436419962548	0.704445169433	0.721324413593	0.452122493112	0.7098287515	0.301317948384	0.225912612516	0.347587495909	0.3459909579	0.205365376876	0.465063542047	0.172946230843	0.32336073445	0.344161558055	0.274786299359	0.233835623592	0.218050563712	0.719480917559	0.243206904297	0.303777757489	0.703414043744
M.LLH.F3	0.229174917694	0.185148158581	0.20093998272	0.186985447744	0.204703466208	0.491523201331	0.252209495776	0.179203576346	0.23457834766	0.207618117683	0.222153976556	0.224296789941	0.459583097866	0.209355392539	0.221109862247	0.218140987019	0.235572845773	0.250557755014	0.554809537505	0.0	0.215174556246	0.188544121085	0.242524926879	0.237177517965	0.213377753543	0.223308443599	0.196147683778	0.222239713953	0.196431615986	0.311379182843	0.43723362556	0.776706896366	0.224422650461	0.193464392034	0.422204437839	0.217231552514	0.211209487298	0.224415240524	0.22497658504	0.235311172731	0.246160233697	0.210371062361	0.227114538434	0.486801770973	0.422020595517	0.242045736822	0.794766735482	0.101472640907	0.0543771196705	0.22973899689	0.801272106436	0.255756093321	0.224661467741	0.224191639101	0.249041225452	0.223438281256	0.247629189669	0.304238745138	0.615184644849	0.0692320723587	0.490024387109	0.31207120658	0.286786793604	0.772983840128	0.345308907193	0.215423225668	0.219017028673	0.366758520971	0.412049458621	0.460554756758	0.381355880155	0.357168252582	0.391093449844	0.197336105187	0.256815064222	0.348363198004	0.154021506597	0.656202889854	0.228407360019	0.561050883819	0.2989018293	0.291177170616	0.284433432614	0.407170392459	0.793255520065	0.286970246542	0.363946158137
M.HLH.C2	0.0583088871945	0.0300235414646	0.0150501558577	0.0491585437089	0.0803747110974	0.273549711488	0.118883487108	0.0361558359943	0.101342776436	0.019743265771	0.087630156155	0.0884573782624	0.255695315181	0.0732350624744	0.0860689153748	0.0252963051792	0.101306667519	0.117298231284	0.320680105486	0.215174556246	0.0	0.0323655125669	0.11022600611	0.102274597248	0.0569766316674	0.0920717404454	0.0430866553001	0.0345247851394	0.0189124974174	0.185516818142	0.171135855244	0.45425707918	0.0155265702662	0.0465060240964	0.544985232434	0.0339497253222	0.0775729374574	0.0553282057722	0.0677016205709	0.0900843324409	0.125771628325	0.0417318768831	0.0416505554452	0.299895580516	0.180094912131	0.0878206049867	0.466049875726	0.252345539878	0.220039029056	0.0932365795248	0.47981811561	0.0571839142527	0.0431541858314	0.0856757137428	0.130315580116	0.0941313282994	0.132006293939	0.133933165962	0.372447299609	0.260040758881	0.257074976013	0.113791535017	0.149213734161	0.490747507213	0.496878301796	0.133120601431	0.383036913876	0.483914406689	0.513846289775	0.296871365975	0.51657362292	0.183575962074	0.224294654811	0.0622206065061	0.130139020245	0.153682251686	0.271450119948	0.369481168035	0.102782046212	0.416892408655	0.104245776686	0.103591315216	0.0968207267652	0.510579968424	0.462875359934	0.171520071498	0.482084088304
M.HHH.C1	0.0756563869138	0.0161477783437	0.0178991364218	0.0173308539551	0.0541869771818	0.244446725167	0.110320054785	0.00847678460309	0.092063307865	0.0217021330152	0.0777915226244	0.0786681146388	0.250548662849	0.0628000320125	0.0761699974025	0.0505147462706	0.0920366128503	0.10867035111	0.346884467371	0.188544121085	0.0323655125669	0.0	0.101301633805	0.093051233202	0.0460168057571	0.0823842729554	0.0417685880484	0.0546630067499	0.0181535895874	0.179421177042	0.196497866049	0.46735783024	0.0424389930065	0.0390209794075	0.531524919606	0.0494854035419	0.0672962249516	0.0712265164753	0.0560901235274	0.0798557181806	0.117356804347	0.0456764247787	0.0598269408521	0.296476795527	0.196635392659	0.0780801919114	0.50353908591	0.247041981362	0.213307153019	0.0836551007203	0.516823087904	0.0895682836226	0.0603806432137	0.0595904800039	0.122066421813	0.0774692088731	0.123794826229	0.132464051674	0.351766683104	0.236567461713	0.248139819856	0.146402643569	0.141476322899	0.473479051771	0.479929530909	0.124561237335	0.362951717371	0.487316068173	0.518187387588	0.274198530263	0.501246200712	0.192802804691	0.24336756296	0.0512947023099	0.121959369153	0.185942696739	0.250240901128	0.401440128458	0.093481958958	0.402473193941	0.129442516819	0.122389949318	0.115519109601	0.51482561592	0.500472455668	0.148911610372	0.485423576997
M.HLL.C3	0.0744263608728	0.0942201006488	0.0980093734012	0.0961522116905	0.0829326652334	0.284408268964	0.0341624116998	0.0985014610364	0.0178749349214	0.0946042870609	0.0237930152736	0.035102934015	0.201255402974	0.0388920026405	0.0274601598161	0.0999856462615	0.026295243822	0.0185201535829	0.35202521864	0.242524926879	0.11022600611	0.101301633805	0.0	0.0221359430105	0.0572033898305	0.033300589391	0.0892106586733	0.0990702483195	0.0977696605458	0.0799497446019	0.285538942038	0.46128921721	0.09447782489	0.0861898373196	0.501603359559	0.0782566963616	0.0345725239807	0.0907327993559	0.0796557791804	0.0843440972702	0.0435462273323	0.0906539171407	0.0703112331358	0.21505314779	0.270175868977	0.0472815328922	0.494286889845	0.177091239898	0.203268585264	0.039852655075	0.506520961537	0.0929254541859	0.0952765753244	0.0874338456274	0.029613420512	0.0815503954253	0.0349917353196	0.15486514749	0.355761400498	0.212664229747	0.243395440869	0.11745472168	0.108729014048	0.45465751325	0.452477392841	0.111012332745	0.349803674214	0.387621110581	0.406213072446	0.269880762711	0.473767203818	0.209029390694	0.217151830744	0.0506746535971	0.0590385219334	0.139336621075	0.201306730899	0.402183015547	0.0390272501863	0.38831112346	0.134978104799	0.145443026518	0.139252367478	0.402474978606	0.491471771919	0.11680479354	0.392215413826
M.LLL.C3	0.0803846395575	0.0860452910876	0.0898742722351	0.0878647105799	0.0603982406715	0.27601808553	0.0279871460585	0.0902628200089	0.0174060037959	0.0864781981239	0.0189380075772	0.0145667780735	0.201330032902	0.0306639171538	0.0171846742859	0.0920995308206	0.0111439495913	0.0157998430575	0.367166014294	0.237177517965	0.102274597248	0.093051233202	0.0221359430105	0.0	0.0498151627174	0.0406440808584	0.0811614100657	0.0941851515815	0.0896341266301	0.0879271233846	0.277586822572	0.481410588891	0.0865095007075	0.0781022390846	0.523267385502	0.0702321207672	0.0374136559844	0.0686798061421	0.0931684519729	0.0976995235259	0.0658422173812	0.0893599656303	0.0648398892877	0.240910534334	0.262113682477	0.0603605428398	0.513400141934	0.193032179052	0.197822961833	0.0187730707091	0.525252955868	0.106025405356	0.102362677351	0.10107272159	0.0478198112879	0.0978200551875	0.0501507592126	0.168608979942	0.374075420996	0.190923442777	0.243757030857	0.130152144006	0.124541887296	0.474977931028	0.475921871148	0.127416531342	0.370981993007	0.410067952614	0.436288008197	0.289944139807	0.496447960964	0.222044325371	0.216989164168	0.0424165111183	0.0741815503678	0.158146795758	0.207645164916	0.419751670347	0.0545218679593	0.405109682652	0.148159997699	0.159035498402	0.152883234655	0.432714312905	0.510672179907	0.13270056846	0.414771173433
R.LHH.C3	0.0719634140259	0.038920546033	0.043418632418	0.0619751508075	0.0787216684622	0.285787328532	0.0663436789558	0.0440157113302	0.0479454743205	0.0401335194318	0.033651513946	0.0497336179181	0.195610287098	0.0425976999532	0.0357615928073	0.0456168714756	0.0479678848143	0.064676876841	0.329721935448	0.213377753543	0.0569766316674	0.0460168057571	0.0572033898305	0.0498151627174	0.0	0.0601597046873	0.0478610713399	0.0465270098356	0.0430593963968	0.135890987073	0.230532662545	0.438857094694	0.0410473518303	0.0470846703014	0.504391185459	0.0225295916316	0.0478403918015	0.0844116245343	0.0452120675261	0.0759661925971	0.072804799234	0.0408863200995	0.0163137682724	0.236530233298	0.21433160472	0.0318094305425	0.475082983135	0.186360612694	0.162510436282	0.0680837793632	0.488449215118	0.0603431146927	0.0550558062958	0.0536011704839	0.0774728704773	0.0618503248788	0.079062941095	0.124273959497	0.329860165151	0.228465156202	0.23715623726	0.100920414217	0.0931830254532	0.443458362862	0.452712955366	0.0926893843692	0.343368550055	0.406389781637	0.440381964187	0.256881675152	0.471310498098	0.182988007987	0.234464952374	0.0386754596976	0.0777586324026	0.140994251834	0.238048193865	0.379232803045	0.0490095602294	0.385800248904	0.104580659988	0.114664494981	0.108027373661	0.436669985809	0.472002410919	0.141702514313	0.404312896406
R.LLH.C1	0.0561566177215	0.0754247404309	0.0793354347255	0.0771085400097	0.0559590868663	0.266839292392	0.0419689427637	0.0795898866386	0.0230959667202	0.0819709456153	0.0418805199238	0.0414143247964	0.244458128079	0.0456110811553	0.033206744111	0.0819064563449	0.0324995855591	0.0397313429929	0.334185092677	0.223308443599	0.0920717404454	0.0823842729554	0.033300589391	0.0406440808584	0.0601597046873	0.0	0.0706711135663	0.0810310244824	0.0790928920272	0.0994249195477	0.268914915223	0.441414070314	0.0981245719299	0.0675381376384	0.483435727401	0.0673005015378	0.0151932474456	0.0644509032598	0.0560865939517	0.0611992514438	0.071921724507	0.0722032297619	0.0717561496515	0.250504783702	0.253162587052	0.0613805291987	0.476497670401	0.219001996692	0.209228696731	0.0600187476892	0.489475597659	0.0768112197822	0.0771716669121	0.0638882286815	0.0536196526957	0.0568859998015	0.0521346574889	0.133224616862	0.334241391654	0.184107818027	0.289038881717	0.1300829785	0.109050214212	0.434349093839	0.431135216464	0.0920010288066	0.327286799133	0.41805156627	0.450483544039	0.246004779803	0.453832069881	0.190059275072	0.192739533769	0.0317476665594	0.0564478597392	0.168121247571	0.169350797986	0.38304730733	0.0492318279055	0.371508022567	0.113656723947	0.123762920058	0.11732342866	0.446936810609	0.47350913167	0.0937519808989	0.416073422163
Input.2	0.0340866505864	0.0311577432863	0.0391863668501	0.0413115097725	0.058420918186	0.26108024282	0.098066324241	0.033441344464	0.0801721115538	0.0447823623067	0.0662183188508	0.0740417455838	0.244781689046	0.0672482057275	0.0646383700486	0.0270879264454	0.0801593406314	0.0964475269447	0.307585767017	0.196147683778	0.0430866553001	0.0417685880484	0.0892106586733	0.0811614100657	0.0478610713399	0.0706711135663	0.0	0.0311738109104	0.0355558865949	0.165901098363	0.195417290805	0.413566017417	0.0525654920828	0.0052700307185	0.506502493949	0.0260615272949	0.0559437633374	0.038772450841	0.0489502944176	0.047910451633	0.10478853882	0.0186984420396	0.0362876404377	0.28926848948	0.178484190949	0.0788044320071	0.449619640332	0.241370244995	0.208871396398	0.0923755826905	0.463751923473	0.0656901773685	0.0333600960319	0.0569990718834	0.109384898905	0.078235934288	0.111036558167	0.104085546429	0.33436507133	0.2105000646	0.284306127061	0.121748817228	0.140084481907	0.449350801566	0.454568425222	0.123700163548	0.345285210188	0.470477702174	0.501058085517	0.260599360464	0.480235734264	0.161968801973	0.203171100343	0.0411878970581	0.109392583971	0.161167799599	0.228230205655	0.354283644267	0.081462541812	0.386690698341	0.104558921557	0.0915760708896	0.0847605739039	0.497720216923	0.446361633605	0.129630174656	0.468608248544
M.LLH.C2	0.034379174768	0.0404041752316	0.0486931295229	0.0711258497222	0.0873132365763	0.294095367707	0.107685149626	0.0515696610936	0.0902587786451	0.0542301133913	0.0766614647523	0.0947251944044	0.244981481722	0.0883697066031	0.0810312512733	0.00916276702127	0.0902353196328	0.106108904457	0.280294681268	0.222239713953	0.0345247851394	0.0546630067499	0.0990702483195	0.0941851515815	0.0465270098356	0.0810310244824	0.0311738109104	0.0	0.0450070585728	0.17390720064	0.180209178696	0.412086923492	0.0492610773382	0.0363180241315	0.507253581323	0.0276614490144	0.0666728425798	0.0519221466182	0.0451308873411	0.0671066151833	0.114368491229	0.0168673001362	0.0296976435565	0.281060903299	0.180849850603	0.0745846211697	0.414035109608	0.233618700518	0.214761731769	0.112650789365	0.428796433969	0.0349769948879	0.0115505712238	0.0599813999047	0.118863687457	0.0739030747632	0.120504763083	0.107862327706	0.334519202894	0.236693659588	0.287740076157	0.0914935742655	0.134952149262	0.447101187604	0.456477401149	0.118640664543	0.348073873037	0.457090027637	0.487842310608	0.2621382756	0.474459157749	0.15860568552	0.194110664709	0.0629972340895	0.118789354193	0.131650048688	0.243172526574	0.322237449349	0.0915963700543	0.389096360448	0.0911085879794	0.0683477493001	0.0615095722268	0.484482164959	0.410634172664	0.147291547532	0.455212407106
M.HHL.C1	0.0690786456791	0.0112293699721	0.00392114674578	0.0351860020172	0.0629969484534	0.260867381785	0.106680530416	0.0173681376697	0.0886525742446	0.0104318795381	0.0745730932022	0.0754425916403	0.243349255527	0.0597917030562	0.0729751361142	0.03568440775	0.088630125097	0.105050744322	0.335291608656	0.196431615986	0.0189124974174	0.0181535895874	0.0977696605458	0.0896341266301	0.0430593963968	0.0790928920272	0.0355558865949	0.0450070585728	0.0	0.174987661422	0.189121309795	0.44963552944	0.0288024431425	0.0328392419708	0.532276073504	0.03133293096	0.0642174977012	0.0647111094777	0.0500254452926	0.0731590790611	0.113576903188	0.0392035116326	0.0416849902245	0.288742845029	0.185995173478	0.0746533272572	0.486244703252	0.239859536216	0.206506176382	0.0803659207606	0.499713626626	0.0714404379692	0.0537492464779	0.0681438994741	0.11822220181	0.0766554575926	0.119916174704	0.124685105351	0.356060008933	0.243073215821	0.249508548927	0.128166525809	0.137036286762	0.475348472928	0.481912894007	0.120239921321	0.367180728993	0.473953608915	0.504980328984	0.279881837757	0.502425755163	0.184699302295	0.235395271237	0.0484458929244	0.118151174229	0.167917987462	0.255988023952	0.387054193717	0.0900239877672	0.405128884534	0.110893501644	0.114837660172	0.108038363602	0.501597681504	0.483137508745	0.155893892492	0.472054238495
R.LLL.C3	0.150079783288	0.171873424957	0.175217266759	0.174732007046	0.130527166696	0.357979795163	0.074732342315	0.176594602883	0.0892261618124	0.171823754536	0.103526070658	0.102411407336	0.233025893457	0.118430643926	0.105083196218	0.174974339124	0.0890738472994	0.0722246409321	0.385576517493	0.311379182843	0.185516818142	0.179421177042	0.0799497446019	0.0879271233846	0.135890987073	0.0994249195477	0.165901098363	0.17390720064	0.174987661422	0.0	0.35559594869	0.492581769055	0.170325672363	0.163293455905	0.520331943602	0.155011972263	0.114305193374	0.149161670262	0.140257435044	0.137829410719	0.080956540172	0.167015057697	0.146996921297	0.185244416405	0.341632787723	0.110500848819	0.520835968517	0.231133833266	0.273605107718	0.0972276260752	0.531396770207	0.162447671668	0.170352209834	0.141653003229	0.0801656011341	0.130682274551	0.0852162850155	0.202906384601	0.395257887854	0.249377695466	0.271345504213	0.165463007198	0.154117674823	0.486943567025	0.477619206527	0.157744241092	0.382782382061	0.418403625845	0.348230135541	0.309148143679	0.496038454516	0.249936405108	0.222387869145	0.130184476449	0.109076474212	0.160012259973	0.232253147004	0.435574812488	0.089898348875	0.411895415315	0.183037502773	0.193884865245	0.188407806153	0.355949501416	0.51841245149	0.161976771816	0.42265388346
