R_LLL_F3	M_HHH_F1	R_HHH_F2	M_LHL_F2	R_LHH_F3	R_LHL_F2	M_HLL_F1	M_LHH_F2	R_LHL_F3	M_LLH_F1	R_HLH_F3	R_HHH_C3	R_LHH_C2	M_HLL_F2	R_LHH_C3	M_HLH_C3	R_HHL_F1	M_LHL_C2	M_HHL_F3	R_HLL_C2	M_HHH_F2	M_HLL_C1	M_LLH_C1	M_HHL_F2	R_HHH_F1	M_LHH_F1	R_LLH_F2	R_LHL_F1	R_LHH_F1	R_HHL_C3	R_HHL_C2	M_LLH_F2	M_LLL_C1	R_LLL_C3	M_HHH_F3	R_HLH_F2	R_LHH_F2	Input_1	M_HLH_F2	R_HLL_F2	M_HLH_C1	R_HHH_C2	M_LLL_F2	M_LHH_C3	R_LLH_F1	M_LHH_F3	R_LLH_C3	M_LHL_C1	R_HHL_F2	M_HLH_F1	M_LHL_F1	M_HLH_F3	M_HHH_C2	M_LHL_F3	Input_3	M_HLL_F3	R_LLH_F3	R_HLL_F1	M_LLL_F1	R_LLH_C2	M_LLL_C2	M_HHL_C3	M_LHL_C3	M_LLH_C3	M_LHH_C2	R_HLL_C3	M_HHL_F1	M_HLL_C3	R_HLL_F3	M_LLH_F3	R_LLL_F2	R_LLL_C2	R_LHL_C1	M_LLL_C3	R_HHH_F3	R_LLL_F1	M_HHH_C3	R_HLH_F1	Input_2	R_HHL_F3	M_HLL_C2	R_HHH_C1	M_HLH_C2	R_LLH_C1	R_LHL_C2	M_HHL_C2	R_HLH_C2	M_LHH_C1	R_HLH_C3	R_HLL_C1	R_LHH_C1	R_LHL_C3	M_LLL_F3	M_HHH_C1	R_HHL_C1	M_LLH_C2	R_LLL_C1	R_HLH_C1	M_HHL_C1
R_HHH_F1	0.18785296035760535	0.10229806213786896	0.16283770376368625	0.1811017612679231	0.17015167907513265	0.14930261054265212	0.156889035091633	0.17625337312925957	0.18797013036241883	0.12864870689588948	0.20113673817639613	0.31080100518026843	0.3562703052116469	0.19987196776806673	0.42849696465032566	0.2821994821098135	0.10440118400429654	0.35976016497851726	0.17934564551113133	0.3012774255903438	0.1683605216048237	0.28609559356161524	0.340460131124965	0.1759023888100781	0.0	0.1313398657851909	0.15304333139601312	0.09334610047422869	0.0894201675647863	0.33883023833328085	0.3185306070230716	0.19446602653166373	0.3183297599783641	0.42412570407646377	0.14856287522373599	0.16171316728665666	0.1634277351682974	0.29626768494866756	0.1892036178675346	0.18720145724961926	0.2845223124390644	0.3258404071691818	0.21967925779957725	0.3207630610891109	0.11980267424570337	0.1824648398390681	0.4697285349351355	0.3704778869147225	0.14704572894892354	0.1397464665791988	0.1455431176352343	0.19881509020631505	0.2888910738000955	0.18541074570307212	0.2926660327227736	0.21708640708774277	0.18276362568983145	0.10823173765848534	0.16345777586806545	0.342625452319858	0.4218500906340182	0.28237698529885025	0.3176390927209175	0.3360327803361991	0.3130906640349281	0.37765822847541136	0.15116912002166868	0.32731632076480205	0.19652830181050113	0.2251152176895212	0.18396576113200933	0.42936785128119387	0.6269610048919326	0.33892555012955844	0.17355640615684376	0.15103529187872314	0.2661030819384749	0.10660862807989387	0.2913150755727158	0.1525956579244543	0.3368268959341862	0.4618915903237113	0.35429502223458725	0.5976511812299116	0.41000222429904626	0.30007806360912237	0.31411128443459563	0.35441576817953974	0.3819445231560639	0.43640898239197723	0.4906970914086906	0.4399686901003662	0.21483809941627852	0.2879629621330653	0.4109647863147799	0.4255495087168693	0.5582350651622194	0.5029093387203666	0.3025501637050561
M_LHH_F1	0.21582637460294563	0.10946837881082533	0.1834056425897757	0.18019941208559273	0.21493951854088225	0.18701461522156332	0.15117042340602233	0.15929619901680425	0.21414141137067783	0.10787030287413416	0.2116662069970287	0.31327526858370336	0.3294596484480164	0.2023576697815943	0.4245474229639625	0.31087724960418167	0.14386856730845526	0.35110091638394525	0.19049984868303563	0.31869742900928477	0.16647187737898564	0.31163329089994934	0.35522120391848144	0.1664558318536307	0.1313398657851909	0.0	0.18756964403681417	0.11892272277073027	0.1095378031144305	0.33545233643521405	0.3265204992735132	0.1868881949350435	0.3439238541786435	0.41198901182677344	0.18576046942864866	0.1981859046075846	0.188792775713556	0.34235475252257985	0.18796854882068234	0.22858344855241183	0.31468950328607614	0.2993177412837615	0.20179120632253938	0.33450062826394233	0.14404565136197436	0.1801493463108084	0.46543035845731007	0.3856844052365078	0.16971236526603012	0.13288162211585006	0.1049253038545335	0.20054075218196898	0.2918465054825703	0.16918661634946486	0.3360816755454231	0.23044859876754617	0.22690671465246834	0.15451574511490818	0.09513998757554169	0.32752690978261	0.4091740801128942	0.30349339545676557	0.32735299561309095	0.355555109755662	0.31403651177800534	0.36879018570321476	0.09683319766534837	0.33084654690953563	0.22763760808678418	0.22338489021251023	0.2215374001978726	0.43510048086356384	0.6105610041171956	0.3337149638929736	0.2114389606927604	0.10847723701502617	0.29051039100664616	0.15156158513680426	0.33723218700650087	0.20836237387387707	0.3553838364425416	0.44273243530704753	0.3656440605574896	0.5891113702757671	0.3944870624308466	0.31811477304359603	0.335305110694463	0.35359745962789496	0.36251956521452955	0.4473193740515009	0.4746531781769713	0.4184306910893228	0.22656193031481311	0.31067836868776266	0.4059992614824496	0.39479099714974797	0.5450558906368708	0.4953982476270813	0.3101652858675271
R_LLH_F2	0.1566857442240781	0.16757660381735665	0.12675103188660708	0.12900883599879384	0.14325957093687974	0.11526260257466175	0.20187156661319464	0.12284807666331628	0.14637387033329305	0.1760529896407413	0.1692898128359809	0.30920859123485744	0.3272933787239657	0.14812732299434306	0.4254160818000457	0.2765805027215516	0.17188795939607693	0.35206215241913025	0.1418693879440982	0.2767571903225836	0.11672505695060129	0.30496376524677893	0.34909123844204004	0.1305382218837311	0.15304333139601312	0.18756964403681417	0.0	0.15491986165439867	0.15111340599914835	0.3290726248504507	0.29840530224700856	0.14013497629131116	0.34800355030527846	0.4060184528658226	0.12998867472568051	0.10881336460676845	0.11463472900646972	0.24723438058451078	0.14105189985221933	0.15682748603185928	0.3190550832251046	0.30159445269803065	0.1659970741763346	0.3098281228762926	0.16831584167379443	0.15642725395547885	0.43610658218486265	0.4011317915671715	0.09689419111181359	0.19316100482076015	0.18947696259484356	0.15393833357879713	0.2762632510472524	0.1477745447255939	0.255688446872007	0.17792464245121947	0.15277833198280324	0.1785395908225467	0.19147912359323974	0.30190032906712194	0.37610691042891486	0.27196292267770966	0.30998287769631644	0.3244754259473306	0.30011032897990364	0.379566943818533	0.21693093827015325	0.30908205452381715	0.16791364706650858	0.18025357905196618	0.12103631106633964	0.40573794937081337	0.6499038750581574	0.30985875059661117	0.14543355098771107	0.17261173983087869	0.25024562401849576	0.1779520130627266	0.24217216854483567	0.15531826989511985	0.3033171027760177	0.48352521235391605	0.3000163520528177	0.613542041311539	0.37709509199265523	0.2842454557391052	0.29727484685687516	0.38588724409820035	0.3749959071618371	0.4435688135671264	0.5173339779164577	0.44582644475277694	0.17696120763235706	0.32240080268414295	0.4388116511638906	0.42915301950977297	0.5625093908603094	0.5195079182492502	0.32191016874249395
R_LHL_F1	0.19034298879379374	0.08162166657183748	0.14973190575659973	0.17579292538428692	0.16915738079698414	0.1335503660612322	0.1461163546217927	0.1627142155571007	0.18669829419114695	0.1150735660568548	0.1933065992524014	0.3074918635802088	0.3606527863160868	0.2011081167434124	0.43835813409955054	0.30192285378596295	0.08339352666067765	0.37198855389535834	0.17628870276399297	0.31368312358026135	0.1594468155653804	0.2847867839146877	0.3417064443181133	0.1613128653743877	0.09334610047422869	0.11892272277073027	0.15491986165439867	0.0	0.06716184484318119	0.3356546259069285	0.3335628022053671	0.196840358287409	0.3253968615535811	0.4254198559914602	0.16316731376612725	0.16818691029611826	0.13378947595658003	0.31733722927007063	0.1782746823702604	0.1891032605993282	0.29804237757143837	0.33604445850102777	0.21409293593684675	0.3351891931938854	0.08345895789514576	0.16833750971677208	0.474875280536764	0.38237551030126266	0.13598297848059457	0.1250530447435503	0.134263774322143	0.19473680511402633	0.28744256516798555	0.1724309669584533	0.31613520724447497	0.2068595065839293	0.1868332368042781	0.09104526417488173	0.14412398840731824	0.34497362445616697	0.4165909128916832	0.30225594865111494	0.32703247790410356	0.3613862225977084	0.3200977360490854	0.37073078638977175	0.13341067178615934	0.33306374284599255	0.1948754940924489	0.21264213279701535	0.18539260610899327	0.438380294877019	0.6502912397187218	0.34482435276177303	0.16984890706498515	0.12010966578011475	0.28021945711884316	0.10018506826395593	0.3126435350588992	0.16689096546047685	0.3433776103846005	0.46526417916436796	0.3747882514851535	0.598564046015854	0.422527244003819	0.32503998541030377	0.32338449442421213	0.3481299237947363	0.3841762021902932	0.4325821106609612	0.4847251980677227	0.44875892111032556	0.2046061294321575	0.29681511023826457	0.4039118755346196	0.42867789924526706	0.5567414292712655	0.5005997018304918	0.3021527470639108
R_LHH_F1	0.18863376114563224	0.0985753940495941	0.14785793104918138	0.16948604437506606	0.17035782795627344	0.1378663379749262	0.14829547838985682	0.1648316055070746	0.18221723919469757	0.10848950947671397	0.19109692921134672	0.3149036052782305	0.35139397054854915	0.19704975488391258	0.4400940385811356	0.30765050415128214	0.08307199122152178	0.3759100178897716	0.1825839826898766	0.31326740450331914	0.15996892823605177	0.29534564443789346	0.3496255020276908	0.1701541794222531	0.0894201675647863	0.1095378031144305	0.15111340599914835	0.06716184484318119	0.0	0.3414491440611229	0.33831231634939785	0.1910339509531519	0.33666874983932243	0.4189020494601883	0.16529497576534308	0.16897688937445685	0.14063741790378384	0.31584934161738326	0.18092568292371133	0.1781771664067914	0.30500549537662813	0.31792368720920877	0.19828292454652846	0.3291249195529721	0.08663828036667547	0.1772588879743903	0.4707916518991255	0.3937343374407864	0.1389859379677435	0.1304705780257815	0.1411567666727972	0.20046209680412697	0.2849964747560035	0.1671626674861371	0.31189619670686136	0.20961376930643522	0.1831515177810615	0.1013648968795356	0.1304423499072832	0.33969093081899204	0.41272388953291955	0.3007794426981448	0.32525121748094654	0.3623497888624478	0.31822865196575767	0.37807342746321043	0.13636780582621583	0.33120846678735555	0.19905229188037496	0.2163154591944173	0.17407723982924045	0.42732326422950007	0.6380228074052807	0.3437682718323179	0.17981550111016148	0.11683281780702237	0.2840183691530271	0.10045569847115342	0.31148650634059705	0.1721910199346287	0.3460211781787434	0.4689869775883302	0.37048183951188357	0.598218548041231	0.4174508117532152	0.3239503272813762	0.3282670480691298	0.36406074866628485	0.38492628168091675	0.44427274589860744	0.4907843870365533	0.4504365647000339	0.2046229691213583	0.300582783510359	0.4123856102542681	0.4235345337054886	0.5566837797763438	0.5010013575801376	0.30293377016671663
R_HHL_C3	0.2936130896489877	0.35318021547110695	0.321318850425692	0.29631776165415563	0.3131834084294605	0.33187022515501824	0.33090835489771653	0.29515565995201876	0.2765644674099814	0.30885414871844336	0.24995876518998983	0.1181324019651068	0.16524348354865734	0.2721046774142865	0.2067532660012099	0.23191186410482262	0.3352882840424643	0.25173484186913914	0.27555685803319363	0.19939959638026247	0.2953448528468147	0.2556536651759277	0.21419930683599422	0.29035498036857604	0.33883023833328085	0.33545233643521405	0.3290726248504507	0.3356546259069285	0.3414491440611229	0.0	0.18117346090322722	0.2733437438904534	0.23155150935428107	0.22560801580611356	0.31410640079358937	0.2820173800161153	0.3261505206442204	0.35768609901325427	0.2699986884373024	0.28510659168985214	0.27072707140671426	0.16391604346322777	0.30052437194730763	0.16125858193986561	0.3358593586292935	0.29302990850703015	0.22188159271833674	0.2637667067518487	0.3295329927563259	0.307355958510738	0.31292510142093316	0.26447022913580365	0.25124906744759484	0.2953460208903271	0.35711513202674017	0.3145708628343719	0.2857478498827209	0.33404633717790366	0.3011342079954826	0.18355073488140444	0.29666586532918654	0.21901159081934204	0.17830621086885245	0.2157713422071089	0.2232554074119592	0.19757144291015297	0.3431812534831063	0.2805856487225839	0.2944338008894971	0.3042455141064877	0.2943957518496762	0.23507294187691205	0.5052577800396632	0.25427923639058586	0.27614620082751173	0.3360181688595904	0.21228473636100095	0.3115191123712746	0.368657019106804	0.29319054647523657	0.24630381960482695	0.32632184657641444	0.2802438434950561	0.42474540162906255	0.20754078192577474	0.2497981298859467	0.21909841999727098	0.23525230642314293	0.1901828215506403	0.27555425862827276	0.3433247275269916	0.2370974049005842	0.29081180102651555	0.2359829460275439	0.3115340255147397	0.37323970882241586	0.40398407797778774	0.37787332626742537	0.24739254100355426
R_HHL_C2	0.28352752248157925	0.3362625929492495	0.2733717607044979	0.27995967962669677	0.3028202665271863	0.30085550869329597	0.3261654539988002	0.2750359302086746	0.2759447980867527	0.3001708295862355	0.2463830161127377	0.16068592531977494	0.19893085470537725	0.24026330444969052	0.26661557564022065	0.19218381515166702	0.3332829365229356	0.24146750985356719	0.26170688405406634	0.1381848937635332	0.25841477938541485	0.2385399050868087	0.21918932060172527	0.26548338419454187	0.3185306070230716	0.3265204992735132	0.29840530224700856	0.3335628022053671	0.33831231634939785	0.18117346090322722	0.0	0.2624790904330419	0.22060905128443095	0.2666825959336945	0.28236845054847587	0.2567958897021729	0.2974302176473015	0.29858678503272534	0.2604960057309792	0.2527444007217134	0.21231362622145636	0.16248169431589618	0.2894723779588626	0.18123459515468798	0.32174885272191517	0.30522744816830655	0.2610360803433929	0.2472014831066002	0.29207458115177554	0.3126383868776593	0.30313237175118085	0.26718758320361674	0.19119474528599711	0.2796838488053221	0.313646034598122	0.2939160724537729	0.2798350656966745	0.3310368981303799	0.30565665667137176	0.16946421261596326	0.28172209685027416	0.17226853948936924	0.19166341946121482	0.1958386638089088	0.21437859639633614	0.2080618442423156	0.35425271763235605	0.24165842290922554	0.28347511368057027	0.29680157419946784	0.27152380090392103	0.21526212948457954	0.47635356044598465	0.2041487310838718	0.28980889791948733	0.305038686779182	0.17773896353236132	0.3124011574637416	0.30175780822876436	0.27871033878868207	0.22730954938237713	0.34689543423941843	0.2196413170584267	0.4875063852882957	0.203832152980558	0.16965789040382848	0.15686804725466214	0.24069585547775607	0.2010789998757047	0.3213209450257588	0.36095992721286724	0.2773122651361653	0.2846787832162134	0.20602248871529485	0.3047072439122323	0.3741064960702302	0.43645483974074284	0.3803823290426792	0.23476966133608484
M_LLH_F2	0.10540859874637258	0.1872745812289391	0.13352959594865932	0.081360424719578	0.1415675139855799	0.1427632655326604	0.1574265542119764	0.08014040368987331	0.1251937660808192	0.1568550952489612	0.11085695092765727	0.2613019140051747	0.2895619651203343	0.07141940943533727	0.3890859594346624	0.20967196057297371	0.20123348518327433	0.31697614214619235	0.09645131738464999	0.21021091670708378	0.08729132395965335	0.2679356228663062	0.309718577814132	0.09531061645946516	0.19446602653166373	0.1868881949350435	0.14013497629131116	0.196840358287409	0.1910339509531519	0.2733437438904534	0.2624790904330419	0.0	0.30052032483272073	0.35581079784367914	0.12207713843744913	0.09481012774513153	0.15194215986533754	0.23292861537840895	0.07742083810396154	0.10929936310192451	0.27276466498731794	0.2545039562844439	0.10391887769217967	0.24545492769465493	0.1944391502594767	0.12036358238051754	0.3923494420965886	0.3420508304770715	0.13351768280249462	0.16291994481919914	0.1735437688108914	0.10625820004954746	0.23431721347050807	0.11543643658374611	0.24178239860637768	0.12057710774558505	0.11726529999963413	0.19097078093947487	0.16281250140521647	0.2616168580400844	0.3443629945733204	0.20535803557400162	0.24094960294760928	0.2703195449944724	0.2599675817323507	0.3242156323677068	0.21748307550777493	0.2598740623740922	0.13056299159310003	0.12590182200740593	0.10899851028040325	0.3634837568171085	0.6202674651655667	0.27909441687483794	0.13015914831602274	0.18779456525541904	0.192261569770065	0.17544523193593295	0.23844019282590811	0.140336957495708	0.2781992443571542	0.46201439034666164	0.2832173814178962	0.5724130400011819	0.34937750207022555	0.23907531825216197	0.2520707006682944	0.3466389569242501	0.3369280762794676	0.41501151523255037	0.4974297258047595	0.40181997355149474	0.11823847819005527	0.27524849101487114	0.4262120631201719	0.392149678122202	0.5450799320687083	0.5051417696094748	0.29104349449760325
M_LLL_C1	0.31134144912972384	0.3236760010159111	0.34879881048693956	0.3389853296805332	0.34121251862629304	0.35854396933529364	0.27727528998967677	0.33350225492381186	0.32146954933965743	0.28779589018100454	0.28217990456565	0.24245174242597586	0.3009617923267029	0.26730632715998776	0.3121277966333113	0.17379876109007314	0.33884297182853634	0.25359079949229246	0.3006305119686259	0.19354933935177188	0.3158468128663401	0.13020700975412716	0.09136649214764274	0.314636187972807	0.3183297599783641	0.3439238541786435	0.34800355030527846	0.3253968615535811	0.33666874983932243	0.23155150935428107	0.22060905128443095	0.30052032483272073	0.0	0.27697629352727327	0.32912223091996423	0.3001946581227794	0.3531147629084096	0.29206866970864664	0.28111119135832746	0.2977957642755093	0.1313492394284776	0.25360845281652444	0.33723662388199455	0.1926674992339513	0.3284500024027684	0.3233012297006296	0.28272681244352943	0.14152621906319676	0.3580818852398677	0.27092500906007877	0.3183622508899597	0.2954514474353852	0.2022825420892139	0.31985235179433	0.29784117549198585	0.29730213393318655	0.2966279421337933	0.3067581523200603	0.2885542821480467	0.2544957527429367	0.2764263431223118	0.17718925918149003	0.17512081301352442	0.1681347155812705	0.2286565367910502	0.21139319610789217	0.35704604963282516	0.20529480939704045	0.30801693625013205	0.3198793999288758	0.33345662874412196	0.2744527519446014	0.462822713576752	0.1904633486750481	0.317880971501876	0.32999339679185674	0.1669014117732604	0.29181805025815866	0.29606061372718756	0.3093147033915552	0.23039696471862142	0.3458724426766884	0.261087256209535	0.4466773331059205	0.29967579383572435	0.20160729229262483	0.20174175582661946	0.14793306215136537	0.24168604662034596	0.28197044377015995	0.35651345387672195	0.33803057204250864	0.2954420596081616	0.1268017574486917	0.3176976812576577	0.3641674165312003	0.4201293765976269	0.37996791119518675	0.15242045577161206
R_LLL_C3	0.35417051604796906	0.42247661759764665	0.40412162606418184	0.3634019038747265	0.3923663074177592	0.3990632650479711	0.4058435965286348	0.36476450686068845	0.34920610853791767	0.39273236229908776	0.3372146387721195	0.21293995586153533	0.23500357220161056	0.35600588980048725	0.22277706039880832	0.3200938291137217	0.43753229421256024	0.26509713251855166	0.3676829784628602	0.294770613124794	0.387892218367625	0.33101299083132724	0.25730398946962646	0.36525359853378553	0.42412570407646377	0.41198901182677344	0.4060184528658226	0.4254198559914602	0.4189020494601883	0.22560801580611356	0.2666825959336945	0.35581079784367914	0.27697629352727327	0.0	0.40707005362324117	0.3732428059377006	0.3955873582160627	0.4784318490021636	0.35138850163137325	0.3846384973266866	0.3345741637162191	0.2930056734386333	0.35882089494170305	0.2553293258720764	0.40808964761003874	0.3786942344671383	0.19061150234374263	0.27958134465180484	0.42161334375694537	0.394671641211131	0.3878221077449705	0.3555106278015994	0.3562798730923261	0.37920965537582213	0.4737395160570374	0.3785489019640766	0.35856256889063853	0.4261395169991443	0.3678228825469017	0.2385512710698448	0.294862335081691	0.3159279951116705	0.23806298638255138	0.24447370448047828	0.30086641140264325	0.24704598820950097	0.42496861566216065	0.3411430954080237	0.3618929034749593	0.35026973484623697	0.3673884845427687	0.22733689476683525	0.41340901653987305	0.2644720702320867	0.37901133003829085	0.39904257891806466	0.31523478998060867	0.39465420530401635	0.48582180384171975	0.3913615524876548	0.33075965007637487	0.33848240044845146	0.34197875746992284	0.3758626018699137	0.2073712360191423	0.35288130973112813	0.2843882580436011	0.28655155664523296	0.23433419703218442	0.305755489415506	0.3261820643056986	0.22793668683864368	0.37106366986231304	0.31587992514083535	0.312063865719886	0.36541073952569225	0.3534544471331581	0.35960761013143655	0.30845602686186385
M_HHH_F3	0.12162207900509242	0.13972330460836865	0.1270305311175602	0.1290341570440334	0.10774638795540259	0.12536539372518504	0.17317459073991984	0.11065063087660425	0.12948359560022213	0.1683886012016373	0.1230076840594564	0.2970429645775706	0.3359144993795863	0.1269930809580275	0.42985082256396123	0.23153480397537213	0.17202658731510456	0.3500455020221438	0.08430351507434686	0.26086410763589224	0.10517297297969785	0.28160048155278056	0.3492143786506992	0.11971827041366674	0.14856287522373599	0.18576046942864866	0.12998867472568051	0.16316731376612725	0.16529497576534308	0.31410640079358937	0.28236845054847587	0.12207713843744913	0.32912223091996423	0.40707005362324117	0.0	0.11362741014201166	0.11983247616131273	0.2216614731299815	0.12010847513242663	0.14495344529662424	0.30070628361871354	0.2939486493444894	0.1613615500291113	0.27472781308999566	0.16835613077992673	0.10919657737813761	0.4381730702569293	0.3782176374237416	0.10174073711539061	0.1536781865483533	0.18491951272569065	0.11601343450755094	0.248464839246445	0.09566520910933837	0.21917602926009191	0.13355408961989387	0.11616673432207843	0.164782745584231	0.1888739292175333	0.2979054275137955	0.3741123108342184	0.223423471666651	0.2832634455776742	0.3038941364441689	0.28136805624376665	0.3564618016373506	0.21302318809847462	0.2698933008514958	0.12569644554555465	0.13467254802325407	0.13185018333453705	0.4107608179837889	0.6365824949438338	0.29596651834659277	0.08975219417539745	0.1833380536503505	0.2132811918056473	0.14901485590767574	0.22511254498659436	0.10337791211688012	0.29500866662454234	0.477752078667145	0.3009568041036679	0.6017032201017116	0.3931887577609473	0.26204714775113613	0.2891172352057107	0.3851614503146344	0.3514138061945557	0.434955494402697	0.5024140047270772	0.44062674032128407	0.12977514782139538	0.30989297672364063	0.44200162487044276	0.41225247750725724	0.5620969841984721	0.524785146042993	0.32650465823914787
R_HLH_F2	0.09783615292650868	0.17816016255468772	0.09674260569873082	0.10132386333519026	0.1192066472751626	0.09834038396405163	0.16669148824499314	0.11110529340056814	0.11906457427716005	0.1727846883661397	0.09869181328164872	0.2730450014118277	0.30227280700415243	0.09517881955595738	0.39353550932494064	0.2229406794696738	0.17865040108383093	0.3241424777664973	0.10231731841749976	0.2212318918624054	0.09128902282074645	0.26455198185189155	0.3111325442529362	0.10509869789316613	0.16171316728665666	0.1981859046075846	0.10881336460676845	0.16818691029611826	0.16897688937445685	0.2820173800161153	0.2567958897021729	0.09481012774513153	0.3001946581227794	0.3732428059377006	0.11362741014201166	0.0	0.11472744911247255	0.22359048509484278	0.09484657770291385	0.08097650235264217	0.2759810281468357	0.26033918112749016	0.1258830801242213	0.25870854727400394	0.1775138409927922	0.14110120964734277	0.3997165920108948	0.35531904352341054	0.09161245464360514	0.17859883804015872	0.18329382672195316	0.11013943280728579	0.23081742427565444	0.13678669147401354	0.23793321811355847	0.12966078465348752	0.10027838752181986	0.15649685990051404	0.1854810992966782	0.2698591253371629	0.33746123903005115	0.21953261270347263	0.2581049048913769	0.28255665541518094	0.2631057401109983	0.32569423714987245	0.21967805832596254	0.26813838970287157	0.107302478039749	0.14383984400063876	0.07398331856669849	0.36091225321552717	0.6255542721407285	0.2797316768279106	0.11042113614707363	0.17971982623913993	0.20172683232522018	0.14670795855888275	0.22145991568944787	0.11743953053875529	0.26989524903037704	0.45684615452737504	0.2675167468874926	0.5685498991394996	0.3518850729959427	0.2388159377402255	0.25133942070537285	0.35620897574035	0.34168962876734277	0.4047392416230642	0.4801980451452244	0.41259792952549335	0.12054115243194001	0.2893659066694355	0.4111277401580703	0.41569532606507176	0.5338704075178782	0.5009546549919549	0.29105906513261287
R_LHH_F2	0.13636613546679396	0.15697358849068074	0.08895752388068373	0.1219413621859285	0.1108493590042345	0.060695453465922124	0.21090035618017547	0.10380975941936361	0.12371416442079869	0.18640265093348424	0.14076819881412414	0.2961065236556738	0.3250773898924783	0.15301266541456462	0.4162297588685809	0.2795830035624548	0.14896644183382388	0.3438378784867564	0.142312048840903	0.285121321859462	0.12263986801498915	0.3117580688237973	0.35784036699737876	0.1387763349932509	0.1634277351682974	0.188792775713556	0.11463472900646972	0.13378947595658003	0.14063741790378384	0.3261505206442204	0.2974302176473015	0.15194215986533754	0.3531147629084096	0.3955873582160627	0.11983247616131273	0.11472744911247255	0.0	0.2758737862808134	0.1382782388833948	0.13398103463719843	0.3300859423021656	0.2948374200196524	0.16875944566551887	0.3092907721369079	0.1549507824943352	0.14717233659007506	0.44401763605925937	0.4061834073482249	0.09284179906917875	0.20295596817897035	0.20369732229628834	0.1620395486555001	0.26988435291445545	0.1387578977169725	0.2846352544197497	0.18481452156498365	0.1154059381575666	0.17128349517145702	0.2035930531653729	0.3018545239088563	0.3934076350381559	0.27272589759560484	0.3117149573706525	0.3415181279326753	0.29816450771272945	0.37756598527266566	0.2054731826657848	0.32285467492398473	0.1518221737305675	0.1806599723806065	0.12050539032194417	0.3991668044781543	0.6528250197890773	0.3190890399777853	0.12028387939943923	0.18972038836384572	0.2583546389377072	0.17249122350270718	0.2735091659962822	0.11806081285066673	0.3192970513334879	0.48147914263224995	0.33168686846475115	0.603829204730081	0.38146416547760637	0.2910404780913877	0.30105141223019233	0.38693177052925365	0.3727066503457405	0.4401110667893809	0.49998033355102905	0.4278900957765137	0.17076045906170573	0.3232769239515625	0.4304796080934448	0.43116288994462965	0.5629528163599758	0.5237872229449938	0.33663548287106604
Input_1	0.2507821121261127	0.31669189201426595	0.27295950454206336	0.26539170866230694	0.2690614527577988	0.28590944040248323	0.2676633649291204	0.26879898155002524	0.27899237649711	0.2764802804901699	0.24680194758490745	0.35954842812867954	0.4044628764479208	0.20345314489995775	0.4896004030306025	0.1876408127777587	0.3108717180232158	0.41659911373360514	0.23197513686708515	0.23231908620446867	0.22449923971375182	0.2520537292200054	0.3214609490003757	0.2516254895606574	0.29626768494866756	0.34235475252257985	0.24723438058451078	0.31733722927007063	0.31584934161738326	0.35768609901325427	0.29858678503272534	0.23292861537840895	0.29206866970864664	0.4784318490021636	0.2216614731299815	0.22359048509484278	0.2758737862808134	0.0	0.2258314302863535	0.22327812166890856	0.2536339061283764	0.31651360740119555	0.2776001546506025	0.2779163644603809	0.3152779072278109	0.26969665753913596	0.4692624007037914	0.36235354258195424	0.2583279854774101	0.28611425392857887	0.3254317089847266	0.22794323278086964	0.23076855007679445	0.2691761947188642	0.06741637932094541	0.22392975697747156	0.24932906219187548	0.2707160544448844	0.3008776896104639	0.3363314247029793	0.37383217661170903	0.1972008419677525	0.30211326985295095	0.2886316623330813	0.30677202605038134	0.3630089542504191	0.36140035646797847	0.22179703279400353	0.24892254086693805	0.27559341978712865	0.24494000781218556	0.4346358779055391	0.6690594097657232	0.2882713983918107	0.2455176978731296	0.3160248215670119	0.18805508441013535	0.27544544439833785	0.02992877458472985	0.25305988493892995	0.26167283213990145	0.5438333132009696	0.26719796709462645	0.6615613979814312	0.44868719922535083	0.22105731753552676	0.2719847067634174	0.381946810839207	0.39719415835033295	0.47972548756195665	0.5665888884454844	0.5133824515070841	0.24558767957201036	0.27762369034304984	0.5122788877692797	0.46948560239834575	0.6315143612777231	0.5685134592343225	0.2997022625483483
