M.LHH.F1	R.HHH.C3	R.LLH.C3	M.HHL.C1	M.LHH.C2	R.HHH.C1	R.LLH.F1	M.LLH.C2	M.HLL.C2	M.LHL.C1	M.HLL.C3	M.HLH.F2	M.HLL.F1	R.LLH.C2	Input.1	M.LHL.C3	R.LHH.C3	M.HHH.C1	R.HLH.C3	M.HHH.C3	M.HHL.F2	M.LLL.F1	M.LLH.F1	M.LHL.C2	M.LHH.F2	R.LHL.C1	R.LHH.C1	M.LHL.F2	M.HLH.C3	R.LLL.F1	M.HHL.C3	M.LLH.F2	M.HHH.F1	R.LHH.C2	M.HHH.C2	M.HLL.F2	M.HHH.F2	R.LHL.C2	M.LHH.C3	R.LLL.C2	R.LHL.F1	R.HHL.C1	M.LLL.F2	M.LLL.C1	R.HLH.F1	M.LLL.C2	R.LLL.C1	M.LLL.C3	M.HLL.C1	M.HLH.C2	M.HHL.F1	R.LLH.C1	R.HHL.C3	M.HHL.C2	R.HHL.F1	Input.3	Input.2	R.LHL.C3	R.HHH.F1	R.HLL.C1	M.HLH.C1	R.HLH.C2	R.HLL.F1	M.HLH.F1	M.LHL.F1	R.HHH.C2	M.LLH.C3	R.HLL.C2	R.LHH.F1	R.HHL.C2	R.HLL.C3	M.LHH.C1	R.LHH.F3	M.HHH.F3	M.HLH.F3	R.LLH.F3	R.LHL.F2	R.LHH.F2	R.HHH.F2	R.LLL.F3	R.HHL.F3	R.LHL.F3	R.HLL.F3	R.HLH.F2	M.LLH.F3	M.LLL.F3	R.HHH.F3	M.HHL.F3	R.LLH.F2	R.LLL.F2	M.LHH.F3	R.HHL.F2	M.HLL.F3	M.LHL.F3	R.HLH.F3
M.HLL.C3	0.17076032753978357	0.15759395256020825	0.1691362211696261	0.19778511628058232	0.16952419938118266	0.1777602391572614	0.20432284089992175	0.14154109312317725	0.15231932207037982	0.19194054426051593	0.0	0.18024234627529936	0.13266529166005603	0.10122747979432785	0.21535454445817856	0.13368019081280821	0.1699546820763123	0.17430965707041032	0.12985000411175276	0.15523094094854734	0.17879114734826093	0.19793885055345506	0.19285984704386555	0.1697944122298366	0.17553358769607585	0.19346699692281308	0.1785883293658742	0.1846952258409119	0.10829730846808198	0.20144839732300107	0.11951306311281276	0.1800123530270531	0.18021898017368698	0.18089034206048826	0.16799793110818687	0.19489689793162251	0.19713311415431597	0.17053131529764518	0.11876078591684344	0.30973643258941863	0.19558854637242373	0.21295842690237266	0.38294212625706003	0.11967579748904209	0.20294152767482782	0.1199289756224447	0.13879647205409168	0.0807718726401611	0.12467870545162486	0.16711257597172455	0.19879767890277603	0.17478888748388216	0.15174045969640734	0.19188905564515732	0.16147780659767635	0.17559988091592926	0.21235273675503794	0.13426284200932087	0.18022188434715677	0.1701202739104204	0.1360426124151365	0.18592684021652658	0.18292651829347145	0.18782800905597868	0.16857655885457137	0.18739644584880402	0.12221204852851897	0.13773749483416547	0.2083942484840459	0.152096301087264	0.16379756543553162	0.13750252052426903	0.18154805744893884	0.2359434770272862	0.1858686515247853	0.1853891026268945	0.17513144803750422	0.20867320061170297	0.18361223694789103	0.2375190152160634	0.170209406598639	0.16528919867759795	0.19002498647594537	0.2167462720212358	0.18896613840578158	0.1537518831300222	0.17578636757742722	0.2513025472284284	0.2042875331056484	0.2081171173175126	0.16786100516797092	0.15500925156501025	0.1882297776238936	0.14246971381046797	0.16351886296525722
M.HLH.F2	0.10547916158508919	0.1901250024769182	0.20418756507838742	0.18893686592243425	0.13683490635027115	0.1794831247727819	0.20502575431398848	0.11122470532900837	0.12277947198885053	0.18797767959269238	0.18024234627529936	0.0	0.10212080084327974	0.16491809283753067	0.19029308942570144	0.17822670588513226	0.1995002113814815	0.1775136375934636	0.23180046564875673	0.17812596494452268	0.05973217494463978	0.17378413059476183	0.15861881841224754	0.11402817021785093	0.062107010043047604	0.18223511556515828	0.1781237244237556	0.047067716624240696	0.15358473965070887	0.1924169172717208	0.1894025071535632	0.06260892056610207	0.11258631855271485	0.1624863338285511	0.12427052431968608	0.0835348270980752	0.09052035843420847	0.16084243693454983	0.16899664057402417	0.310187297094814	0.1441752460077192	0.183437765833485	0.3519817864948415	0.1554471286709773	0.17417581968960616	0.10094485990627176	0.21158320469485756	0.15941763920712995	0.16615512284162387	0.12185557653694819	0.125995614985643	0.2208574390389531	0.21114451072328463	0.14132979078260013	0.1857053447582055	0.2071841453767338	0.18239411726107196	0.19380389649104662	0.11023839931885908	0.22160660343906677	0.15538779799731883	0.20522129288692725	0.16459878893344268	0.12881828084737573	0.07608326799985958	0.11747132446594542	0.18734851863797058	0.15696682252476352	0.1595873680556891	0.10531576425948712	0.2238359941468602	0.1364270753419071	0.07517054231202772	0.1656972639597959	0.19370278214396597	0.04541103604799714	0.11290999816828068	0.1560604055731311	0.12408149207840992	0.209614081870268	0.07369005870569675	0.07022831968050403	0.05783149125514136	0.21012036862679687	0.1439191764331642	0.11954071206607456	0.07526451908261332	0.1942735162563938	0.15618995862989735	0.20255192742727873	0.132139428899553	0.2288504037607609	0.18171753374247634	0.09789044342060514	0.027413923952347277
M.HLL.F1	0.07879337581693995	0.20421081930219115	0.1981140553587018	0.1532248529787778	0.13252872200855836	0.1509873215660571	0.17509387580203198	0.11441397919145979	0.13047580006626272	0.1510797885178205	0.13266529166005603	0.10212080084327974	0.0	0.1450899073119663	0.1858481346771054	0.13854584188330632	0.16459442194475157	0.1346394737219268	0.18404767971475902	0.1616665300169694	0.09119889431703235	0.13927234615960474	0.1210820588035694	0.13191735961818823	0.08866777461082731	0.17321048366248487	0.13219083779125018	0.08688089702133661	0.12830673330988276	0.16732062448753063	0.14061083582679582	0.09432219269601974	0.09575648157967252	0.1602619589185547	0.13386607111700458	0.14005932039989993	0.1289909093768677	0.15919136433316303	0.13931415739546243	0.3199292370326196	0.11168273343858318	0.18098640921309864	0.35160576278999833	0.08629942120167457	0.11876765903684332	0.1000182743725466	0.16666468849210397	0.11219864607909713	0.10419140729284616	0.15555475128501886	0.08275623057638874	0.18446501746744173	0.1668113702375651	0.15635452856773918	0.1440225960564138	0.20127747609643454	0.1791693648495208	0.14240054435643573	0.10251939635284679	0.1889145645873542	0.10383160709617421	0.23914411825267562	0.15584979647996328	0.08448531574005771	0.061505683481029694	0.15091377098177214	0.1438942222003315	0.1736893464544976	0.11852342764474162	0.11150483481384414	0.21472741156963449	0.09010450470749576	0.09618960427550191	0.15412991087126604	0.1159476720467741	0.10757061522538854	0.07939961264552477	0.12193275828049574	0.10017014897107636	0.18841933430333846	0.07984485578269161	0.08068761702576543	0.10827860488238833	0.1829435610074894	0.09464509869200866	0.06064257607582127	0.10858839613774247	0.16906849486136966	0.12132027522373887	0.15397079842095301	0.08376373325819782	0.14640111466858513	0.17600345818447943	0.042978862279108423	0.08686609674711525
R.LLH.C2	0.17070625300744147	0.12825822996747102	0.1939377731156803	0.16429243195934473	0.12367208106224199	0.14078931702514072	0.24104663798898415	0.08314872447988135	0.11650865204402347	0.12621968353272983	0.10122747979432785	0.16491809283753067	0.1450899073119663	0.0	0.17575970419169412	0.13060013164629872	0.12252342118534547	0.14776199661497103	0.12056820582833552	0.12458935740131216	0.15655671852489872	0.2093468227992209	0.20292288467828798	0.12759960077240226	0.15766272911938337	0.15357038375172902	0.12479721382964472	0.15910982982503857	0.08718780076109305	0.22589695368501098	0.13514711403002427	0.192186210114497	0.1676294705844832	0.12257448307860155	0.13257613995072695	0.17782921857187675	0.18523406137728884	0.11123121217480673	0.11637169738654614	0.3560658794282163	0.18274870509760674	0.15930592461795198	0.4166501695136039	0.1494373681005647	0.22150986284415386	0.1321406623420963	0.1696829007721661	0.12358735083250644	0.13748644654103026	0.11445353845508945	0.17095648533219926	0.19337326605883465	0.11890371903272874	0.1563876158111729	0.19472443958541075	0.15608119393631786	0.17727191526345681	0.14956667919342947	0.1853063690019254	0.17198126257011687	0.10839713087903738	0.21402560455192035	0.19055956693545634	0.20254216471662903	0.1482363895495978	0.1630090179242281	0.1287121421192692	0.11955459605010836	0.2173223877554559	0.09524180807810892	0.19160012779764596	0.15542376991736886	0.16585068240793932	0.24451763168013682	0.20234719939478946	0.1800144446910524	0.149356546765894	0.19982368911928716	0.15392678526841697	0.2741235819990536	0.1445426331438369	0.14461444830275583	0.17333485211296087	0.2522147324151447	0.1732776600881793	0.15450646295943393	0.15931782689687501	0.2298344430294276	0.19288337661676344	0.2020785498489426	0.16880095810743473	0.18348854514866755	0.20300007832128886	0.15745941476844924	0.14851042724695643
Input.1	0.1645612908227112	0.14178160819542848	0.2287044791014097	0.10389090139822683	0.08138217244779328	0.13367149660504907	0.21711304838216977	0.139907824398093	0.09947155834923367	0.1147970782391313	0.21535454445817856	0.19029308942570144	0.1858481346771054	0.17575970419169412	0.0	0.1214548790344821	0.12573826032706684	0.10262737650216397	0.22522061776406344	0.11382929374927518	0.19807585757440022	0.19388644336692515	0.17657978231426966	0.09745634709635885	0.1590362828363375	0.1361253828252723	0.13903146923778495	0.18374740835740166	0.14712935787848463	0.1820106225748883	0.14067366630620312	0.20371479819653826	0.1494176096622975	0.13101778030968828	0.07864615819239197	0.18700529554039358	0.11908804968236254	0.09946870909806722	0.13149475651342124	0.42597286897483294	0.11926289054953275	0.0599650623357147	0.40481763371592727	0.1879832823771627	0.18340556645962056	0.16685796017795884	0.2389500552040175	0.1735763994351523	0.13810321014523086	0.11321381298859096	0.1915165281554345	0.2511467457992952	0.15445675521373917	0.07555150145636604	0.1557409087355766	0.07081848575931415	0.016112846263952114	0.15714596816894588	0.13202706144737744	0.20435513746683032	0.146320869883396	0.32338448803971603	0.2307506694172756	0.19230190398513516	0.17769711669140864	0.1783414749295795	0.17977075413997315	0.22405742590448816	0.15135876680415095	0.11086187772275534	0.28076558284605585	0.12985702904947993	0.15323264536105385	0.17570308106899304	0.16899042291419566	0.18317964170883608	0.1386991274532196	0.14777341384057624	0.11840244791321157	0.3436831050295459	0.18495176233404972	0.15420047297926656	0.18246864103747373	0.21699123378934546	0.146855309376953	0.15679584168140423	0.1269216009873057	0.15277684750555293	0.1652062340138429	0.16332669913035844	0.1392422282568848	0.16419364227389685	0.18222609663196487	0.19630414907558208	0.16737872577899046
M.LHL.C3	0.15825284449409827	0.07660582369894321	0.15662306040329443	0.090847041375296	0.08729773382219097	0.13118184369539163	0.1780776552084659	0.10255081026301219	0.0789189324483348	0.11304148366209066	0.13368019081280821	0.17822670588513226	0.13854584188330632	0.13060013164629872	0.1214548790344821	0.0	0.06751204422626844	0.07234091797888216	0.12663108579282678	0.04064959966822909	0.1755083452011271	0.18570697075796785	0.17155774630960488	0.08513618484755359	0.15568828575763066	0.1322565414380006	0.11510422416553726	0.17033780152190517	0.05092067946323759	0.16442257968812718	0.03494007730916656	0.17696257086087416	0.14738566068397982	0.11086972806951832	0.09303164741792111	0.17694467107285444	0.1463148530901206	0.09267628058524356	0.03236411770695447	0.3703533893492532	0.1554202114085108	0.10666614758069144	0.3746053754775499	0.12987292033622008	0.18179031688285113	0.1516302501782986	0.17232389213179958	0.0703260668721777	0.10705597594469367	0.0988464125814363	0.1870150544138759	0.1792634862733236	0.059506148523941274	0.10346239647460385	0.11203674960468034	0.09049494945379803	0.11740002853558826	0.07222164189414591	0.1443766105516289	0.15206824494599497	0.10543467498342186	0.26310693991038775	0.18408294939089057	0.1793334571588792	0.1468675900313105	0.17760467455780948	0.0695886850998364	0.16857343736717828	0.17247650064779294	0.10454446114077934	0.1988105352591334	0.08194652142298564	0.14724366878381825	0.20589882161423628	0.14845527356785185	0.15484896135065795	0.1189485810492987	0.1542447161716988	0.10624265600951731	0.25621642786814824	0.16595828146073244	0.14077924247029253	0.18003245616826297	0.18552811728839888	0.1573483669968727	0.11567928855755363	0.14400380954757466	0.19034901827478984	0.13943876085666043	0.15465340931050583	0.1295891458461973	0.1255936622795503	0.1286011544144338	0.14182884316766914	0.15519316621752177
R.LHH.C3	0.1729161522758966	0.08816892109564849	0.14693340973067687	0.10950587527574909	0.10615346110845296	0.12696153043347744	0.19558178411861626	0.1195024872931135	0.11641339915357078	0.11371563159194817	0.1699546820763123	0.1995002113814815	0.16459442194475157	0.12252342118534547	0.12573826032706684	0.06751204422626844	0.0	0.11460301335215906	0.10895817473835252	0.05773329030719604	0.1762469999783181	0.19332249954807457	0.18355866665459253	0.11411273463673882	0.15162994601541785	0.10913687575692083	0.10678484011054086	0.19018544456637476	0.0822840560645539	0.16884845651355176	0.07280501464669478	0.20631544466307108	0.14605025241355024	0.0836817090491413	0.11235782776480309	0.18464667205643517	0.14144611975693983	0.08353186543233285	0.07199287384771136	0.3816621090370174	0.14947922325675825	0.10061975717372267	0.3670856742385922	0.15688037297498275	0.1918845359796584	0.17391295818425573	0.18015958630048504	0.10457470573943091	0.1435356358907544	0.13124339081894065	0.1826179142950577	0.18964074192936642	0.07754482504515545	0.12994835437097677	0.12691504418861238	0.11179704309903904	0.12455338644158619	0.07190345886367287	0.15370785088213948	0.14581373388402002	0.13132542822644327	0.2540052745575973	0.1751876634716865	0.2065282538087462	0.15758210366626396	0.16349797395861473	0.08365918499761713	0.1582843580708937	0.17538653138799984	0.10716672088082943	0.1908340414180597	0.13741946933200047	0.14389774370182934	0.21499860808567547	0.14797347799670016	0.18416150287115657	0.11943849179008853	0.1587931905931818	0.11397582914651132	0.266964502603424	0.16694642189923417	0.1569880245559172	0.1835340146350423	0.19073574045816077	0.14861715588332072	0.14057739430319843	0.14643317679967202	0.16005929124850338	0.16122413904668562	0.1570167054698338	0.14211043553782451	0.13082916475593184	0.14182252212819346	0.17753461594767855	0.17562127176415696
M.HHH.C1	0.12201225453933237	0.11021753244981802	0.1873580016834314	0.02912018606160927	0.08080188313525805	0.10854694239739218	0.1984298642554296	0.08765631811723995	0.06912487993985883	0.07897329034595948	0.17430965707041032	0.1775136375934636	0.1346394737219268	0.14776199661497103	0.10262737650216397	0.07234091797888216	0.11460301335215906	0.0	0.1456273932004349	0.07603405719961119	0.19037881311102842	0.17139485283145228	0.1561087534377002	0.07652237626936242	0.15816570292779492	0.13371687628942558	0.11869450897064672	0.17165392305284607	0.08860539133729474	0.18572347441658213	0.0839392515843023	0.1793604543945709	0.12212066971704404	0.1308439106630035	0.09566226505780273	0.2024153972835522	0.1569528817825253	0.1047297544264378	0.07950982979709546	0.41585188179291543	0.14666907165379703	0.0696740797196303	0.4085843604257548	0.13227807129813995	0.15986307957792298	0.15723119035249067	0.17962896815117582	0.12539693024100662	0.06990486458370657	0.083385651287401	0.13885276899584562	0.19195166402112154	0.0956735941790376	0.0897697068931536	0.14807285967831826	0.10924812590028507	0.1063049017307893	0.11693693618755689	0.12245828774820915	0.15184219630591353	0.07360741800791121	0.2926042916036296	0.23909635201190232	0.1606685923642059	0.15274641861991817	0.16627523964423616	0.10757394539009542	0.18034191462430785	0.14490550611724007	0.10111324906429911	0.2241979950217083	0.05276502104860314	0.15288388546839354	0.173238892140011	0.15108149586716127	0.16057517121986029	0.12733204611630897	0.13274642731438063	0.09062995444419916	0.2974078526128999	0.17688016596752873	0.1465234405215484	0.1911226128156784	0.20830312287090233	0.11916779392360105	0.1043159814655193	0.1459905969387273	0.19288483379269972	0.12723890158982545	0.14850033818718517	0.10145436862325134	0.14342996524335005	0.1912890370982301	0.14452935660163335	0.15477317028773674
R.HLH.C3	0.2168154287180288	0.1234904561023066	0.1225838407379445	0.14873576882629963	0.19294611273248627	0.200417901585057	0.1925508488622641	0.14842474981971837	0.15201024708328015	0.16516608357246748	0.12985000411175276	0.23180046564875673	0.18404767971475902	0.12056820582833552	0.22522061776406344	0.12663108579282678	0.10895817473835252	0.1456273932004349	0.0	0.12440122756688236	0.21076466300576924	0.20499657194765594	0.18750776379815937	0.1805901950806849	0.21548311141452733	0.17454409158658174	0.15398660936794487	0.22228149197707053	0.10472760099597803	0.18036938317387965	0.11598015769841659	0.23884615174229587	0.21639867604083224	0.1490992506071346	0.20388516467140744	0.2443441096293098	0.22775054593272415	0.14986902525694598	0.12713719079400893	0.3168225493317072	0.23477004575006016	0.18242872193050128	0.36639950970590723	0.12250856022900722	0.20398454033469116	0.18783007999845755	0.13523335526709335	0.09982621726864767	0.1503434326408495	0.16037432502855112	0.2213704166966358	0.15002312069942106	0.10915766963702989	0.20950148708583355	0.17674918637170314	0.19382025178294063	0.22775322110009838	0.13280725092073145	0.22178142059894387	0.09759898073863874	0.1289349995762684	0.17208330791618046	0.2215331187915409	0.2067059342393356	0.20737216596846514	0.19175016101531023	0.08898570644943662	0.11791687071233246	0.22342566146452086	0.15017018619900924	0.15112889015927763	0.16241131409252485	0.21333631673647102	0.24707571688986146	0.17368322516225657	0.21258755807417828	0.1917205631262663	0.22656104389428633	0.19338221981948375	0.21676116501016632	0.19855048481255796	0.2004230491236543	0.24122953059286273	0.19816383608362154	0.2016517430159968	0.16899092615185235	0.2161825822559088	0.25811378353882597	0.20057775044019885	0.16942677272157636	0.1882627299599626	0.1653977657992097	0.20926151015735123	0.18857261603167372	0.21249425938978783
M.HHH.C3	0.17345344296548754	0.05458829442253375	0.14838562736377411	0.08709150658618543	0.09558794278503652	0.13960272797842707	0.1842857806594083	0.09763467590835057	0.07663300683873124	0.11592883576418436	0.15523094094854734	0.17812596494452268	0.1616665300169694	0.12458935740131216	0.11382929374927518	0.04064959966822909	0.05773329030719604	0.07603405719961119	0.12440122756688236	0.0	0.18574718089916528	0.19814657771443492	0.19052210123007765	0.08253033117404192	0.1645099736276716	0.13163424779593533	0.11700386036376492	0.17280840856888122	0.05878151725521702	0.17092268542149053	0.04600888800533445	0.1934371437955217	0.1587343729268305	0.10489922375728537	0.10110141865535588	0.19177908298011337	0.14792633182935266	0.08719903513949186	0.039394593926170174	0.3861603032184844	0.15882119626254695	0.08274207797996705	0.3769219035591743	0.154196040808285	0.20169614245623552	0.16471946091728	0.18534769343180554	0.0974370193289215	0.11171550773929793	0.09942721436992813	0.18517189855810642	0.19219732724781724	0.0705293478661776	0.087309228233193	0.1092639596147028	0.07557757189631704	0.11422035067488956	0.0856264057622423	0.13997371879106438	0.14404474397761058	0.10781940478216742	0.2628218818215322	0.18239311059525415	0.20018228523023715	0.15351410530562515	0.16009453603609	0.07654307753464917	0.15196290401229173	0.18315059214748014	0.09971797609659376	0.19423205227928822	0.0983658551624332	0.1591542715058241	0.20419095615611638	0.16579461228530967	0.15967505505772747	0.12539181142071712	0.16443369252306186	0.11496476322763723	0.27175302969267257	0.1756870576435909	0.14827530621524931	0.18581637331060036	0.18975405088939237	0.15020821626457964	0.13115095419747802	0.15173088089555736	0.19432006815566896	0.16196185446200953	0.1642545338396565	0.14283424002456022	0.13929463479401857	0.13681377289763805	0.16713325738160267	0.15512360715463852
M.HHL.F2	0.12909145312950984	0.20218039339671645	0.22454542007383657	0.21081781585197173	0.13975189060079207	0.17265746346720767	0.21106215216614857	0.14440777405331204	0.15453741055145923	0.17068242368037154	0.17879114734826093	0.05973217494463978	0.09119889431703235	0.15655671852489872	0.19807585757440022	0.1755083452011271	0.1762469999783181	0.19037881311102842	0.21076466300576924	0.18574718089916528	0.0	0.17937795186850258	0.15427648313758105	0.14568239717400158	0.050479107891090606	0.16875120977948513	0.14976229033799682	0.05011498587174672	0.1444491601954196	0.1930327030423474	0.18404761854219162	0.07975057463129609	0.1291590730125034	0.14961200502111152	0.12943916705336617	0.08237039244023651	0.09279909790083442	0.15230097183582297	0.17065717269945377	0.3073032387891788	0.12877818076028785	0.21049504698456675	0.3545459432021133	0.1597550659902492	0.1627454996904758	0.1093938122351247	0.21919637958369753	0.14641066317825244	0.17401000205613115	0.14866118226643488	0.13910647272935542	0.23247638553480268	0.19829382916198957	0.1740957065273081	0.18680859945731582	0.22290234873337655	0.1834171214864905	0.1840016495813066	0.12348885582982787	0.2243158890924834	0.16482230068604528	0.21490262983296513	0.16214410534627985	0.1360934989469156	0.06768727000275444	0.13879329598152917	0.18183996685044257	0.16294733881137877	0.1647987471695825	0.12514974550703958	0.2311476280129762	0.14680045940681694	0.0571628982538959	0.18993426110561565	0.17870939039236464	0.06412785072446825	0.0933498199453212	0.1678608674233809	0.14091660485676177	0.18367821164469564	0.028905147262494952	0.051990591149980135	0.056424167544163496	0.21077397029629696	0.1449430533524633	0.13053650983843806	0.08493161417458622	0.16272376224901774	0.16473298075568243	0.20311518390199793	0.14894467690714994	0.22048458159575451	0.17362665372434957	0.09091443108832464	0.06416450528907931
M.LLL.F1	0.07683751932780453	0.2412469386729102	0.1880740031338009	0.17208218351312338	0.1762115477421109	0.20251023850523112	0.11560658977569012	0.1924142032346107	0.18003090159287705	0.21503710453805921	0.19793885055345506	0.17378413059476183	0.13927234615960474	0.2093468227992209	0.19388644336692515	0.18570697075796785	0.19332249954807457	0.17139485283145228	0.20499657194765594	0.19814657771443492	0.17937795186850258	0.0	0.04900466270078699	0.19774081604038138	0.15631366081888803	0.1927583232834007	0.197629003927029	0.1810456315707366	0.18874569537206207	0.07595466191675891	0.1855801993020009	0.1513698647552551	0.084171037918072	0.2032024403005683	0.18171523678560314	0.1667622311415732	0.15263914840720008	0.20623955904851504	0.18924489622946405	0.2946083623277117	0.12326366668330377	0.19840376838155316	0.2807248383530692	0.11354199659941763	0.08462247035618506	0.19684856982836701	0.11378476368853796	0.17195430315185423	0.15364278347608754	0.2167583786453608	0.10594620873963057	0.13302403527004678	0.21632980638903515	0.18633225844537257	0.13408599243524963	0.20831363211676354	0.1915001752375626	0.17277443834635225	0.10753477237075999	0.1485684286226525	0.1746316983880448	0.2321715110852875	0.14893221452386562	0.06962248823975761	0.13813260279177006	0.15766064642862956	0.20478986925735274	0.19357854927017384	0.11330926758890779	0.18803967083523465	0.15917307042229262	0.15214232068229885	0.16173897029244358	0.09068934137911347	0.10450724024477896	0.1777430852607598	0.17275742463262062	0.13791072352695358	0.13683775449546737	0.2344971466867946	0.1794294308199223	0.17922745483407662	0.19170039270726932	0.12879589127061414	0.11207301827870315	0.14751058132424918	0.1609157628487305	0.1332669749263895	0.13081795983222533	0.050851958534535585	0.11187830899052174	0.16349958805690573	0.18958655347461417	0.10940130841103375	0.1759973103416526
M.LLH.F1	0.07777776707418459	0.23163842794759826	0.16864892281881375	0.16201793373146778	0.1569146106219814	0.18866644044791314	0.09376061188140275	0.17436799116166798	0.15843970643144958	0.1948733190374357	0.19285984704386555	0.15861881841224754	0.1210820588035694	0.20292288467828798	0.17657978231426966	0.17155774630960488	0.18355866665459253	0.1561087534377002	0.18750776379815937	0.19052210123007765	0.15427648313758105	0.04900466270078699	0.0	0.1737756606245905	0.13263874284802646	0.1853056021830651	0.1789516998817511	0.1611712375416251	0.17471963560472054	0.06409010010777969	0.17212253693927318	0.13240624397688505	0.08456766440390845	0.1833505307645554	0.15600557581070637	0.1567683519000251	0.12258622988910506	0.18609277024988197	0.1748651983080656	0.30058013030543157	0.09663116784615186	0.189920435505294	0.2973341996998922	0.11087312000744015	0.07137228987353857	0.17331083595513547	0.12691426742378265	0.15300473635119258	0.1363636569502045	0.1897568091695362	0.10304847056376021	0.1364215704694306	0.20160783588985398	0.17070911581997905	0.1135119606323198	0.1970233089800871	0.17234531283410437	0.15793440041194723	0.09755048839185622	0.14115160195178814	0.1500134323175007	0.23367132161324122	0.16297499389558037	0.05544177137526998	0.11641292096319447	0.13233571768737604	0.19000178868574957	0.1748944272230497	0.09303383659722551	0.156550474966883	0.16445760667343065	0.13276847039979073	0.1242317971460843	0.08926511903221021	0.0888221761680968	0.14269065434853506	0.1377140537829821	0.11330425036851033	0.1104217219863073	0.24306564316442103	0.15578367109595675	0.14867707828042226	0.1771126742218246	0.10798971299401992	0.09251936956483027	0.1156977060291049	0.11817848717120849	0.12804078688595716	0.09887133551893904	0.06658142669570277	0.09168599252292486	0.14849262425546775	0.16696804501260076	0.0888338318887928	0.15475216107981904
M.LHL.C2	0.14989467739102025	0.0977549432528683	0.19445809002636763	0.08858403266825025	0.042210823649519905	0.11483919913948545	0.20767729122872122	0.06463272066582858	0.04568923147296554	0.10557589790828524	0.1697944122298366	0.11402817021785093	0.13191735961818823	0.12759960077240226	0.09745634709635885	0.08513618484755359	0.11411273463673882	0.07652237626936242	0.1805901950806849	0.08253033117404192	0.14568239717400158	0.19774081604038138	0.1737756606245905	0.0	0.11258796787297558	0.13201490743896038	0.1282671154961579	0.12380996523754344	0.09474442620982267	0.20207374156593488	0.10545575765877868	0.1494816899215136	0.13558557383771774	0.09997705864374665	0.05057914467140997	0.16157885240898337	0.11679657213309896	0.06632206803897417	0.08266425914107373	0.3880918326052128	0.14809104753728058	0.07803635339437896	0.41197914388088913	0.15389404686616598	0.2025226909094878	0.1127100268680923	0.22568383935738753	0.13688263896757144	0.10447407841211705	0.05572058797040519	0.1657568986087033	0.21158531873792658	0.10531989161340899	0.049993939800993877	0.15083100996892512	0.10064547537468864	0.096617775383617	0.1395777395055706	0.120013386027799	0.18678804977555602	0.10223734663227944	0.28255222535985103	0.21514798217684944	0.17283170708193163	0.11960824823291892	0.1279362708936094	0.12518657049820245	0.15268773034106564	0.1694067741823191	0.05247289495720392	0.2335907725368945	0.08343438644561492	0.11066228674202097	0.1660335648826931	0.18678859863132063	0.11857435788026406	0.09441817542361924	0.1477883925576563	0.0931362995046718	0.2798114736440767	0.13230629568552787	0.10564412086577041	0.13992462052320556	0.21303369248806447	0.14175870701420418	0.10344154896584563	0.10297484472727778	0.20275640083618135	0.14175885121973208	0.1703527842140573	0.12593964735239313	0.18635018050690755	0.17136828626838924	0.1455441067373872	0.0952871237870917
M.LHH.F2	0.09578637752038502	0.18618024500480473	0.1846266117490603	0.16869873053360085	0.11904483315581173	0.14151818094328242	0.1981444549221054	0.12306828010474949	0.12402596197911342	0.1477047235844722	0.17553358769607585	0.062107010043047604	0.08866777461082731	0.15766272911938337	0.1590362828363375	0.15568828575763066	0.15162994601541785	0.15816570292779492	0.21548311141452733	0.1645099736276716	0.050479107891090606	0.15631366081888803	0.13263874284802646	0.11258796787297558	0.0	0.13733800130113208	0.13468289128672153	0.03997819608508749	0.14183564700897452	0.17028440472608822	0.1686293823968292	0.08672593265288078	0.09763761492872076	0.11481010998311357	0.1041235214867035	0.09324393278845552	0.0723810267971182	0.13549115588207214	0.15065453337149665	0.3329317908162628	0.10224874356073524	0.1659314455431904	0.366303710239179	0.1382730245271746	0.13791420678061728	0.08872101794871691	0.1938051159735583	0.1382466143014205	0.15706323029852867	0.12648100881508842	0.11389413159591617	0.2262607714758724	0.1935709378234313	0.14799091579990298	0.1751789021918056	0.19524169739203215	0.14845459905856798	0.16665092561630465	0.10765920927436982	0.20492693011199214	0.14063604352845	0.23934397360811166	0.14440172452768674	0.10815920362264042	0.05964677125241814	0.1338492335261001	0.17763574340217486	0.1745482612419247	0.13409612392196854	0.09117891687597234	0.22784332655178177	0.1273013633000792	0.014986960806018941	0.16857513383185882	0.1573681339103482	0.06695511837412864	0.08549162838328403	0.13226764367551863	0.11254667496990893	0.2235482956320314	0.0548668366073511	0.03904856984314019	0.07085146293162302	0.203116433607532	0.12104160547881022	0.10870982759096122	0.056794284156645565	0.14080215498221885	0.14280822920864963	0.18376983729701404	0.11994676230705414	0.19733690727181616	0.1517595768580245	0.07837661463595826	0.05635373366228831
