geno	condition	lab	leaf length	leaf width	y
myc2	NCM	myc2_NCM	0.7780 	0.3000 	2.593333333
myc2	NCM	myc2_NCM	0.7770 	0.4180 	1.858851675
myc2	NCM	myc2_NCM	0.7760 	0.4830 	1.606625259
myc2	NCM	myc2_NCM	0.7760 	0.3550 	2.185915493
myc2	NCM	myc2_NCM	0.7750 	0.5030 	1.540755467
myc2	NCM	myc2_NCM	0.7750 	0.4710 	1.645435244
myc2	NCM	myc2_NCM	0.7580 	0.3270 	2.318042813
myc2	NCM	myc2_NCM	0.7510 	0.6270 	1.197767145
myc2	NCM	myc2_NCM	0.7510 	0.3050 	2.462295082
myc2	NCM	myc2_NCM	0.7500 	0.3610 	2.077562327
myc2	NCM	myc2_NCM	0.7460 	0.3190 	2.338557994
myc2	NCM	myc2_NCM	0.7440 	0.5070 	1.467455621
myc2	NCM	myc2_NCM	0.7390 	0.5050 	1.463366337
myc2	NCM	myc2_NCM	0.7380 	0.5350 	1.379439252
myc2	NCM	myc2_NCM	0.7340 	0.4360 	1.683486239
myc2	NCM	myc2_NCM	0.7340 	0.3820 	1.921465969
myc2	NCM	myc2_NCM	0.7320 	0.4520 	1.619469027
myc2	NCM	myc2_NCM	0.7310 	0.4490 	1.628062361
myc2	NCM	myc2_NCM	0.7290 	0.5220 	1.396551724
myc2	NCM	myc2_NCM	0.7230 	0.5700 	1.268421053
myc2	NCM	myc2_NCM	0.7170 	0.2420 	2.962809917
myc2	NCM	myc2_NCM	0.7140 	0.4220 	1.691943128
myc2	NCM	myc2_NCM	0.7130 	0.4680 	1.523504274
myc2	NCM	myc2_NCM	0.7090 	0.5150 	1.376699029
myc2	NCM	myc2_NCM	0.7090 	0.3270 	2.168195719
myc2	NCM	myc2_NCM	0.7080 	0.5440 	1.301470588
myc2	NCM	myc2_NCM	0.7050 	0.3920 	1.798469388
myc2	NCM	myc2_NCM	0.7050 	0.3020 	2.334437086
myc2	NCM	myc2_NCM	0.7020 	0.4700 	1.493617021
myc2	NCM	myc2_NCM	0.6990 	0.4270 	1.637002342
myc2	NCM	myc2_NCM	0.6980 	0.5210 	1.339731286
myc2	NCM	myc2_NCM	0.6970 	0.4160 	1.675480769
myc2	NCM	myc2_NCM	0.6920 	0.4370 	1.583524027
myc2	NCM	myc2_NCM	0.6850 	0.4150 	1.65060241
myc2	NCM	myc2_NCM	0.6830 	0.5690 	1.200351494
myc2	NCM	myc2_NCM	0.6800 	0.4820 	1.410788382
myc2	NCM	myc2_NCM	0.6790 	0.3810 	1.782152231
myc2	NCM	myc2_NCM	0.6790 	0.4440 	1.529279279
myc2	NCM	myc2_NCM	0.6780 	0.3560 	1.904494382
myc2	NCM	myc2_NCM	0.6740 	0.4180 	1.612440191
myc2	NCM	myc2_NCM	0.6720 	0.4720 	1.423728814
myc2	NCM	myc2_NCM	0.6710 	0.2450 	2.73877551
myc2	NCM	myc2_NCM	0.6690 	0.3840 	1.7421875
myc2	NCM	myc2_NCM	0.6650 	0.4540 	1.464757709
myc2	NCM	myc2_NCM	0.6620 	0.5590 	1.184257603
myc2	NCM	myc2_NCM	0.6610 	0.4680 	1.412393162
myc2	NCM	myc2_NCM	0.6580 	0.3160 	2.082278481
myc2	NCM	myc2_NCM	0.6580 	0.4140 	1.589371981
myc2	NCM	myc2_NCM	0.6570 	0.5200 	1.263461538
myc2	NCM	myc2_NCM	0.6550 	0.3600 	1.819444444
myc2	NCM	myc2_NCM	0.6470 	0.4830 	1.339544513
myc2	NCM	myc2_NCM	0.6430 	0.4560 	1.410087719
myc2	NCM	myc2_NCM	0.6430 	0.5070 	1.268244576
myc2	NCM	myc2_NCM	0.6410 	0.2700 	2.374074074
myc2	NCM	myc2_NCM	0.6400 	0.2380 	2.68907563
myc2	NCM	myc2_NCM	0.6400 	0.3420 	1.871345029
myc2	NCM	myc2_NCM	0.6400 	0.4510 	1.419068736
myc2	NCM	myc2_NCM	0.6400 	0.4570 	1.400437637
myc2	NCM	myc2_NCM	0.6390 	0.4150 	1.539759036
myc2	NCM	myc2_NCM	0.6330 	0.3440 	1.840116279
myc2	NCM	myc2_NCM	0.6310 	0.4480 	1.408482143
myc2	NCM	myc2_NCM	0.6290 	0.2870 	2.191637631
myc2	NCM	myc2_NCM	0.6280 	0.4570 	1.374179431
myc2	NCM	myc2_NCM	0.6240 	0.3720 	1.677419355
myc2	NCM	myc2_NCM	0.6220 	0.3380 	1.840236686
myc2	NCM	myc2_NCM	0.6140 	0.5690 	1.079086116
myc2	NCM	myc2_NCM	0.6110 	0.3660 	1.669398907
myc2	NCM	myc2_NCM	0.6090 	0.3480 	1.75
myc2	NCM	myc2_NCM	0.6080 	0.3380 	1.798816568
myc2	NCM	myc2_NCM	0.6030 	0.3470 	1.737752161
myc2	NCM	myc2_NCM	0.6020 	0.3400 	1.770588235
myc2	NCM	myc2_NCM	0.6020 	0.3800 	1.584210526
myc2	NCM	myc2_NCM	0.6010 	0.3260 	1.843558282
myc2	NCM	myc2_NCM	0.5980 	0.4250 	1.407058824
myc2	NCM	myc2_NCM	0.5980 	0.4870 	1.227926078
myc2	NCM	myc2_NCM	0.5980 	0.3920 	1.525510204
myc2	NCM	myc2_NCM	0.5970 	0.3520 	1.696022727
myc2	NCM	myc2_NCM	0.5940 	0.3330 	1.783783784
myc2	NCM	myc2_NCM	0.5920 	0.3570 	1.658263305
myc2	NCM	myc2_NCM	0.5850 	0.4410 	1.326530612
myc2	NCM	myc2_NCM	0.5850 	0.3770 	1.551724138
myc2	NCM	myc2_NCM	0.5840 	0.2920 	2
myc2	NCM	myc2_NCM	0.5810 	0.3380 	1.718934911
myc2	NCM	myc2_NCM	0.5790 	0.3790 	1.527704485
myc2	NCM	myc2_NCM	0.5760 	0.2890 	1.993079585
myc2	NCM	myc2_NCM	0.5740 	0.3290 	1.744680851
myc2	NCM	myc2_NCM	0.5730 	0.3180 	1.801886792
myc2	NCM	myc2_NCM	0.5720 	0.5990 	0.954924875
myc2	NCM	myc2_NCM	0.5720 	0.4300 	1.330232558
myc2	NCM	myc2_NCM	0.5710 	0.3830 	1.490861619
myc2	NCM	myc2_NCM	0.5700 	0.3710 	1.53638814
myc2	NCM	myc2_NCM	0.5700 	0.3410 	1.671554252
myc2	NCM	myc2_NCM	0.5670 	0.3160 	1.794303797
myc2	NCM	myc2_NCM	0.5670 	0.3850 	1.472727273
myc2	NCM	myc2_NCM	0.5600 	0.3160 	1.772151899
myc2	NCM	myc2_NCM	0.5540 	0.4000 	1.385
myc2	NCM	myc2_NCM	0.5490 	0.4310 	1.273781903
myc2	NCM	myc2_NCM	0.5470 	0.3650 	1.498630137
myc2	NCM	myc2_NCM	0.5450 	0.3610 	1.509695291
myc2	NCM	myc2_NCM	0.5410 	0.2860 	1.891608392
myc2	NCM	myc2_NCM	0.5380 	0.2810 	1.914590747
myc2	NCM	myc2_NCM	0.5360 	0.3460 	1.549132948
myc2	NCM	myc2_NCM	0.5340 	0.4010 	1.331670823
myc2	NCM	myc2_NCM	0.5320 	0.3160 	1.683544304
myc2	NCM	myc2_NCM	0.5300 	0.3390 	1.563421829
myc2	NCM	myc2_NCM	0.5260 	0.4480 	1.174107143
myc2	NCM	myc2_NCM	0.5260 	0.2550 	2.062745098
myc2	NCM	myc2_NCM	0.5250 	0.3090 	1.699029126
myc2	NCM	myc2_NCM	0.5240 	0.3300 	1.587878788
myc2	NCM	myc2_NCM	0.5240 	0.3310 	1.583081571
myc2	NCM	myc2_NCM	0.5230 	0.4160 	1.257211538
myc2	NCM	myc2_NCM	0.5220 	0.3600 	1.45
myc2	NCM	myc2_NCM	0.5210 	0.3130 	1.664536741
myc2	NCM	myc2_NCM	0.5190 	0.3530 	1.470254958
myc2	NCM	myc2_NCM	0.5190 	0.2190 	2.369863014
myc2	NCM	myc2_NCM	0.5170 	0.2750 	1.88
myc2	NCM	myc2_NCM	0.5170 	0.4220 	1.225118483
myc2	NCM	myc2_NCM	0.5160 	0.3060 	1.68627451
myc2	NCM	myc2_NCM	0.5160 	0.3200 	1.6125
myc2	NCM	myc2_NCM	0.5150 	0.2310 	2.229437229
myc2	NCM	myc2_NCM	0.5040 	0.3550 	1.41971831
myc2	NCM	myc2_NCM	0.5040 	0.2470 	2.04048583
myc2	NCM	myc2_NCM	0.4990 	0.3060 	1.630718954
myc2	NCM	myc2_NCM	0.4920 	0.2700 	1.822222222
myc2	NCM	myc2_NCM	0.4890 	0.2800 	1.746428571
myc2	NCM	myc2_NCM	0.4880 	0.4400 	1.109090909
myc2	NCM	myc2_NCM	0.4870 	0.2140 	2.275700935
myc2	NCM	myc2_NCM	0.4860 	0.3150 	1.542857143
myc2	NCM	myc2_NCM	0.4860 	0.3540 	1.372881356
myc2	NCM	myc2_NCM	0.4850 	0.3310 	1.465256798
myc2	NCM	myc2_NCM	0.4780 	0.3090 	1.546925566
myc2	NCM	myc2_NCM	0.4770 	0.3420 	1.394736842
myc2	NCM	myc2_NCM	0.4770 	0.3900 	1.223076923
myc2	NCM	myc2_NCM	0.4740 	0.3770 	1.25729443
myc2	NCM	myc2_NCM	0.4710 	0.3010 	1.564784053
myc2	NCM	myc2_NCM	0.4700 	0.3270 	1.437308869
myc2	NCM	myc2_NCM	0.4690 	0.3810 	1.230971129
myc2	NCM	myc2_NCM	0.4680 	0.3260 	1.435582822
myc2	NCM	myc2_NCM	0.4620 	0.2160 	2.138888889
myc2	NCM	myc2_NCM	0.4600 	0.2570 	1.789883268
myc2	NCM	myc2_NCM	0.4580 	0.2420 	1.892561983
myc2	NCM	myc2_NCM	0.4550 	0.2120 	2.146226415
myc2	NCM	myc2_NCM	0.4520 	0.2550 	1.77254902
myc2	NCM	myc2_NCM	0.4480 	0.2470 	1.813765182
myc2	NCM	myc2_NCM	0.4460 	0.2760 	1.615942029
myc2	NCM	myc2_NCM	0.4410 	0.2450 	1.8
myc2	NCM	myc2_NCM	0.4410 	0.2330 	1.892703863
myc2	NCM	myc2_NCM	0.4390 	0.2860 	1.534965035
myc2	NCM	myc2_NCM	0.4390 	0.2380 	1.844537815
myc2	NCM	myc2_NCM	0.4340 	0.2670 	1.625468165
myc2	NCM	myc2_NCM	0.4320 	0.2340 	1.846153846
myc2	NCM	myc2_NCM	0.4320 	0.2790 	1.548387097
myc2	NCM	myc2_NCM	0.4280 	0.2620 	1.633587786
myc2	NCM	myc2_NCM	0.4280 	0.3360 	1.273809524
myc2	NCM	myc2_NCM	0.4250 	0.3330 	1.276276276
myc2	NCM	myc2_NCM	0.4230 	0.3330 	1.27027027
myc2	NCM	myc2_NCM	0.4210 	0.1450 	2.903448276
myc2	NCM	myc2_NCM	0.4170 	0.2160 	1.930555556
myc2	NCM	myc2_NCM	0.4160 	0.1980 	2.101010101
myc2	NCM	myc2_NCM	0.4140 	0.1980 	2.090909091
myc2	NCM	myc2_NCM	0.4070 	0.1810 	2.248618785
myc2	NCM	myc2_NCM	0.4060 	0.2880 	1.409722222
myc2	NCM	myc2_NCM	0.4060 	0.2220 	1.828828829
myc2	NCM	myc2_NCM	0.4050 	0.2420 	1.673553719
myc2	NCM	myc2_NCM	0.3950 	0.2520 	1.567460317
myc2	NCM	myc2_NCM	0.3950 	0.2340 	1.688034188
myc2	NCM	myc2_NCM	0.3950 	0.2620 	1.507633588
myc2	NCM	myc2_NCM	0.3940 	0.3480 	1.132183908
myc2	NCM	myc2_NCM	0.3930 	0.2130 	1.845070423
myc2	NCM	myc2_NCM	0.3900 	0.3030 	1.287128713
myc2	NCM	myc2_NCM	0.3900 	0.2140 	1.822429907
myc2	NCM	myc2_NCM	0.3890 	0.2790 	1.394265233
myc2	NCM	myc2_NCM	0.3890 	0.2340 	1.662393162
myc2	NCM	myc2_NCM	0.3860 	0.3490 	1.106017192
myc2	NCM	myc2_NCM	0.3850 	0.1940 	1.984536082
myc2	NCM	myc2_NCM	0.3820 	0.2670 	1.43071161
myc2	NCM	myc2_NCM	0.3790 	0.3200 	1.184375
myc2	NCM	myc2_NCM	0.3760 	0.3190 	1.178683386
myc2	NCM	myc2_NCM	0.3750 	0.2760 	1.358695652
myc2	NCM	myc2_NCM	0.3740 	0.1360 	2.75
myc2	NCM	myc2_NCM	0.3730 	0.2340 	1.594017094
myc2	NCM	myc2_NCM	0.3720 	0.1660 	2.240963855
myc2	NCM	myc2_NCM	0.3690 	0.2010 	1.835820896
myc2	NCM	myc2_NCM	0.3690 	0.2520 	1.464285714
myc2	NCM	myc2_NCM	0.3670 	0.2460 	1.491869919
myc2	NCM	myc2_NCM	0.3660 	0.2220 	1.648648649
myc2	NCM	myc2_NCM	0.3640 	0.2630 	1.384030418
myc2	NCM	myc2_NCM	0.3610 	0.1130 	3.194690265
myc2	NCM	myc2_NCM	0.3580 	0.3090 	1.158576052
myc2	NCM	myc2_NCM	0.3580 	0.2180 	1.642201835
myc2	NCM	myc2_NCM	0.3550 	0.2070 	1.714975845
myc2	NCM	myc2_NCM	0.3530 	0.2670 	1.322097378
myc2	NCM	myc2_NCM	0.3510 	0.3710 	0.946091644
myc2	NCM	myc2_NCM	0.3500 	0.2940 	1.19047619
myc2	NCM	myc2_NCM	0.3500 	0.2380 	1.470588235
myc2	NCM	myc2_NCM	0.3480 	0.2540 	1.37007874
myc2	NCM	myc2_NCM	0.3470 	0.3270 	1.06116208
myc2	NCM	myc2_NCM	0.3420 	0.2130 	1.605633803
myc2	NCM	myc2_NCM	0.3390 	0.2300 	1.473913043
myc2	NCM	myc2_NCM	0.3380 	0.2310 	1.463203463
myc2	NCM	myc2_NCM	0.3370 	0.2430 	1.386831276
myc2	NCM	myc2_NCM	0.3370 	0.2420 	1.392561983
myc2	NCM	myc2_NCM	0.3360 	0.1530 	2.196078431
myc2	NCM	myc2_NCM	0.3320 	0.2330 	1.424892704
myc2	NCM	myc2_NCM	0.3320 	0.2630 	1.262357414
myc2	NCM	myc2_NCM	0.3320 	0.1920 	1.729166667
myc2	NCM	myc2_NCM	0.3310 	0.1560 	2.121794872
myc2	NCM	myc2_NCM	0.3290 	0.2980 	1.104026846
myc2	NCM	myc2_NCM	0.3290 	0.2060 	1.597087379
myc2	NCM	myc2_NCM	0.3280 	0.2480 	1.322580645
myc2	NCM	myc2_NCM	0.3240 	0.2260 	1.433628319
myc2	NCM	myc2_NCM	0.3240 	0.2160 	1.5
myc2	NCM	myc2_NCM	0.3230 	0.2020 	1.599009901
myc2	NCM	myc2_NCM	0.3190 	0.2030 	1.571428571
myc2	NCM	myc2_NCM	0.3170 	0.2050 	1.546341463
myc2	NCM	myc2_NCM	0.3160 	0.1730 	1.826589595
myc2	NCM	myc2_NCM	0.3140 	0.2090 	1.502392344
myc2	NCM	myc2_NCM	0.3090 	0.2020 	1.52970297
myc2	NCM	myc2_NCM	0.3080 	0.1840 	1.673913043
myc2	NCM	myc2_NCM	0.3060 	0.2190 	1.397260274
myc2	NCM	myc2_NCM	0.3060 	0.2290 	1.336244541
myc2	NCM	myc2_NCM	0.3050 	0.2150 	1.418604651
myc2	NCM	myc2_NCM	0.3010 	0.2780 	1.082733813
myc2	NCM	myc2_NCM	0.2980 	0.2190 	1.360730594
myc2	NCM	myc2_NCM	0.2910 	0.2460 	1.182926829
myc2	NCM	myc2_NCM	0.2890 	0.2430 	1.189300412
myc2	NCM	myc2_NCM	0.2890 	0.2080 	1.389423077
myc2	NCM	myc2_NCM	0.2890 	0.1370 	2.109489051
myc2	NCM	myc2_NCM	0.2880 	0.1790 	1.608938547
myc2	NCM	myc2_NCM	0.2870 	0.1560 	1.83974359
myc2	NCM	myc2_NCM	0.2850 	0.2740 	1.040145985
myc2	NCM	myc2_NCM	0.2840 	0.1910 	1.486910995
myc2	NCM	myc2_NCM	0.2790 	0.2250 	1.24
myc2	NCM	myc2_NCM	0.2780 	0.1620 	1.716049383
myc2	NCM	myc2_NCM	0.2760 	0.2760 	1
myc2	NCM	myc2_NCM	0.2710 	0.2400 	1.129166667
myc2	NCM	myc2_NCM	0.2600 	0.2120 	1.226415094
myc2	NCM	myc2_NCM	0.2570 	0.1960 	1.31122449
myc2	NCM	myc2_NCM	0.2540 	0.1440 	1.763888889
myc2	NCM	myc2_NCM	0.2530 	0.1830 	1.382513661
myc2	NCM	myc2_NCM	0.2500 	0.2600 	0.961538462
myc2	NCM	myc2_NCM	0.2410 	0.1010 	2.386138614
myc2	NCM	myc2_NCM	0.2400 	0.2220 	1.081081081
myc2	NCM	myc2_NCM	0.2400 	0.1830 	1.31147541
myc2	NCM	myc2_NCM	0.2380 	0.1940 	1.226804124
myc2	NCM	myc2_NCM	0.2360 	0.1730 	1.36416185
myc2	NCM	myc2_NCM	0.2360 	0.1490 	1.583892617
myc2	NCM	myc2_NCM	0.2320 	0.1880 	1.234042553
myc2	NCM	myc2_NCM	0.2280 	0.1640 	1.390243902
myc2	NCM	myc2_NCM	0.2270 	0.1390 	1.633093525
myc2	NCM	myc2_NCM	0.2260 	0.1670 	1.353293413
myc2	NCM	myc2_NCM	0.2210 	0.1310 	1.687022901
myc2	NCM	myc2_NCM	0.2130 	0.1920 	1.109375
myc2	NCM	myc2_NCM	0.2120 	0.1730 	1.225433526
myc2	NCM	myc2_NCM	0.2110 	0.1250 	1.688
myc2	NCM	myc2_NCM	0.2100 	0.1830 	1.147540984
myc2	NCM	myc2_NCM	0.2010 	0.1300 	1.546153846
myc2	NCM	myc2_NCM	0.2000 	0.2650 	0.754716981
myc2	NCM	myc2_NCM	0.1960 	0.1120 	1.75
myc2	NCM	myc2_NCM	0.1900 	0.1620 	1.172839506
myc2	NCM	myc2_NCM	0.1880 	0.0850 	2.211764706
myc2	NCM	myc2_NCM	0.1880 	0.1160 	1.620689655
myc2	NCM	myc2_NCM	0.1810 	0.1550 	1.167741935
myc2	NCM	myc2_NCM	0.1800 	0.1350 	1.333333333
myc2	NCM	myc2_NCM	0.1760 	0.1290 	1.364341085
myc2	NCM	myc2_NCM	0.1730 	0.1730 	1
myc2	NCM	myc2_NCM	0.1650 	0.0870 	1.896551724
myc2	NCM	myc2_NCM	0.1590 	0.1270 	1.251968504
myc2	NCM	myc2_NCM	0.1580 	0.1450 	1.089655172
myc2	NCM	myc2_NCM	0.1520 	0.1380 	1.101449275
myc2	NCM	myc2_NCM	0.1410 	0.1120 	1.258928571
myc2	NCM	myc2_NCM	0.1360 	0.1280 	1.0625
myc2	NCM	myc2_NCM	0.1060 	0.0860 	1.23255814
myc2	NC	myc2_NC	1.276	0.6160 	2.071428571
myc2	NC	myc2_NC	1.228	0.6480 	1.895061728
myc2	NC	myc2_NC	1.219	0.6020 	2.024916944
myc2	NC	myc2_NC	1.213	0.6540 	1.854740061
myc2	NC	myc2_NC	1.174	0.6040 	1.943708609
myc2	NC	myc2_NC	1.146	0.6120 	1.87254902
myc2	NC	myc2_NC	1.101	0.4880 	2.256147541
myc2	NC	myc2_NC	1.048	0.6760 	1.550295858
myc2	NC	myc2_NC	1.016	0.6060 	1.676567657
myc2	NC	myc2_NC	1.015	0.5330 	1.904315197
myc2	NC	myc2_NC	0.9570 	0.5950 	1.608403361
myc2	NC	myc2_NC	0.9510 	0.5440 	1.748161765
myc2	NC	myc2_NC	0.9470 	0.4110 	2.304136253
myc2	NC	myc2_NC	0.9430 	0.6200 	1.520967742
myc2	NC	myc2_NC	0.9180 	0.4830 	1.900621118
myc2	NC	myc2_NC	0.9140 	0.5480 	1.667883212
myc2	NC	myc2_NC	0.9090 	0.5530 	1.643761302
myc2	NC	myc2_NC	0.9040 	0.6610 	1.367624811
myc2	NC	myc2_NC	0.9000 	0.4810 	1.871101871
myc2	NC	myc2_NC	0.8910 	0.5810 	1.533562823
myc2	NC	myc2_NC	0.8910 	0.5920 	1.505067568
myc2	NC	myc2_NC	0.8880 	0.4890 	1.81595092
myc2	NC	myc2_NC	0.8870 	0.4570 	1.940919037
myc2	NC	myc2_NC	0.8800 	0.4100 	2.146341463
myc2	NC	myc2_NC	0.8670 	0.4040 	2.146039604
myc2	NC	myc2_NC	0.8620 	0.5770 	1.493934142
myc2	NC	myc2_NC	0.8610 	0.4370 	1.970251716
myc2	NC	myc2_NC	0.8580 	0.3940 	2.177664975
myc2	NC	myc2_NC	0.8570 	0.5700 	1.503508772
myc2	NC	myc2_NC	0.8520 	0.4750 	1.793684211
myc2	NC	myc2_NC	0.8500 	0.5380 	1.579925651
myc2	NC	myc2_NC	0.8450 	0.5760 	1.467013889
myc2	NC	myc2_NC	0.8400 	0.3270 	2.568807339
myc2	NC	myc2_NC	0.8370 	0.4740 	1.765822785
myc2	NC	myc2_NC	0.8310 	0.4790 	1.734864301
myc2	NC	myc2_NC	0.8280 	0.4800 	1.725
myc2	NC	myc2_NC	0.8220 	0.4240 	1.938679245
myc2	NC	myc2_NC	0.8140 	0.5200 	1.565384615
myc2	NC	myc2_NC	0.7900 	0.4640 	1.702586207
myc2	NC	myc2_NC	0.7860 	0.4940 	1.591093117
myc2	NC	myc2_NC	0.7850 	0.5300 	1.481132075
myc2	NC	myc2_NC	0.7830 	0.4460 	1.755605381
myc2	NC	myc2_NC	0.7800 	0.4500 	1.733333333
myc2	NC	myc2_NC	0.7760 	0.4190 	1.85202864
myc2	NC	myc2_NC	0.7760 	0.3960 	1.95959596
myc2	NC	myc2_NC	0.7730 	0.5110 	1.512720157
myc2	NC	myc2_NC	0.7710 	0.4360 	1.768348624
myc2	NC	myc2_NC	0.7710 	0.4850 	1.589690722
myc2	NC	myc2_NC	0.7670 	0.5330 	1.43902439
myc2	NC	myc2_NC	0.7610 	0.5950 	1.278991597
myc2	NC	myc2_NC	0.7610 	0.3800 	2.002631579
myc2	NC	myc2_NC	0.7580 	0.5610 	1.351158645
myc2	NC	myc2_NC	0.7570 	0.3980 	1.90201005
myc2	NC	myc2_NC	0.7560 	0.4350 	1.737931034
myc2	NC	myc2_NC	0.7560 	0.3890 	1.94344473
myc2	NC	myc2_NC	0.7550 	0.4850 	1.556701031
myc2	NC	myc2_NC	0.7540 	0.3710 	2.032345013
myc2	NC	myc2_NC	0.7540 	0.4260 	1.769953052
myc2	NC	myc2_NC	0.7530 	0.3800 	1.981578947
myc2	NC	myc2_NC	0.7530 	0.4600 	1.636956522
myc2	NC	myc2_NC	0.7520 	0.3050 	2.46557377
myc2	NC	myc2_NC	0.7500 	0.5270 	1.423149905
myc2	NC	myc2_NC	0.7490 	0.3850 	1.945454545
myc2	NC	myc2_NC	0.7490 	0.4360 	1.717889908
myc2	NC	myc2_NC	0.7480 	0.4340 	1.723502304
myc2	NC	myc2_NC	0.7470 	0.4110 	1.817518248
myc2	NC	myc2_NC	0.7440 	0.5170 	1.439071567
myc2	NC	myc2_NC	0.7420 	0.6080 	1.220394737
myc2	NC	myc2_NC	0.7330 	0.4200 	1.745238095
myc2	NC	myc2_NC	0.7290 	0.5920 	1.231418919
myc2	NC	myc2_NC	0.7260 	0.3730 	1.946380697
myc2	NC	myc2_NC	0.7260 	0.3170 	2.29022082
myc2	NC	myc2_NC	0.7240 	0.3640 	1.989010989
myc2	NC	myc2_NC	0.7220 	0.4700 	1.536170213
myc2	NC	myc2_NC	0.7200 	0.2400 	3
myc2	NC	myc2_NC	0.7190 	0.3600 	1.997222222
myc2	NC	myc2_NC	0.7190 	0.6020 	1.194352159
myc2	NC	myc2_NC	0.7180 	0.4320 	1.662037037
myc2	NC	myc2_NC	0.7170 	0.4010 	1.788029925
myc2	NC	myc2_NC	0.7140 	0.4680 	1.525641026
myc2	NC	myc2_NC	0.7130 	0.3210 	2.221183801
myc2	NC	myc2_NC	0.7110 	0.4330 	1.642032333
myc2	NC	myc2_NC	0.7040 	0.5420 	1.298892989
myc2	NC	myc2_NC	0.6980 	0.4130 	1.690072639
myc2	NC	myc2_NC	0.6930 	0.3130 	2.214057508
myc2	NC	myc2_NC	0.6900 	0.4650 	1.483870968
myc2	NC	myc2_NC	0.6890 	0.5180 	1.33011583
myc2	NC	myc2_NC	0.6870 	0.5180 	1.326254826
myc2	NC	myc2_NC	0.6840 	0.2250 	3.04
myc2	NC	myc2_NC	0.6830 	0.3920 	1.742346939
myc2	NC	myc2_NC	0.6820 	0.3600 	1.894444444
myc2	NC	myc2_NC	0.6820 	0.3470 	1.965417867
myc2	NC	myc2_NC	0.6810 	0.4960 	1.372983871
myc2	NC	myc2_NC	0.6810 	0.3840 	1.7734375
myc2	NC	myc2_NC	0.6800 	0.5110 	1.33072407
myc2	NC	myc2_NC	0.6790 	0.5180 	1.310810811
myc2	NC	myc2_NC	0.6770 	0.3330 	2.033033033
myc2	NC	myc2_NC	0.6770 	0.5410 	1.251386322
myc2	NC	myc2_NC	0.6770 	0.4480 	1.511160714
myc2	NC	myc2_NC	0.6760 	0.4470 	1.512304251
myc2	NC	myc2_NC	0.6750 	0.3490 	1.934097421
myc2	NC	myc2_NC	0.6740 	0.5300 	1.271698113
myc2	NC	myc2_NC	0.6740 	0.3510 	1.92022792
myc2	NC	myc2_NC	0.6730 	0.4330 	1.554272517
myc2	NC	myc2_NC	0.6720 	0.4380 	1.534246575
myc2	NC	myc2_NC	0.6710 	0.3770 	1.779840849
myc2	NC	myc2_NC	0.6690 	0.4580 	1.46069869
myc2	NC	myc2_NC	0.6680 	0.5580 	1.197132616
myc2	NC	myc2_NC	0.6680 	0.4500 	1.484444444
myc2	NC	myc2_NC	0.6660 	0.5250 	1.268571429
myc2	NC	myc2_NC	0.6660 	0.4510 	1.476718404
myc2	NC	myc2_NC	0.6660 	0.4150 	1.604819277
myc2	NC	myc2_NC	0.6650 	0.4960 	1.340725806
myc2	NC	myc2_NC	0.6650 	0.3610 	1.842105263
myc2	NC	myc2_NC	0.6640 	0.4510 	1.472283814
myc2	NC	myc2_NC	0.6630 	0.3430 	1.932944606
myc2	NC	myc2_NC	0.6620 	0.4060 	1.630541872
myc2	NC	myc2_NC	0.6620 	0.3170 	2.088328076
myc2	NC	myc2_NC	0.6590 	0.3180 	2.072327044
myc2	NC	myc2_NC	0.6560 	0.4420 	1.484162896
myc2	NC	myc2_NC	0.6500 	0.5380 	1.208178439
myc2	NC	myc2_NC	0.6490 	0.4150 	1.563855422
myc2	NC	myc2_NC	0.6470 	0.3520 	1.838068182
myc2	NC	myc2_NC	0.6450 	0.5310 	1.214689266
myc2	NC	myc2_NC	0.6450 	0.4560 	1.414473684
myc2	NC	myc2_NC	0.6440 	0.3810 	1.690288714
myc2	NC	myc2_NC	0.6420 	0.4480 	1.433035714
myc2	NC	myc2_NC	0.6370 	0.3770 	1.689655172
myc2	NC	myc2_NC	0.6370 	0.4650 	1.369892473
myc2	NC	myc2_NC	0.6360 	0.4270 	1.489461358
myc2	NC	myc2_NC	0.6350 	0.4720 	1.345338983
myc2	NC	myc2_NC	0.6300 	0.3400 	1.852941176
myc2	NC	myc2_NC	0.6220 	0.4350 	1.429885057
myc2	NC	myc2_NC	0.6210 	0.3730 	1.664879357
myc2	NC	myc2_NC	0.6190 	0.3700 	1.672972973
myc2	NC	myc2_NC	0.6050 	0.3360 	1.800595238
myc2	NC	myc2_NC	0.6050 	0.2540 	2.381889764
myc2	NC	myc2_NC	0.6040 	0.4880 	1.237704918
myc2	NC	myc2_NC	0.6030 	0.4480 	1.345982143
myc2	NC	myc2_NC	0.6030 	0.2990 	2.016722408
myc2	NC	myc2_NC	0.6030 	0.3670 	1.643051771
myc2	NC	myc2_NC	0.6020 	0.5240 	1.148854962
myc2	NC	myc2_NC	0.6010 	0.2850 	2.10877193
myc2	NC	myc2_NC	0.5990 	0.3310 	1.809667674
myc2	NC	myc2_NC	0.5980 	0.3790 	1.577836412
myc2	NC	myc2_NC	0.5950 	0.5120 	1.162109375
myc2	NC	myc2_NC	0.5890 	0.3150 	1.86984127
myc2	NC	myc2_NC	0.5880 	0.5000 	1.176
