geno	condition	lab	leaf length	leaf width	y
dde2	NCM	dde2_NCM	0.2600 	0.2130 	1.220657277
dde2	NCM	dde2_NCM	0.2600 	0.1540 	1.688311688
dde2	NCM	dde2_NCM	0.2540 	0.1480 	1.716216216
dde2	NCM	dde2_NCM	0.2540 	0.1480 	1.716216216
dde2	NCM	dde2_NCM	0.2540 	0.1530 	1.660130719
dde2	NCM	dde2_NCM	0.2520 	0.1780 	1.415730337
dde2	NCM	dde2_NCM	0.2520 	0.1460 	1.726027397
dde2	NCM	dde2_NCM	0.2520 	0.1460 	1.726027397
dde2	NCM	dde2_NCM	0.2490 	0.2490 	1
dde2	NCM	dde2_NCM	0.2490 	0.2490 	1
dde2	NCM	dde2_NCM	0.2490 	0.1540 	1.616883117
dde2	NCM	dde2_NCM	0.2480 	0.1470 	1.68707483
dde2	NCM	dde2_NCM	0.2480 	0.1470 	1.68707483
dde2	NCM	dde2_NCM	0.2480 	0.1740 	1.425287356
dde2	NCM	dde2_NCM	0.2470 	0.1500 	1.646666667
dde2	NCM	dde2_NCM	0.2470 	0.1500 	1.646666667
dde2	NCM	dde2_NCM	0.2460 	0.0560 	4.392857143
dde2	NCM	dde2_NCM	0.2460 	0.0560 	4.392857143
dde2	NCM	dde2_NCM	0.2430 	0.1370 	1.773722628
dde2	NCM	dde2_NCM	0.2430 	0.1370 	1.773722628
dde2	NCM	dde2_NCM	0.2400 	0.2240 	1.071428571
dde2	NCM	dde2_NCM	0.2400 	0.2240 	1.071428571
dde2	NCM	dde2_NCM	0.2360 	0.1630 	1.447852761
dde2	NCM	dde2_NCM	0.2290 	0.1750 	1.308571429
dde2	NCM	dde2_NCM	0.2290 	0.1780 	1.286516854
dde2	NCM	dde2_NCM	0.2280 	0.1380 	1.652173913
dde2	NCM	dde2_NCM	0.2240 	0.1520 	1.473684211
dde2	NCM	dde2_NCM	0.2240 	0.1750 	1.28
dde2	NCM	dde2_NCM	0.2240 	0.1750 	1.28
dde2	NCM	dde2_NCM	0.2220 	0.1570 	1.414012739
dde2	NCM	dde2_NCM	0.2220 	0.1570 	1.414012739
dde2	NCM	dde2_NCM	0.2210 	0.1440 	1.534722222
dde2	NCM	dde2_NCM	0.2200 	0.1840 	1.195652174
dde2	NCM	dde2_NCM	0.2200 	0.1840 	1.195652174
dde2	NCM	dde2_NCM	0.2180 	0.2570 	0.848249027
dde2	NCM	dde2_NCM	0.2180 	0.2570 	0.848249027
dde2	NCM	dde2_NCM	0.2180 	0.1470 	1.482993197
dde2	NCM	dde2_NCM	0.2180 	0.1540 	1.415584416
dde2	NCM	dde2_NCM	0.2180 	0.1540 	1.415584416
dde2	NCM	dde2_NCM	0.2150 	0.1340 	1.604477612
dde2	NCM	dde2_NCM	0.2140 	0.1520 	1.407894737
dde2	NCM	dde2_NCM	0.2130 	0.1550 	1.374193548
dde2	NCM	dde2_NCM	0.2110 	0.0780 	2.705128205
dde2	NCM	dde2_NCM	0.2110 	0.1410 	1.496453901
dde2	NCM	dde2_NCM	0.2100 	0.1800 	1.166666667
dde2	NCM	dde2_NCM	0.2100 	0.1800 	1.166666667
dde2	NCM	dde2_NCM	0.2080 	0.1780 	1.168539326
dde2	NCM	dde2_NCM	0.2030 	0.1690 	1.201183432
dde2	NCM	dde2_NCM	0.2030 	0.1690 	1.201183432
dde2	NCM	dde2_NCM	0.2010 	0.1700 	1.182352941
dde2	NCM	dde2_NCM	0.2010 	0.1700 	1.182352941
dde2	NCM	dde2_NCM	0.1920 	0.1160 	1.655172414
dde2	NCM	dde2_NCM	0.1920 	0.1160 	1.655172414
dde2	NCM	dde2_NCM	0.1910 	0.2340 	0.816239316
dde2	NCM	dde2_NCM	0.1910 	0.2340 	0.816239316
dde2	NCM	dde2_NCM	0.1890 	0.1850 	1.021621622
dde2	NCM	dde2_NCM	0.1890 	0.1850 	1.021621622
dde2	NCM	dde2_NCM	0.1880 	0.2140 	0.878504673
dde2	NCM	dde2_NCM	0.1880 	0.2140 	0.878504673
dde2	NCM	dde2_NCM	0.1880 	0.1240 	1.516129032
dde2	NCM	dde2_NCM	0.1860 	0.1020 	1.823529412
dde2	NCM	dde2_NCM	0.1860 	0.1020 	1.823529412
dde2	NCM	dde2_NCM	0.1770 	0.1860 	0.951612903
dde2	NCM	dde2_NCM	0.1670 	0.1410 	1.184397163
dde2	NCM	dde2_NCM	0.1530 	0.1840 	0.831521739
dde2	NCM	dde2_NCM	0.1530 	0.1840 	0.831521739
dde2	NCM	dde2_NCM	0.1520 	0.1200 	1.266666667
dde2	NCM	dde2_NCM	0.1510 	0.2090 	0.722488038
dde2	NCM	dde2_NCM	0.1510 	0.2090 	0.722488038
dde2	NCM	dde2_NCM	0.1420 	0.0990 	1.434343434
dde2	NCM	dde2_NCM	0.1420 	0.0990 	1.434343434
dde2	NCM	dde2_NCM	0.1310 	0.1400 	0.935714286
dde2	NCM	dde2_NCM	0.1310 	0.1400 	0.935714286
dde2	NCM	dde2_NCM	0.1270 	0.1510 	0.841059603
dde2	NCM	dde2_NCM	0.1260 	0.1090 	1.155963303
dde2	NCM	dde2_NCM	0.1260 	0.1090 	1.155963303
dde2	NCM	dde2_NCM	0.1240 	0.0740 	1.675675676
dde2	NCM	dde2_NCM	0.1240 	0.0740 	1.675675676
dde2	NCM	dde2_NCM	0.1160 	0.0920 	1.260869565
dde2	NCM	dde2_NCM	0.1160 	0.0920 	1.260869565
dde2	NCM	dde2_NCM	0.1140 	0.0980 	1.163265306
dde2	NCM	dde2_NCM	0.1140 	0.0980 	1.163265306
dde2	NCM	dde2_NCM	0.1120 	0.0660 	1.696969697
dde2	NCM	dde2_NCM	0.1120 	0.0660 	1.696969697
dde2	NCM	dde2_NCM	0.1120 	0.1870 	0.598930481
dde2	NC	dde2_NC	0.9770 	0.5020 	1.946215139
dde2	NC	dde2_NC	0.9210 	0.6680 	1.378742515
dde2	NC	dde2_NC	0.9040 	0.6110 	1.479541735
dde2	NC	dde2_NC	0.8890 	0.6140 	1.447882736
dde2	NC	dde2_NC	0.8870 	0.6260 	1.416932907
dde2	NC	dde2_NC	0.8860 	0.4340 	2.041474654
dde2	NC	dde2_NC	0.8440 	0.6290 	1.341812401
dde2	NC	dde2_NC	0.8370 	0.4700 	1.780851064
dde2	NC	dde2_NC	0.8300 	0.5780 	1.435986159
dde2	NC	dde2_NC	0.8260 	0.4450 	1.856179775
dde2	NC	dde2_NC	0.8240 	0.4190 	1.966587112
dde2	NC	dde2_NC	0.8180 	0.5390 	1.517625232
dde2	NC	dde2_NC	0.8180 	0.5120 	1.59765625
dde2	NC	dde2_NC	0.8180 	0.5370 	1.523277467
dde2	NC	dde2_NC	0.8130 	0.3940 	2.063451777
dde2	NC	dde2_NC	0.8110 	0.4960 	1.635080645
dde2	NC	dde2_NC	0.8090 	0.5020 	1.611553785
dde2	NC	dde2_NC	0.7910 	0.5180 	1.527027027
dde2	NC	dde2_NC	0.7820 	0.5020 	1.557768924
dde2	NC	dde2_NC	0.7800 	0.5060 	1.541501976
dde2	NC	dde2_NC	0.7760 	0.3410 	2.275659824
dde2	NC	dde2_NC	0.7730 	0.3410 	2.26686217
dde2	NC	dde2_NC	0.7700 	0.5470 	1.407678245
dde2	NC	dde2_NC	0.7640 	0.5780 	1.321799308
dde2	NC	dde2_NC	0.7530 	0.5180 	1.453667954
dde2	NC	dde2_NC	0.7430 	0.6020 	1.234219269
dde2	NC	dde2_NC	0.7410 	0.5500 	1.347272727
dde2	NC	dde2_NC	0.7340 	0.3390 	2.16519174
dde2	NC	dde2_NC	0.7270 	0.1550 	4.690322581
dde2	NC	dde2_NC	0.7260 	0.3580 	2.027932961
dde2	NC	dde2_NC	0.7250 	0.3080 	2.353896104
dde2	NC	dde2_NC	0.7230 	0.5220 	1.385057471
dde2	NC	dde2_NC	0.7230 	0.2720 	2.658088235
dde2	NC	dde2_NC	0.7200 	0.4450 	1.617977528
dde2	NC	dde2_NC	0.7180 	0.3410 	2.105571848
dde2	NC	dde2_NC	0.7170 	0.2310 	3.103896104
dde2	NC	dde2_NC	0.7130 	0.4570 	1.560175055
dde2	NC	dde2_NC	0.7100 	0.6110 	1.16202946
dde2	NC	dde2_NC	0.7090 	0.3430 	2.067055394
dde2	NC	dde2_NC	0.7080 	0.3640 	1.945054945
dde2	NC	dde2_NC	0.7060 	0.3900 	1.81025641
dde2	NC	dde2_NC	0.7040 	0.3380 	2.082840237
dde2	NC	dde2_NC	0.7040 	0.4120 	1.708737864
dde2	NC	dde2_NC	0.7030 	0.3620 	1.94198895
dde2	NC	dde2_NC	0.7030 	0.5360 	1.311567164
dde2	NC	dde2_NC	0.7000 	0.3640 	1.923076923
dde2	NC	dde2_NC	0.6980 	0.5000 	1.396
dde2	NC	dde2_NC	0.6970 	0.4990 	1.396793587
dde2	NC	dde2_NC	0.6930 	0.4830 	1.434782609
dde2	NC	dde2_NC	0.6870 	0.5200 	1.321153846
dde2	NC	dde2_NC	0.6830 	0.2590 	2.637065637
dde2	NC	dde2_NC	0.6820 	0.3630 	1.878787879
dde2	NC	dde2_NC	0.6740 	0.4400 	1.531818182
dde2	NC	dde2_NC	0.6720 	0.5380 	1.249070632
dde2	NC	dde2_NC	0.6700 	0.5320 	1.259398496
dde2	NC	dde2_NC	0.6680 	0.3620 	1.845303867
dde2	NC	dde2_NC	0.6560 	0.3700 	1.772972973
dde2	NC	dde2_NC	0.6550 	0.3350 	1.955223881
dde2	NC	dde2_NC	0.6530 	0.3770 	1.732095491
dde2	NC	dde2_NC	0.6530 	0.4340 	1.504608295
dde2	NC	dde2_NC	0.6490 	0.5000 	1.298
dde2	NC	dde2_NC	0.6440 	0.4740 	1.358649789
dde2	NC	dde2_NC	0.6340 	0.2960 	2.141891892
dde2	NC	dde2_NC	0.6240 	0.3190 	1.956112853
dde2	NC	dde2_NC	0.6190 	0.4500 	1.375555556
dde2	NC	dde2_NC	0.6180 	0.5230 	1.181644359
dde2	NC	dde2_NC	0.6160 	0.4970 	1.23943662
dde2	NC	dde2_NC	0.6130 	0.4080 	1.50245098
dde2	NC	dde2_NC	0.6120 	0.3230 	1.894736842
dde2	NC	dde2_NC	0.6090 	0.4320 	1.409722222
dde2	NC	dde2_NC	0.6030 	0.4820 	1.251037344
dde2	NC	dde2_NC	0.6020 	0.5650 	1.065486726
dde2	NC	dde2_NC	0.5970 	0.4930 	1.210953347
dde2	NC	dde2_NC	0.5930 	0.4830 	1.227743271
dde2	NC	dde2_NC	0.5930 	0.3650 	1.624657534
dde2	NC	dde2_NC	0.5900 	0.3110 	1.897106109
dde2	NC	dde2_NC	0.5900 	0.5090 	1.15913556
dde2	NC	dde2_NC	0.5890 	0.3390 	1.737463127
dde2	NC	dde2_NC	0.5890 	0.2900 	2.031034483
dde2	NC	dde2_NC	0.5890 	0.3650 	1.61369863
dde2	NC	dde2_NC	0.5890 	0.4410 	1.335600907
dde2	NC	dde2_NC	0.5860 	0.4060 	1.443349754
dde2	NC	dde2_NC	0.5850 	0.3210 	1.822429907
dde2	NC	dde2_NC	0.5840 	0.5660 	1.03180212
dde2	NC	dde2_NC	0.5820 	0.3540 	1.644067797
dde2	NC	dde2_NC	0.5820 	0.3110 	1.871382637
dde2	NC	dde2_NC	0.5790 	0.2540 	2.279527559
dde2	NC	dde2_NC	0.5790 	0.4230 	1.368794326
dde2	NC	dde2_NC	0.5780 	0.1740 	3.32183908
dde2	NC	dde2_NC	0.5780 	0.2880 	2.006944444
dde2	NC	dde2_NC	0.5760 	0.3430 	1.679300292
dde2	NC	dde2_NC	0.5670 	0.4170 	1.35971223
dde2	NC	dde2_NC	0.5650 	0.3290 	1.717325228
dde2	NC	dde2_NC	0.5620 	0.3190 	1.761755486
dde2	NC	dde2_NC	0.5530 	0.3560 	1.553370787
dde2	NC	dde2_NC	0.5510 	0.3320 	1.659638554
dde2	NC	dde2_NC	0.5500 	0.3820 	1.439790576
dde2	NC	dde2_NC	0.5450 	0.3630 	1.50137741
dde2	NC	dde2_NC	0.5450 	0.4530 	1.203090508
dde2	NC	dde2_NC	0.5430 	0.4370 	1.242562929
dde2	NC	dde2_NC	0.5410 	0.2990 	1.809364548
dde2	NC	dde2_NC	0.5400 	0.4130 	1.307506053
dde2	NC	dde2_NC	0.5400 	0.3950 	1.367088608
dde2	NC	dde2_NC	0.5380 	0.3090 	1.741100324
dde2	NC	dde2_NC	0.5370 	0.3270 	1.642201835
dde2	NC	dde2_NC	0.5360 	0.3390 	1.581120944
dde2	NC	dde2_NC	0.5350 	0.4190 	1.276849642
dde2	NC	dde2_NC	0.5350 	0.3690 	1.449864499
dde2	NC	dde2_NC	0.5340 	0.4510 	1.184035477
dde2	NC	dde2_NC	0.5310 	0.2610 	2.034482759
dde2	NC	dde2_NC	0.5310 	0.4720 	1.125
dde2	NC	dde2_NC	0.5300 	0.4030 	1.315136476
dde2	NC	dde2_NC	0.5270 	0.4020 	1.310945274
dde2	NC	dde2_NC	0.5190 	0.2740 	1.894160584
dde2	NC	dde2_NC	0.5170 	0.3800 	1.360526316
dde2	NC	dde2_NC	0.5160 	0.2430 	2.12345679
dde2	NC	dde2_NC	0.5120 	0.3990 	1.28320802
dde2	NC	dde2_NC	0.5110 	0.3210 	1.591900312
dde2	NC	dde2_NC	0.5070 	0.2880 	1.760416667
dde2	NC	dde2_NC	0.5070 	0.3380 	1.5
dde2	NC	dde2_NC	0.5060 	0.3730 	1.356568365
dde2	NC	dde2_NC	0.5010 	0.3660 	1.368852459
dde2	NC	dde2_NC	0.4990 	0.3100 	1.609677419
dde2	NC	dde2_NC	0.4980 	0.4470 	1.11409396
dde2	NC	dde2_NC	0.4980 	0.1900 	2.621052632
dde2	NC	dde2_NC	0.4980 	0.2710 	1.837638376
dde2	NC	dde2_NC	0.4950 	0.2280 	2.171052632
dde2	NC	dde2_NC	0.4950 	0.2820 	1.755319149
dde2	NC	dde2_NC	0.4920 	0.2640 	1.863636364
dde2	NC	dde2_NC	0.4920 	0.3770 	1.305039788
dde2	NC	dde2_NC	0.4860 	0.2350 	2.068085106
dde2	NC	dde2_NC	0.4850 	0.3330 	1.456456456
dde2	NC	dde2_NC	0.4840 	0.3210 	1.507788162
dde2	NC	dde2_NC	0.4810 	0.3510 	1.37037037
dde2	NC	dde2_NC	0.4780 	0.2530 	1.889328063
dde2	NC	dde2_NC	0.4770 	0.2790 	1.709677419
dde2	NC	dde2_NC	0.4770 	0.3830 	1.245430809
dde2	NC	dde2_NC	0.4770 	0.3450 	1.382608696
dde2	NC	dde2_NC	0.4710 	0.3720 	1.266129032
dde2	NC	dde2_NC	0.4670 	0.3880 	1.203608247
dde2	NC	dde2_NC	0.4650 	0.3590 	1.295264624
dde2	NC	dde2_NC	0.4620 	0.3750 	1.232
dde2	NC	dde2_NC	0.4590 	0.2240 	2.049107143
dde2	NC	dde2_NC	0.4580 	0.3090 	1.482200647
dde2	NC	dde2_NC	0.4540 	0.3320 	1.36746988
dde2	NC	dde2_NC	0.4540 	0.3550 	1.278873239
dde2	NC	dde2_NC	0.4490 	0.3270 	1.373088685
dde2	NC	dde2_NC	0.4450 	0.3690 	1.20596206
dde2	NC	dde2_NC	0.4450 	0.3150 	1.412698413
dde2	NC	dde2_NC	0.4440 	0.4080 	1.088235294
dde2	NC	dde2_NC	0.4420 	0.3690 	1.197831978
dde2	NC	dde2_NC	0.4420 	0.3190 	1.385579937
dde2	NC	dde2_NC	0.4420 	0.2300 	1.92173913
dde2	NC	dde2_NC	0.4410 	0.3940 	1.11928934
dde2	NC	dde2_NC	0.4410 	0.3390 	1.300884956
dde2	NC	dde2_NC	0.4410 	0.3320 	1.328313253
dde2	NC	dde2_NC	0.4400 	0.3730 	1.179624665
dde2	NC	dde2_NC	0.4370 	0.3790 	1.153034301
dde2	NC	dde2_NC	0.4330 	0.2670 	1.621722846
dde2	NC	dde2_NC	0.4310 	0.2070 	2.082125604
dde2	NC	dde2_NC	0.4280 	0.2520 	1.698412698
dde2	NC	dde2_NC	0.4270 	0.3260 	1.309815951
dde2	NC	dde2_NC	0.4230 	0.2430 	1.740740741
dde2	NC	dde2_NC	0.4220 	0.3860 	1.093264249
dde2	NC	dde2_NC	0.4220 	0.2820 	1.496453901
dde2	NC	dde2_NC	0.4210 	0.3470 	1.213256484
dde2	NC	dde2_NC	0.4200 	0.2710 	1.549815498
dde2	NC	dde2_NC	0.4190 	0.3720 	1.126344086
dde2	NC	dde2_NC	0.4170 	0.3300 	1.263636364
dde2	NC	dde2_NC	0.4150 	0.1980 	2.095959596
dde2	NC	dde2_NC	0.4130 	0.3220 	1.282608696
dde2	NC	dde2_NC	0.4070 	0.2060 	1.975728155
dde2	NC	dde2_NC	0.4070 	0.3550 	1.146478873
dde2	NC	dde2_NC	0.4070 	0.2960 	1.375
dde2	NC	dde2_NC	0.4050 	0.3070 	1.319218241
dde2	NC	dde2_NC	0.4030 	0.3240 	1.24382716
dde2	NC	dde2_NC	0.4020 	0.3180 	1.264150943
dde2	NC	dde2_NC	0.4020 	0.2820 	1.425531915
dde2	NC	dde2_NC	0.3990 	0.3000 	1.33
dde2	NC	dde2_NC	0.3930 	0.2350 	1.672340426
dde2	NC	dde2_NC	0.3910 	0.2030 	1.926108374
dde2	NC	dde2_NC	0.3830 	0.3360 	1.139880952
dde2	NC	dde2_NC	0.3770 	0.3220 	1.170807453
dde2	NC	dde2_NC	0.3740 	0.2930 	1.276450512
dde2	NC	dde2_NC	0.3720 	0.3550 	1.047887324
dde2	NC	dde2_NC	0.3710 	0.2850 	1.301754386
dde2	NC	dde2_NC	0.3710 	0.2710 	1.36900369
dde2	NC	dde2_NC	0.3700 	0.2490 	1.485943775
dde2	NC	dde2_NC	0.3690 	0.3020 	1.221854305
dde2	NC	dde2_NC	0.3690 	0.2990 	1.234113712
dde2	NC	dde2_NC	0.3640 	0.2930 	1.242320819
dde2	NC	dde2_NC	0.3630 	0.2720 	1.334558824
dde2	NC	dde2_NC	0.3620 	0.3110 	1.163987138
dde2	NC	dde2_NC	0.3610 	0.2690 	1.342007435
dde2	NC	dde2_NC	0.3610 	0.3100 	1.164516129
dde2	NC	dde2_NC	0.3610 	0.2420 	1.491735537
dde2	NC	dde2_NC	0.3600 	0.2470 	1.457489879
dde2	NC	dde2_NC	0.3570 	0.3270 	1.091743119
dde2	NC	dde2_NC	0.3520 	0.2630 	1.338403042
dde2	NC	dde2_NC	0.3450 	0.2030 	1.699507389
dde2	NC	dde2_NC	0.3440 	0.2670 	1.288389513
dde2	NC	dde2_NC	0.3430 	0.1820 	1.884615385
dde2	NC	dde2_NC	0.3430 	0.2820 	1.216312057
dde2	NC	dde2_NC	0.3430 	0.2880 	1.190972222
dde2	NC	dde2_NC	0.3410 	0.2190 	1.557077626
dde2	NC	dde2_NC	0.3400 	0.1060 	3.20754717
dde2	NC	dde2_NC	0.3380 	0.2170 	1.557603687
dde2	NC	dde2_NC	0.3360 	0.1930 	1.740932642
dde2	NC	dde2_NC	0.3360 	0.3020 	1.112582781
dde2	NC	dde2_NC	0.3320 	0.2420 	1.371900826
dde2	NC	dde2_NC	0.3310 	0.2320 	1.426724138
dde2	NC	dde2_NC	0.3300 	0.3000 	1.1
dde2	NC	dde2_NC	0.3260 	0.1930 	1.689119171
dde2	NC	dde2_NC	0.3190 	0.2200 	1.45
dde2	NC	dde2_NC	0.3160 	0.2330 	1.356223176
dde2	NC	dde2_NC	0.3160 	0.2690 	1.17472119
dde2	NC	dde2_NC	0.3080 	0.2670 	1.153558052
dde2	NC	dde2_NC	0.3080 	0.2640 	1.166666667
dde2	NC	dde2_NC	0.3060 	0.1790 	1.709497207
dde2	NC	dde2_NC	0.3050 	0.2680 	1.138059701
dde2	NC	dde2_NC	0.3030 	0.2740 	1.105839416
dde2	NC	dde2_NC	0.3030 	0.2490 	1.21686747
dde2	NC	dde2_NC	0.3000 	0.2280 	1.315789474
dde2	NC	dde2_NC	0.2960 	0.2280 	1.298245614
dde2	NC	dde2_NC	0.2950 	0.2080 	1.418269231
dde2	NC	dde2_NC	0.2880 	0.2510 	1.147410359
dde2	NC	dde2_NC	0.2840 	0.2120 	1.339622642
dde2	NC	dde2_NC	0.2770 	0.1910 	1.45026178
dde2	NC	dde2_NC	0.2770 	0.2010 	1.378109453
dde2	NC	dde2_NC	0.2760 	0.2450 	1.126530612
dde2	NC	dde2_NC	0.2740 	0.2310 	1.186147186
dde2	NC	dde2_NC	0.2580 	0.1290 	2
dde2	NC	dde2_NC	0.2580 	0.2450 	1.053061224
dde2	NC	dde2_NC	0.2530 	0.1960 	1.290816327
dde2	NC	dde2_NC	0.2530 	0.2340 	1.081196581
dde2	NC	dde2_NC	0.2310 	0.1930 	1.196891192
dde2	NC	dde2_NC	0.2280 	0.1590 	1.433962264
dde2	NC	dde2_NC	0.2250 	0.1320 	1.704545455
dde2	NC	dde2_NC	0.2210 	0.1740 	1.270114943
dde2	NC	dde2_NC	0.2200 	0.1610 	1.366459627
dde2	NC	dde2_NC	0.2190 	0.1790 	1.223463687
dde2	NC	dde2_NC	0.2140 	0.1800 	1.188888889
dde2	NC	dde2_NC	0.2140 	0.2130 	1.004694836
dde2	NC	dde2_NC	0.2130 	0.1910 	1.115183246
dde2	NC	dde2_NC	0.2120 	0.1970 	1.076142132
dde2	NC	dde2_NC	0.2120 	0.1840 	1.152173913
dde2	NC	dde2_NC	0.2060 	0.2360 	0.872881356
dde2	NC	dde2_NC	0.2000 	0.1390 	1.438848921
dde2	NC	dde2_NC	0.1980 	0.1880 	1.053191489
dde2	NC	dde2_NC	0.1980 	0.1900 	1.042105263
dde2	NC	dde2_NC	0.1970 	0.1670 	1.179640719
dde2	NC	dde2_NC	0.1950 	0.1920 	1.015625
dde2	NC	dde2_NC	0.1920 	0.1500 	1.28
dde2	NC	dde2_NC	0.1910 	0.1470 	1.299319728
dde2	NC	dde2_NC	0.1880 	0.1270 	1.480314961
dde2	NC	dde2_NC	0.1870 	0.1330 	1.406015038
dde2	NC	dde2_NC	0.1860 	0.2360 	0.788135593
dde2	NC	dde2_NC	0.1860 	0.1280 	1.453125
dde2	NC	dde2_NC	0.1820 	0.2060 	0.883495146
dde2	NC	dde2_NC	0.1820 	0.2120 	0.858490566
dde2	NC	dde2_NC	0.1780 	0.1830 	0.972677596
dde2	NC	dde2_NC	0.1700 	0.1430 	1.188811189
dde2	NC	dde2_NC	0.1670 	0.1340 	1.246268657
dde2	NC	dde2_NC	0.1670 	0.1540 	1.084415584
dde2	NC	dde2_NC	0.1600 	0.0800 	2
dde2	NC	dde2_NC	0.1600 	0.1960 	0.816326531
dde2	NC	dde2_NC	0.1530 	0.1430 	1.06993007
dde2	NC	dde2_NC	0.1530 	0.1580 	0.96835443
dde2	NC	dde2_NC	0.1530 	0.1480 	1.033783784
dde2	NC	dde2_NC	0.1470 	0.2360 	0.622881356
dde2	NC	dde2_NC	0.1460 	0.1300 	1.123076923
dde2	NC	dde2_NC	0.1430 	0.1050 	1.361904762
dde2	NC	dde2_NC	0.1330 	0.1090 	1.220183486
dde2	NC	dde2_NC	0.1270 	0.1420 	0.894366197
dde2	NC	dde2_NC	0.1120 	0.0990 	1.131313131
dde2	LPM	dde2_LPM	0.9530 	0.7110 	1.340365682
dde2	LPM	dde2_LPM	0.8450 	0.5460 	1.547619048
dde2	LPM	dde2_LPM	0.8010 	0.6250 	1.2816
dde2	LPM	dde2_LPM	0.8010 	0.6250 	1.2816
dde2	LPM	dde2_LPM	0.7910 	0.6410 	1.23400936
dde2	LPM	dde2_LPM	0.7470 	0.5190 	1.439306358
dde2	LPM	dde2_LPM	0.7260 	0.5550 	1.308108108
dde2	LPM	dde2_LPM	0.7160 	0.6070 	1.179571664
dde2	LPM	dde2_LPM	0.7130 	0.6320 	1.128164557
dde2	LPM	dde2_LPM	0.7130 	0.6320 	1.128164557
dde2	LPM	dde2_LPM	0.7030 	0.6300 	1.115873016
dde2	LPM	dde2_LPM	0.7030 	0.6300 	1.115873016
dde2	LPM	dde2_LPM	0.6950 	0.5060 	1.373517787
dde2	LPM	dde2_LPM	0.6810 	0.6470 	1.052550232
dde2	LPM	dde2_LPM	0.6810 	0.6470 	1.052550232
dde2	LPM	dde2_LPM	0.6730 	0.5140 	1.309338521
dde2	LPM	dde2_LPM	0.6730 	0.5310 	1.267419962
dde2	LPM	dde2_LPM	0.6670 	0.5280 	1.263257576
dde2	LPM	dde2_LPM	0.6670 	0.5280 	1.263257576
dde2	LPM	dde2_LPM	0.6650 	0.4710 	1.411889597
dde2	LPM	dde2_LPM	0.6610 	0.4780 	1.382845188
dde2	LPM	dde2_LPM	0.6520 	0.5720 	1.13986014
dde2	LPM	dde2_LPM	0.6410 	0.4930 	1.30020284
dde2	LPM	dde2_LPM	0.6410 	0.4930 	1.30020284
dde2	LPM	dde2_LPM	0.6260 	0.5320 	1.176691729
dde2	LPM	dde2_LPM	0.6200 	0.3980 	1.557788945
dde2	LPM	dde2_LPM	0.6060 	0.5190 	1.167630058
dde2	LPM	dde2_LPM	0.6030 	0.4460 	1.352017937
dde2	LPM	dde2_LPM	0.6000 	0.4530 	1.324503311
dde2	LPM	dde2_LPM	0.5950 	0.4890 	1.216768916
dde2	LPM	dde2_LPM	0.5800 	0.5140 	1.128404669
dde2	LPM	dde2_LPM	0.5740 	0.5860 	0.979522184
dde2	LPM	dde2_LPM	0.5740 	0.5860 	0.979522184
dde2	LPM	dde2_LPM	0.5710 	0.3580 	1.594972067
dde2	LPM	dde2_LPM	0.5660 	0.3680 	1.538043478
dde2	LPM	dde2_LPM	0.5660 	0.3680 	1.538043478
dde2	LPM	dde2_LPM	0.5610 	0.4990 	1.124248497
dde2	LPM	dde2_LPM	0.5610 	0.4990 	1.124248497
dde2	LPM	dde2_LPM	0.5600 	0.4560 	1.228070175
dde2	LPM	dde2_LPM	0.5600 	0.4560 	1.228070175
dde2	LPM	dde2_LPM	0.5540 	0.4640 	1.193965517
dde2	LPM	dde2_LPM	0.5340 	0.4480 	1.191964286
dde2	LPM	dde2_LPM	0.5340 	0.4480 	1.191964286
dde2	LPM	dde2_LPM	0.5240 	0.3830 	1.368146214
dde2	LPM	dde2_LPM	0.5240 	0.3830 	1.368146214
dde2	LPM	dde2_LPM	0.5230 	0.4510 	1.159645233
dde2	LPM	dde2_LPM	0.5140 	0.3610 	1.423822715
dde2	LPM	dde2_LPM	0.5140 	0.3610 	1.423822715
dde2	LPM	dde2_LPM	0.5090 	0.3490 	1.458452722
dde2	LPM	dde2_LPM	0.5090 	0.3490 	1.458452722
dde2	LPM	dde2_LPM	0.5060 	0.4920 	1.028455285
dde2	LPM	dde2_LPM	0.5060 	0.5800 	0.872413793
dde2	LPM	dde2_LPM	0.5050 	0.3880 	1.301546392
dde2	LPM	dde2_LPM	0.5040 	0.4530 	1.112582781
dde2	LPM	dde2_LPM	0.5010 	0.4900 	1.02244898
dde2	LPM	dde2_LPM	0.5000 	0.4580 	1.091703057
dde2	LPM	dde2_LPM	0.5000 	0.4580 	1.091703057
dde2	LPM	dde2_LPM	0.5000 	0.4410 	1.133786848
dde2	LPM	dde2_LPM	0.5000 	0.4410 	1.133786848
dde2	LPM	dde2_LPM	0.4910 	0.3150 	1.558730159
dde2	LPM	dde2_LPM	0.4910 	0.3150 	1.558730159
dde2	LPM	dde2_LPM	0.4880 	0.3000 	1.626666667
dde2	LPM	dde2_LPM	0.4880 	0.3000 	1.626666667
dde2	LPM	dde2_LPM	0.4850 	0.4690 	1.034115139
dde2	LPM	dde2_LPM	0.4850 	0.4690 	1.034115139
dde2	LPM	dde2_LPM	0.4800 	0.3050 	1.573770492
dde2	LPM	dde2_LPM	0.4780 	0.4410 	1.083900227
dde2	LPM	dde2_LPM	0.4770 	0.4440 	1.074324324
