lab	canopysize	rep	geno	light	lab1
LP+M	1.241	V	sid2	LP	LP+M_sid2
LP+M	0.835	V	sid2	LP	LP+M_sid2
LP+M	1.249	V	sid2	LP	LP+M_sid2
LP+M	0.955	V	sid2	LP	LP+M_sid2
LP+M	0.854	V	sid2	LP	LP+M_sid2
NC	1.684	VI	col0	NC	NC_col0
NC	1.053	VI	col0	NC	NC_col0
NC	1.955	VI	col0	NC	NC_col0
NC	1.482	VI	col0	NC	NC_col0
NC	2.17	VI	col0	NC	NC_col0
NC	1.221	VI	col0	NC	NC_col0
NC	2.008	VI	col0	NC	NC_col0
NC	3.274	VI	col0	NC	NC_col0
NC	1.672	VI	col0	NC	NC_col0
NC+M	2.3	VI	col0	NC	NC+M_col0
NC+M	3.126	VI	col0	NC	NC+M_col0
NC+M	1.921	VI	col0	NC	NC+M_col0
NC+M	1.545	VI	col0	NC	NC+M_col0
NC+M	2.717	VI	col0	NC	NC+M_col0
NC+M	1.667	VI	col0	NC	NC+M_col0
NC+M	2.226	VI	col0	NC	NC+M_col0
NC+M	1.998	VI	col0	NC	NC+M_col0
NC+M	2.018	VI	col0	NC	NC+M_col0
LP	1.124	VI	col0	LP	LP_col0
LP	0.994	VI	col0	LP	LP_col0
LP	1.278	VI	col0	LP	LP_col0
LP	0.654	VI	col0	LP	LP_col0
LP	0.437	VI	col0	LP	LP_col0
LP	0.628	VI	col0	LP	LP_col0
LP	0.67	VI	col0	LP	LP_col0
LP	0.662	VI	col0	LP	LP_col0
LP	0.594	VI	col0	LP	LP_col0
LP+M	1.767	VI	col0	LP	LP+M_col0
LP+M	1.855	VI	col0	LP	LP+M_col0
LP+M	0.891	VI	col0	LP	LP+M_col0
LP+M	1.753	VI	col0	LP	LP+M_col0
LP+M	1.668	VI	col0	LP	LP+M_col0
LP+M	1.922	VI	col0	LP	LP+M_col0
LP+M	2.514	VI	col0	LP	LP+M_col0
LP+M	2.171	VI	col0	LP	LP+M_col0
LP+M	1.987	VI	col0	LP	LP+M_col0
NC	4.429	VI	myc2	NC	NC_myc2
NC	4.843	VI	myc2	NC	NC_myc2
NC	3.081	VI	myc2	NC	NC_myc2
NC	2.534	VI	myc2	NC	NC_myc2
NC	2.652	VI	myc2	NC	NC_myc2
NC	4.772	VI	myc2	NC	NC_myc2
NC	2.917	VI	myc2	NC	NC_myc2
NC	3.814	VI	myc2	NC	NC_myc2
NC	3.703	VI	myc2	NC	NC_myc2
NC+M	4.147	VI	myc2	NC	NC+M_myc2
NC+M	3.488	VI	myc2	NC	NC+M_myc2
NC+M	4.647	VI	myc2	NC	NC+M_myc2
NC+M	5.476	VI	myc2	NC	NC+M_myc2
NC+M	4.159	VI	myc2	NC	NC+M_myc2
NC+M	2.808	VI	myc2	NC	NC+M_myc2
NC+M	4.685	VI	myc2	NC	NC+M_myc2
NC+M	3.014	VI	myc2	NC	NC+M_myc2
NC+M	2.703	VI	myc2	NC	NC+M_myc2
LP	2.024	VI	myc2	LP	LP_myc2
LP	2.148	VI	myc2	LP	LP_myc2
LP	1.731	VI	myc2	LP	LP_myc2
LP	2.917	VI	myc2	LP	LP_myc2
LP	1.811	VI	myc2	LP	LP_myc2
LP	2.417	VI	myc2	LP	LP_myc2
LP	2.408	VI	myc2	LP	LP_myc2
LP	2.696	VI	myc2	LP	LP_myc2
LP	1.374	VI	myc2	LP	LP_myc2
LP+M	2.504	VI	myc2	LP	LP+M_myc2
LP+M	1.315	VI	myc2	LP	LP+M_myc2
LP+M	0.699	VI	myc2	LP	LP+M_myc2
LP+M	1.364	VI	myc2	LP	LP+M_myc2
LP+M	1.316	VI	myc2	LP	LP+M_myc2
LP+M	1.558	VI	myc2	LP	LP+M_myc2
LP+M	1.254	VI	myc2	LP	LP+M_myc2
LP+M	1.541	VI	myc2	LP	LP+M_myc2
LP+M	1.357	VI	myc2	LP	LP+M_myc2
NC	2.198	VI	jazq	NC	NC_jazq
NC	2.048	VI	jazq	NC	NC_jazq
NC	1.206	VI	jazq	NC	NC_jazq
NC	2.049	VI	jazq	NC	NC_jazq
NC	1.712	VI	jazq	NC	NC_jazq
NC	1.532	VI	jazq	NC	NC_jazq
NC	1.28	VI	jazq	NC	NC_jazq
NC	1.63	VI	jazq	NC	NC_jazq
NC	1.023	VI	jazq	NC	NC_jazq
NC+M	1.29	VI	jazq	NC	NC+M_jazq
NC+M	1.369	VI	jazq	NC	NC+M_jazq
NC+M	1.023	VI	jazq	NC	NC+M_jazq
NC+M	0.701	VI	jazq	NC	NC+M_jazq
NC+M	0.741	VI	jazq	NC	NC+M_jazq
NC+M	1.318	VI	jazq	NC	NC+M_jazq
NC+M	2.481	VI	jazq	NC	NC+M_jazq
NC+M	1.668	VI	jazq	NC	NC+M_jazq
NC+M	0.771	VI	jazq	NC	NC+M_jazq
LP	0.986	VI	jazq	LP	LP_jazq
LP	0.962	VI	jazq	LP	LP_jazq
LP	0.512	VI	jazq	LP	LP_jazq
LP	1.072	VI	jazq	LP	LP_jazq
LP	1.114	VI	jazq	LP	LP_jazq
LP	1.626	VI	jazq	LP	LP_jazq
LP	1.066	VI	jazq	LP	LP_jazq
LP	0.899	VI	jazq	LP	LP_jazq
LP	0.632	VI	jazq	LP	LP_jazq
LP+M	0.964	VI	jazq	LP	LP+M_jazq
LP+M	1.027	VI	jazq	LP	LP+M_jazq
LP+M	0.699	VI	jazq	LP	LP+M_jazq
LP+M	1.236	VI	jazq	LP	LP+M_jazq
LP+M	1.297	VI	jazq	LP	LP+M_jazq
LP+M	0.847	VI	jazq	LP	LP+M_jazq
LP+M	0.901	VI	jazq	LP	LP+M_jazq
LP+M	1.206	VI	jazq	LP	LP+M_jazq
LP+M	0.581	VI	jazq	LP	LP+M_jazq
NC	4.329	VI	della	NC	NC_della
NC	4.671	VI	della	NC	NC_della
NC	4.057	VI	della	NC	NC_della
NC	1.473	VI	della	NC	NC_della
NC	2.939	VI	della	NC	NC_della
NC	4.504	VI	della	NC	NC_della
NC	4.621	VI	della	NC	NC_della
NC	3.935	VI	della	NC	NC_della
NC	3.195	VI	della	NC	NC_della
NC+M	4.657	VI	della	NC	NC+M_della
NC+M	2.866	VI	della	NC	NC+M_della
NC+M	3.206	VI	della	NC	NC+M_della
NC+M	2.306	VI	della	NC	NC+M_della
NC+M	3.097	VI	della	NC	NC+M_della
NC+M	2.419	VI	della	NC	NC+M_della
NC+M	4.269	VI	della	NC	NC+M_della
NC+M	1.692	VI	della	NC	NC+M_della
NC+M	2.544	VI	della	NC	NC+M_della
LP	2.095	VI	della	LP	LP_della
LP	1.843	VI	della	LP	LP_della
LP	0.891	VI	della	LP	LP_della
LP	2.393	VI	della	LP	LP_della
LP	1.38	VI	della	LP	LP_della
LP	2.039	VI	della	LP	LP_della
LP	1.488	VI	della	LP	LP_della
LP	1.237	VI	della	LP	LP_della
LP	0.872	VI	della	LP	LP_della
LP+M	4.429	VI	della	LP	LP+M_della
LP+M	2.812	VI	della	LP	LP+M_della
LP+M	3.175	VI	della	LP	LP+M_della
LP+M	4.035	VI	della	LP	LP+M_della
LP+M	2.606	VI	della	LP	LP+M_della
LP+M	3.088	VI	della	LP	LP+M_della
LP+M	1.871	VI	della	LP	LP+M_della
LP+M	1.616	VI	della	LP	LP+M_della
LP+M	1.595	VI	della	LP	LP+M_della
NC	1.323	VI	cry1cry2	NC	NC_cry1cry2
NC	2.216	VI	cry1cry2	NC	NC_cry1cry2
NC	3.502	VI	cry1cry2	NC	NC_cry1cry2
NC	1.541	VI	cry1cry2	NC	NC_cry1cry2
NC	2.42	VI	cry1cry2	NC	NC_cry1cry2
NC	4.277	VI	cry1cry2	NC	NC_cry1cry2
NC	3.748	VI	cry1cry2	NC	NC_cry1cry2
NC	3.249	VI	cry1cry2	NC	NC_cry1cry2
NC	2.949	VI	cry1cry2	NC	NC_cry1cry2
NC+M	2.502	VI	cry1cry2	NC	NC+M_cry1cry2
NC+M	1.32	VI	cry1cry2	NC	NC+M_cry1cry2
NC+M	1.577	VI	cry1cry2	NC	NC+M_cry1cry2
NC+M	1.946	VI	cry1cry2	NC	NC+M_cry1cry2
NC+M	3.196	VI	cry1cry2	NC	NC+M_cry1cry2
NC+M	4.898	VI	cry1cry2	NC	NC+M_cry1cry2
NC+M	2.015	VI	cry1cry2	NC	NC+M_cry1cry2
NC+M	2.959	VI	cry1cry2	NC	NC+M_cry1cry2
NC+M	2.959	VI	cry1cry2	NC	NC+M_cry1cry2
LP	1.314	VI	cry1cry2	LP	LP_cry1cry2
LP	1.051	VI	cry1cry2	LP	LP_cry1cry2
LP	1.133	VI	cry1cry2	LP	LP_cry1cry2
LP	1.357	VI	cry1cry2	LP	LP_cry1cry2
LP	0.632	VI	cry1cry2	LP	LP_cry1cry2
LP	0.689	VI	cry1cry2	LP	LP_cry1cry2
LP	1.445	VI	cry1cry2	LP	LP_cry1cry2
LP	0.615	VI	cry1cry2	LP	LP_cry1cry2
LP	1.443	VI	cry1cry2	LP	LP_cry1cry2
LP+M	1.164	VI	cry1cry2	LP	LP+M_cry1cry2
LP+M	0.745	VI	cry1cry2	LP	LP+M_cry1cry2
LP+M	0.853	VI	cry1cry2	LP	LP+M_cry1cry2
LP+M	1.251	VI	cry1cry2	LP	LP+M_cry1cry2
LP+M	0.501	VI	cry1cry2	LP	LP+M_cry1cry2
LP+M	0.539	VI	cry1cry2	LP	LP+M_cry1cry2
LP+M	1.316	VI	cry1cry2	LP	LP+M_cry1cry2
LP+M	0.41	VI	cry1cry2	LP	LP+M_cry1cry2
LP+M	1	VI	cry1cry2	LP	LP+M_cry1cry2
NC	3.673	VI	sav	NC	NC_sav
NC	3.787	VI	sav	NC	NC_sav
NC	4.431	VI	sav	NC	NC_sav
NC	3.054	VI	sav	NC	NC_sav
NC	3.211	VI	sav	NC	NC_sav
NC	3.399	VI	sav	NC	NC_sav
NC	4.029	VI	sav	NC	NC_sav
NC	3.801	VI	sav	NC	NC_sav
NC	3.81	VI	sav	NC	NC_sav
NC+M	4.049	VI	sav	NC	NC+M_sav
NC+M	4.176	VI	sav	NC	NC+M_sav
NC+M	4.626	VI	sav	NC	NC+M_sav
NC+M	3.411	VI	sav	NC	NC+M_sav
NC+M	3.551	VI	sav	NC	NC+M_sav
NC+M	3.747	VI	sav	NC	NC+M_sav
NC+M	4.436	VI	sav	NC	NC+M_sav
NC+M	4.205	VI	sav	NC	NC+M_sav
NC+M	4.294	VI	sav	NC	NC+M_sav
LP	2.279	VI	sav	LP	LP_sav
LP	3.182	VI	sav	LP	LP_sav
LP	3.3	VI	sav	LP	LP_sav
LP	3.161	VI	sav	LP	LP_sav
LP	3.059	VI	sav	LP	LP_sav
LP	3.168	VI	sav	LP	LP_sav
LP	1.541	VI	sav	LP	LP_sav
LP	2.681	VI	sav	LP	LP_sav
LP	2.822	VI	sav	LP	LP_sav
LP+M	1.878	VI	sav	LP	LP+M_sav
LP+M	2.757	VI	sav	LP	LP+M_sav
LP+M	3.199	VI	sav	LP	LP+M_sav
LP+M	3.011	VI	sav	LP	LP+M_sav
LP+M	2.93	VI	sav	LP	LP+M_sav
LP+M	3.066	VI	sav	LP	LP+M_sav
LP+M	1.454	VI	sav	LP	LP+M_sav
LP+M	2.535	VI	sav	LP	LP+M_sav
LP+M	2.615	VI	sav	LP	LP+M_sav
NC	1.389	VII	col0	NC	NC_col0
NC	1.487	VII	col0	NC	NC_col0
NC	1.207	VII	col0	NC	NC_col0
NC	2.155	VII	col0	NC	NC_col0
NC	1.205	VII	col0	NC	NC_col0
NC	3.193	VII	col0	NC	NC_col0
NC	1.824	VII	col0	NC	NC_col0
NC	1.697	VII	col0	NC	NC_col0
NC	1.91	VII	col0	NC	NC_col0
NC+M	2.093	VII	col0	NC	NC+M_col0
NC+M	1.078	VII	col0	NC	NC+M_col0
NC+M	1.962	VII	col0	NC	NC+M_col0
NC+M	3.246	VII	col0	NC	NC+M_col0
NC+M	1.721	VII	col0	NC	NC+M_col0
NC+M	1.31	VII	col0	NC	NC+M_col0
NC+M	2.591	VII	col0	NC	NC+M_col0
NC+M	2.087	VII	col0	NC	NC+M_col0
NC+M	1.85	VII	col0	NC	NC+M_col0
LP	0.838	VII	col0	LP	LP_col0
LP	0.616	VII	col0	LP	LP_col0
LP	0.8	VII	col0	LP	LP_col0
LP	1.278	VII	col0	LP	LP_col0
LP	1.18	VII	col0	LP	LP_col0
LP	0.565	VII	col0	LP	LP_col0
LP	0.606	VII	col0	LP	LP_col0
LP	0.901	VII	col0	LP	LP_col0
LP	0.561	VII	col0	LP	LP_col0
LP+M	1.923	VII	col0	LP	LP+M_col0
LP+M	1.65	VII	col0	LP	LP+M_col0
LP+M	2.003	VII	col0	LP	LP+M_col0
LP+M	1.942	VII	col0	LP	LP+M_col0
LP+M	1.364	VII	col0	LP	LP+M_col0
LP+M	2.207	VII	col0	LP	LP+M_col0
LP+M	1.612	VII	col0	LP	LP+M_col0
LP+M	2.132	VII	col0	LP	LP+M_col0
LP+M	0.921	VII	col0	LP	LP+M_col0
NC	1.475	VII	jazq	NC	NC_jazq
NC	0.898	VII	jazq	NC	NC_jazq
NC	0.525	VII	jazq	NC	NC_jazq
NC	1.475	VII	jazq	NC	NC_jazq
NC	0.915	VII	jazq	NC	NC_jazq
NC	0.449	VII	jazq	NC	NC_jazq
NC	0.998	VII	jazq	NC	NC_jazq
NC	0.624	VII	jazq	NC	NC_jazq
NC	0.455	VII	jazq	NC	NC_jazq
NC+M	0.968	VII	jazq	NC	NC+M_jazq
NC+M	0.57	VII	jazq	NC	NC+M_jazq
NC+M	1.337	VII	jazq	NC	NC+M_jazq
NC+M	0.889	VII	jazq	NC	NC+M_jazq
NC+M	0.908	VII	jazq	NC	NC+M_jazq
NC+M	0.79	VII	jazq	NC	NC+M_jazq
NC+M	0.966	VII	jazq	NC	NC+M_jazq
NC+M	1.387	VII	jazq	NC	NC+M_jazq
NC+M	0.644	VII	jazq	NC	NC+M_jazq
LP	0.321	VII	jazq	LP	LP_jazq
LP	0.47	VII	jazq	LP	LP_jazq
LP	0.613	VII	jazq	LP	LP_jazq
LP	0.648	VII	jazq	LP	LP_jazq
LP	0.491	VII	jazq	LP	LP_jazq
LP	0.21	VII	jazq	LP	LP_jazq
LP	0.53	VII	jazq	LP	LP_jazq
LP	0.46	VII	jazq	LP	LP_jazq
LP	0.421	VII	jazq	LP	LP_jazq
LP+M	0.246	VII	jazq	LP	LP+M_jazq
LP+M	0.311	VII	jazq	LP	LP+M_jazq
LP+M	0.409	VII	jazq	LP	LP+M_jazq
LP+M	0.443	VII	jazq	LP	LP+M_jazq
LP+M	0.399	VII	jazq	LP	LP+M_jazq
LP+M	0.3	VII	jazq	LP	LP+M_jazq
LP+M	0.395	VII	jazq	LP	LP+M_jazq
LP+M	0.474	VII	jazq	LP	LP+M_jazq
LP+M	0.541	VII	jazq	LP	LP+M_jazq
NC	1.631	VII	bri1	NC	NC_bri1
NC	0.95	VII	bri1	NC	NC_bri1
NC	0.59	VII	bri1	NC	NC_bri1
NC	0.845	VII	bri1	NC	NC_bri1
NC	0.451	VII	bri1	NC	NC_bri1
NC	0.408	VII	bri1	NC	NC_bri1
NC	0.804	VII	bri1	NC	NC_bri1
NC	0.982	VII	bri1	NC	NC_bri1
NC	0.863	VII	bri1	NC	NC_bri1
NC+M	2.165	VII	bri1	NC	NC+M_bri1
NC+M	1.395	VII	bri1	NC	NC+M_bri1
NC+M	1.031	VII	bri1	NC	NC+M_bri1
NC+M	0.398	VII	bri1	NC	NC+M_bri1
NC+M	1.007	VII	bri1	NC	NC+M_bri1
NC+M	1.407	VII	bri1	NC	NC+M_bri1
NC+M	0.821	VII	bri1	NC	NC+M_bri1
NC+M	0.557	VII	bri1	NC	NC+M_bri1
NC+M	0.524	VII	bri1	NC	NC+M_bri1
LP	0.173	VII	bri1	LP	LP_bri1
LP	0.208	VII	bri1	LP	LP_bri1
LP	0.223	VII	bri1	LP	LP_bri1
LP	0.157	VII	bri1	LP	LP_bri1
LP	0.285	VII	bri1	LP	LP_bri1
LP	0.27	VII	bri1	LP	LP_bri1
LP	0.241	VII	bri1	LP	LP_bri1
LP	0.275	VII	bri1	LP	LP_bri1
LP	0.466	VII	bri1	LP	LP_bri1
LP+M	0.309	VII	bri1	LP	LP+M_bri1
LP+M	0.155	VII	bri1	LP	LP+M_bri1
LP+M	0.169	VII	bri1	LP	LP+M_bri1
LP+M	0.227	VII	bri1	LP	LP+M_bri1
LP+M	0.5	VII	bri1	LP	LP+M_bri1
LP+M	0.719	VII	bri1	LP	LP+M_bri1
LP+M	0.816	VII	bri1	LP	LP+M_bri1
LP+M	0.153	VII	bri1	LP	LP+M_bri1
LP+M	0.159	VII	bri1	LP	LP+M_bri1
NC	1.686	VIII	col0	NC	NC_col0
NC	2.095	VIII	col0	NC	NC_col0
NC	1.977	VIII	col0	NC	NC_col0
NC	1.526	VIII	col0	NC	NC_col0
NC	1.207	VIII	col0	NC	NC_col0
NC	1.254	VIII	col0	NC	NC_col0
NC	2.216	VIII	col0	NC	NC_col0
NC	1.466	VIII	col0	NC	NC_col0
NC	2.628	VIII	col0	NC	NC_col0
NC+M	1.213	VIII	col0	NC	NC+M_col0
NC+M	1.977	VIII	col0	NC	NC+M_col0
NC+M	1.709	VIII	col0	NC	NC+M_col0
NC+M	2.72	VIII	col0	NC	NC+M_col0
NC+M	1.131	VIII	col0	NC	NC+M_col0
NC+M	1.902	VIII	col0	NC	NC+M_col0
NC+M	2.411	VIII	col0	NC	NC+M_col0
NC+M	2.688	VIII	col0	NC	NC+M_col0
NC+M	1.539	VIII	col0	NC	NC+M_col0
LP	1.003	VIII	col0	LP	LP_col0
LP	0.73	VIII	col0	LP	LP_col0
LP	0.81	VIII	col0	LP	LP_col0
LP	0.918	VIII	col0	LP	LP_col0
LP	0.917	VIII	col0	LP	LP_col0
LP	0.603	VIII	col0	LP	LP_col0
LP	0.6	VIII	col0	LP	LP_col0
LP	0.625	VIII	col0	LP	LP_col0
LP	1.173	VIII	col0	LP	LP_col0
LP+M	1.674	VIII	col0	LP	LP+M_col0
LP+M	1.726	VIII	col0	LP	LP+M_col0
LP+M	0.809	VIII	col0	LP	LP+M_col0
LP+M	2.006	VIII	col0	LP	LP+M_col0
LP+M	2.178	VIII	col0	LP	LP+M_col0
LP+M	0.998	VIII	col0	LP	LP+M_col0
LP+M	2.163	VIII	col0	LP	LP+M_col0
LP+M	2.015	VIII	col0	LP	LP+M_col0
LP+M	0.757	VIII	col0	LP	LP+M_col0
NC	1.909	VIII	sid2	NC	NC_sid2
NC	2.032	VIII	sid2	NC	NC_sid2
NC	1.841	VIII	sid2	NC	NC_sid2
NC	0.842	VIII	sid2	NC	NC_sid2
NC	1.468	VIII	sid2	NC	NC_sid2
NC	1.208	VIII	sid2	NC	NC_sid2
NC	1.761	VIII	sid2	NC	NC_sid2
NC	2.426	VIII	sid2	NC	NC_sid2
NC	1.906	VIII	sid2	NC	NC_sid2
NC+M	1.59	VIII	sid2	NC	NC+M_sid2
NC+M	1.539	VIII	sid2	NC	NC+M_sid2
NC+M	2.017	VIII	sid2	NC	NC+M_sid2
NC+M	1.044	VIII	sid2	NC	NC+M_sid2
NC+M	0.817	VIII	sid2	NC	NC+M_sid2
NC+M	1.059	VIII	sid2	NC	NC+M_sid2
NC+M	1.169	VIII	sid2	NC	NC+M_sid2
NC+M	1.261	VIII	sid2	NC	NC+M_sid2
NC+M	1.124	VIII	sid2	NC	NC+M_sid2
LP	0.689	VIII	sid2	LP	LP_sid2
LP	0.478	VIII	sid2	LP	LP_sid2
LP	0.647	VIII	sid2	LP	LP_sid2
LP	0.664	VIII	sid2	LP	LP_sid2
LP	0.683	VIII	sid2	LP	LP_sid2
LP	0.687	VIII	sid2	LP	LP_sid2
LP	0.504	VIII	sid2	LP	LP_sid2
LP	0.846	VIII	sid2	LP	LP_sid2
LP	0.564	VIII	sid2	LP	LP_sid2
LP+M	1.147	VIII	sid2	LP	LP+M_sid2
LP+M	1.842	VIII	sid2	LP	LP+M_sid2
LP+M	0.908	VIII	sid2	LP	LP+M_sid2
LP+M	1.187	VIII	sid2	LP	LP+M_sid2
LP+M	0.757	VIII	sid2	LP	LP+M_sid2
LP+M	1.399	VIII	sid2	LP	LP+M_sid2
LP+M	1.241	VIII	sid2	LP	LP+M_sid2
LP+M	1.518	VIII	sid2	LP	LP+M_sid2
LP+M	1.273	VIII	sid2	LP	LP+M_sid2
NC	3.271	VIII	myc2	NC	NC_myc2
NC	3.121	VIII	myc2	NC	NC_myc2
NC	1.721	VIII	myc2	NC	NC_myc2
NC	2.4	VIII	myc2	NC	NC_myc2
NC	2.274	VIII	myc2	NC	NC_myc2
NC	1.971	VIII	myc2	NC	NC_myc2
NC	1.863	VIII	myc2	NC	NC_myc2
NC	1.664	VIII	myc2	NC	NC_myc2
NC	1.332	VIII	myc2	NC	NC_myc2
NC+M	3.126	VIII	myc2	NC	NC+M_myc2
NC+M	2.202	VIII	myc2	NC	NC+M_myc2
NC+M	2.704	VIII	myc2	NC	NC+M_myc2
NC+M	2.001	VIII	myc2	NC	NC+M_myc2
NC+M	2.858	VIII	myc2	NC	NC+M_myc2
NC+M	1.352	VIII	myc2	NC	NC+M_myc2
NC+M	1.53	VIII	myc2	NC	NC+M_myc2
NC+M	1.442	VIII	myc2	NC	NC+M_myc2
NC+M	2.266	VIII	myc2	NC	NC+M_myc2
LP	1.044	VIII	myc2	LP	LP_myc2
LP	0.719	VIII	myc2	LP	LP_myc2
LP	0.781	VIII	myc2	LP	LP_myc2
LP	1.243	VIII	myc2	LP	LP_myc2
LP	1.429	VIII	myc2	LP	LP_myc2
LP	0.635	VIII	myc2	LP	LP_myc2
LP	1.22	VIII	myc2	LP	LP_myc2
LP	0.645	VIII	myc2	LP	LP_myc2
LP	0.927	VIII	myc2	LP	LP_myc2
LP+M	1.361	VIII	myc2	LP	LP+M_myc2
LP+M	0.628	VIII	myc2	LP	LP+M_myc2
LP+M	1.141	VIII	myc2	LP	LP+M_myc2
LP+M	0.773	VIII	myc2	LP	LP+M_myc2
LP+M	0.526	VIII	myc2	LP	LP+M_myc2
LP+M	1.289	VIII	myc2	LP	LP+M_myc2
LP+M	0.779	VIII	myc2	LP	LP+M_myc2
LP+M	0.615	VIII	myc2	LP	LP+M_myc2
LP+M	1.044	VIII	myc2	LP	LP+M_myc2
NC	0.787	VIII	sav	NC	NC_sav
NC	1.187	VIII	sav	NC	NC_sav
NC	1.258	VIII	sav	NC	NC_sav
NC	0.937	VIII	sav	NC	NC_sav
NC	1.075	VIII	sav	NC	NC_sav
NC	1.058	VIII	sav	NC	NC_sav
NC	0.966	VIII	sav	NC	NC_sav
NC	0.875	VIII	sav	NC	NC_sav
NC	1.025	VIII	sav	NC	NC_sav
NC+M	0.954	VIII	sav	NC	NC+M_sav
NC+M	0.733	VIII	sav	NC	NC+M_sav
NC+M	0.461	VIII	sav	NC	NC+M_sav
NC+M	1.019	VIII	sav	NC	NC+M_sav
NC+M	0.733	VIII	sav	NC	NC+M_sav
NC+M	0.215	VIII	sav	NC	NC+M_sav
NC+M	0.858	VIII	sav	NC	NC+M_sav
NC+M	0.947	VIII	sav	NC	NC+M_sav
NC+M	0.415	VIII	sav	NC	NC+M_sav
LP	0.353	VIII	sav	LP	LP_sav
LP	0.308	VIII	sav	LP	LP_sav
LP	0.399	VIII	sav	LP	LP_sav
LP	0.456	VIII	sav	LP	LP_sav
LP	0.5	VIII	sav	LP	LP_sav
LP	0.493	VIII	sav	LP	LP_sav
LP	0.277	VIII	sav	LP	LP_sav
LP	0.378	VIII	sav	LP	LP_sav
LP	0.391	VIII	sav	LP	LP_sav
LP+M	0.971	VIII	sav	LP	LP+M_sav
LP+M	0.54	VIII	sav	LP	LP+M_sav
LP+M	0.461	VIII	sav	LP	LP+M_sav
LP+M	0.453	VIII	sav	LP	LP+M_sav
LP+M	0.503	VIII	sav	LP	LP+M_sav
LP+M	0.411	VIII	sav	LP	LP+M_sav
LP+M	1.03	VIII	sav	LP	LP+M_sav
LP+M	0.126	VIII	sav	LP	LP+M_sav
LP+M	1.064	VIII	sav	LP	LP+M_sav
