lab	canopysize	rep	geno	light	lab1
LP	1.098	V	cry1cry2	LP	LP_cry1cry2
LP	1.635	V	cry1cry2	LP	LP_cry1cry2
LP	0.722	V	cry1cry2	LP	LP_cry1cry2
LP	1.035	V	cry1cry2	LP	LP_cry1cry2
LP	0.549	V	cry1cry2	LP	LP_cry1cry2
LP	0.75	V	cry1cry2	LP	LP_cry1cry2
LP	1.457	V	cry1cry2	LP	LP_cry1cry2
LP	0.829	V	cry1cry2	LP	LP_cry1cry2
LP	1.487	V	cry1cry2	LP	LP_cry1cry2
LP+M	1.214	V	cry1cry2	LP	LP+M_cry1cry2
LP+M	0.962	V	cry1cry2	LP	LP+M_cry1cry2
LP+M	1.333	V	cry1cry2	LP	LP+M_cry1cry2
LP+M	0.795	V	cry1cry2	LP	LP+M_cry1cry2
LP+M	1.337	V	cry1cry2	LP	LP+M_cry1cry2
LP+M	0.724	V	cry1cry2	LP	LP+M_cry1cry2
LP+M	1.411	V	cry1cry2	LP	LP+M_cry1cry2
LP+M	0.96	V	cry1cry2	LP	LP+M_cry1cry2
LP+M	0.83	V	cry1cry2	LP	LP+M_cry1cry2
NC	2.398	V	sid2	NC	NC_sid2
NC	1.087	V	sid2	NC	NC_sid2
NC	1.917	V	sid2	NC	NC_sid2
NC	2.46	V	sid2	NC	NC_sid2
NC	2.604	V	sid2	NC	NC_sid2
NC	1.866	V	sid2	NC	NC_sid2
NC	1.394	V	sid2	NC	NC_sid2
NC	2.144	V	sid2	NC	NC_sid2
NC	1.324	V	sid2	NC	NC_sid2
NC+M	2.213	V	sid2	NC	NC+M_sid2
NC+M	2.249	V	sid2	NC	NC+M_sid2
NC+M	2.633	V	sid2	NC	NC+M_sid2
NC+M	2.09	V	sid2	NC	NC+M_sid2
NC+M	1.877	V	sid2	NC	NC+M_sid2
NC+M	2.015	V	sid2	NC	NC+M_sid2
NC+M	2.085	V	sid2	NC	NC+M_sid2
NC+M	1.968	V	sid2	NC	NC+M_sid2
NC+M	1.26	V	sid2	NC	NC+M_sid2
LP	0.271	V	sid2	LP	LP_sid2
LP	0.386	V	sid2	LP	LP_sid2
LP	0.673	V	sid2	LP	LP_sid2
LP	0.501	V	sid2	LP	LP_sid2
LP	0.682	V	sid2	LP	LP_sid2
LP	0.558	V	sid2	LP	LP_sid2
LP	0.733	V	sid2	LP	LP_sid2
LP	0.812	V	sid2	LP	LP_sid2
LP	0.824	V	sid2	LP	LP_sid2
LP+M	1.576	V	sid2	LP	LP+M_sid2
LP+M	1.24	V	sid2	LP	LP+M_sid2
LP+M	1.279	V	sid2	LP	LP+M_sid2
LP+M	1.314	V	sid2	LP	LP+M_sid2
