NC_SF_M5	NC_SF_R7	LP_CAS_R2	LP_CAS_M4	NC_CAS_R9	NC_SF_M3	LP_SF_M9	LP_CAS_R4	NC_CAS_R3	NC_CAS_R5	LP_Heat_1	NC_SF_M2	LP_SF_R8	LP_SF_M1	NC_SF_M7	NC_CAS_R8	LP_SF_M3	NC_SF_M1	LP_SF_M8	NC_SF_M4	NC_SF_R1	LP_SF_R4	NC_CAS_M3	NC_CAS_M8	NC_SF_R6	LP_SF_M7	NC_SF_M9	LP_SF_R2	LP_SF_M4	LP_CAS_R7	NC_SF_M8	NC_CAS_M2	NC_SF_R2	NC_SF_R4	LP_Free_2	LP_CAS_M2	LP_CAS_M1	NC_CAS_R6	NC_CAS_R7	LP_CAS_R3	LP_SF_R9	LP_CAS_R8	NC_CAS_M4	LP_CAS_M3	LP_CAS_R1	LP_SF_R5	NC_CAS_R2	NC_CAS_R4	NC_SF_M6	NC_CAS_M1	NC_CAS_M9	NC_SF_R9	LP_SF_R1	NC_CAS_M6	NC_SF_R8	LP_CAS_M9	LP_CAS_M5	LP_CAS_R5	LP_SF_R6	NC_CAS_M7	LP_SF_M2	LP_SF_R7	LP_SF_M6	LP_CAS_M6	NC_SF_R5	NC_CAS_R1	LP_Free_1	LP_CAS_R6	NC_CAS_M5	LP_CAS_R9	LP_CAS_M8	NC_SF_R3	LP_CAS_M7	LP_Heat_2	NC_Free_2	NC_Heat_2	NC_Free_3	NC_Heat_3	LP_SF_M5	NC_Heat_1	LP_SF_R3	Free_Leaf_1	NC_Free_1	Free_Leaf_2	LP_Free_3	LP_Heat_3	Free_Leaf_3
LP_Heat_1	0.9397554878158936	0.9511144173891146	0.9530561103558622	0.9731707807966129	0.9572376399657494	0.9492634438443538	0.9408785230969737	0.9586448794370293	0.9574731411250617	0.9594952611815815	0.0	0.9514888371295679	0.9433238065521065	0.942062378330686	0.9502409230717522	0.9567537802891931	0.9406140495906127	0.9500707541904121	0.9425622662391617	0.9387983734108771	0.9366937200625509	0.9257893001475409	0.9715949524234271	0.9704664079361591	0.9483872082055566	0.938578799482266	0.951401495970881	0.9354100277626951	0.9307656369076468	0.9567871460332611	0.949462874730301	0.9723267300130279	0.9374699547896415	0.9485396338534423	0.4765025774258799	0.9738451845396519	0.9746612060953797	0.9550259432935783	0.9531422282206176	0.9518240092332535	0.9440319808794402	0.9567531144287749	0.9737195418269003	0.9736095233078519	0.954684352700591	0.9345526551066636	0.9509838202209008	0.957829468809213	0.9392714015512117	0.9729071330434851	0.9701676220862717	0.9496169147645822	0.9323237251586168	0.975274687040538	0.9448762534399655	0.9716275400261021	0.9732691326197879	0.9541507632194516	0.92779236190447	0.9708232813884453	0.9390878283087347	0.939446088195204	0.9286618126015881	0.9722305400914014	0.943936015837102	0.9570512198414267	0.46418000944239535	0.9568906355180389	0.9728281006798191	0.9570271703262031	0.9726588099643714	0.9439353228450585	0.970981516053098	0.3066013012492458	0.65356731849041	0.3958189083967777	0.6387560676036422	0.7023486636166262	0.9239791053136847	0.3516138862871499	0.9341076774301472	0.7391164041308609	0.6614373325403143	0.7782438770229757	0.4641649352262726	0.3480109793904287	0.8213496667102658
NC_SF_M2	0.3076640412754725	0.3859191470234393	0.6882641826497016	0.7201374199882309	0.6295024274076577	0.14622197963520414	0.36392974866710315	0.7059179135332639	0.6525621418230482	0.5930885975635092	0.9514888371295679	0.0	0.39299304559291975	0.31023411265928935	0.33091756306775394	0.6328791364573223	0.30720012097177	0.12407784364272006	0.36711429691365766	0.3345877740655937	0.4090071163138214	0.4017994801160407	0.6883761782743701	0.7031959314584766	0.3514846879470547	0.3790060708038487	0.3218146465782363	0.3757089958081648	0.3450389503943156	0.6706720453342648	0.3178728074288192	0.6870765717212614	0.4134121066876181	0.34348182800693117	0.952926514934932	0.7040785472795904	0.7020504056608327	0.6237838048120455	0.6458981073888486	0.6938583294666395	0.3766372009753022	0.6731920903462894	0.692335296053107	0.7038267619284678	0.6841972621943945	0.3785729695476189	0.6680557243946704	0.6038798815476446	0.306443250965033	0.6863079156483876	0.7137495229170258	0.38047100870539885	0.389428229978052	0.7008154721969861	0.41631545393558284	0.7244932869457205	0.7184299042055596	0.7068301361039184	0.4260093918384871	0.7077650123894011	0.3129817477591978	0.4160884259099382	0.3410432863205498	0.7165044645792762	0.382099083035376	0.6571181372680744	0.947371945578734	0.7023433309723455	0.6968531716696723	0.6716076033417361	0.7241517870723271	0.38843448954891563	0.7267181299352441	0.9440757720019487	0.9592212967620746	0.9678759814765818	0.9498801703108362	0.7593579472125934	0.3874142937505713	0.9542928612085577	0.4069601041804439	0.9439782643276434	0.9630198538864447	0.9203995924369837	0.9537838655263752	0.9434351773216849	0.9747216824585676
LP_SF_R8	0.3476050302833964	0.26231875029198365	0.7389681150236873	0.8267390516737125	0.6580727168689974	0.3798782795494962	0.2940597102427453	0.7564889666097718	0.6813617125216932	0.6426270028054131	0.9433238065521065	0.39299304559291975	0.0	0.3585840398618803	0.33323890240883985	0.6568559475343935	0.36133224802603825	0.3840564454147658	0.2964777187836554	0.34324403363496797	0.2905435463177629	0.252071749547239	0.800070488164137	0.8127094564308256	0.26189650460971103	0.298334873660838	0.33302609271759737	0.25201375271264415	0.33612604593123513	0.7385083136308088	0.32970108086663413	0.7989754313702239	0.292295484344943	0.2666409017182758	0.9423974233692034	0.81623865877928	0.8149909185491258	0.6507090245752305	0.6591638473353234	0.7386063217312575	0.15030435430574107	0.7340900834448918	0.7996185420129351	0.8123819366846871	0.7370414040076271	0.24670806074212978	0.6860590035977645	0.6403564417095032	0.34746286694979006	0.7980173955353758	0.8230248266890944	0.26412480110336256	0.2592437171882554	0.8063948177834745	0.28631122813817894	0.8288245014584781	0.8284610041944483	0.7526516724124668	0.2667169577002197	0.819712664657533	0.35120012770180875	0.15699750207138172	0.33336564667794605	0.82235870138427	0.26434824506428567	0.6822987278576679	0.935032665256546	0.7522350241484409	0.8065035247453932	0.7360735821409171	0.831739927391928	0.2804388121645212	0.8330079377983796	0.9369410585736225	0.9578858520414841	0.9686422794016644	0.9326019605989977	0.6826665613143904	0.34022760519914574	0.948242977330481	0.27569642611557943	0.9183497807770354	0.954276978663189	0.8845984596367602	0.9438584901298884	0.9444436800936792	0.9663166950796921
LP_SF_M1	0.2730834332308918	0.359084582045532	0.736043723912538	0.7973462417446266	0.6563080124808965	0.30286087983871074	0.3248384338390828	0.7437557135975873	0.6825024145279891	0.6352527367644445	0.942062378330686	0.31023411265928935	0.3585840398618803	0.0	0.2977149361943883	0.6591650510264918	0.1140283656824322	0.30042075389512624	0.32974739304238027	0.2781613435728471	0.37669032823784265	0.36513180613577545	0.768753168532924	0.7815656311217618	0.3387714248432628	0.3378503717868768	0.2985206726563041	0.33603428819685377	0.29813287957595197	0.7269812376152275	0.29709905645941026	0.7660088921063263	0.3815761062448349	0.33712751306938904	0.941011845492385	0.7842007738373161	0.7796321046791177	0.651978602123523	0.6643731123954199	0.7353611953419651	0.34885750227364687	0.7284487456857012	0.7678391953614911	0.7792202433786825	0.7311111217304938	0.3501031300498291	0.6932563897733448	0.6406906308237548	0.2685669856232804	0.7642165207612306	0.7891004776524871	0.3526747799628542	0.34858920858138415	0.7734938414746992	0.3804490105797249	0.8034739273109912	0.7947536886743224	0.7441784800735788	0.3848020092928065	0.7876173315667564	0.11718436915260473	0.37650844122288296	0.29893706306095796	0.7934378826967651	0.356725067863933	0.683061986596928	0.941321160187942	0.7399359981643091	0.7731543800941558	0.7290948433354572	0.8020526943382872	0.35915905415378546	0.8045212666704054	0.9345787655868097	0.9561772503507131	0.9630945311671072	0.9405940478179676	0.7145008210097076	0.3310905132015734	0.9448756418130343	0.3635103980933401	0.9407159389652501	0.9572477828836842	0.9030650498679331	0.9485734771384958	0.939558409049431	0.9727527751734834
NC_SF_M7	0.27482428052378644	0.31741959314954254	0.7424800315268942	0.8117042835210053	0.6655940929423302	0.3218605213226349	0.2884069120624493	0.756293402999942	0.679907961858038	0.6385796700387857	0.9502409230717522	0.33091756306775394	0.33323890240883985	0.2977149361943883	0.0	0.6646522081267833	0.2962613974135311	0.31824334612687777	0.2950239171079191	0.27760394278465206	0.3629026155442301	0.3600268255764784	0.7789940137411492	0.7920452350585883	0.33936446579654583	0.30903591245226836	0.13375771064767025	0.34382314062167024	0.29553265280851554	0.7398017438252666	0.13629239816910269	0.7775899774795385	0.37224692055851144	0.3402846383235723	0.9485216248488535	0.7991054042996931	0.7945262659552599	0.6550895426532332	0.6720907243775472	0.7440104020020845	0.32399459398008384	0.7369985199344087	0.7806459629789129	0.7940658432753922	0.7373282514124578	0.35159792598845296	0.6923816724080221	0.6441913379206016	0.2732089989332981	0.7753289603151561	0.8025075983154555	0.3167833301965661	0.35343567815426224	0.7825096201467368	0.3336876393946756	0.8177021976012598	0.8077580025315119	0.7559793613611424	0.37885450046939273	0.7995817931440468	0.29929573884187016	0.347346144112312	0.2935581579901457	0.8084044594711776	0.35104630890434263	0.6809129456129244	0.9501823357617694	0.7537358144621606	0.7841902714005311	0.7389040554619717	0.8168704975756259	0.34812119929357516	0.8198797157577407	0.9416023237748111	0.95985387976933	0.9727587490238977	0.9408370002265701	0.7116042517107702	0.3200657894333967	0.951979338841131	0.36720876836210664	0.9315386550277157	0.9590442834214105	0.8961854447695605	0.953019126645342	0.9506588111873264	0.9696772069012012
NC_CAS_R8	0.6438010386943721	0.5989839537812394	0.4006021600436507	0.6503492965221601	0.17722378105638828	0.628071102730145	0.6799892892146031	0.43187852488151185	0.3055258223798346	0.2735081421822545	0.9567537802891931	0.6328791364573223	0.6568559475343935	0.6591650510264918	0.6646522081267833	0.0	0.6575653689003849	0.6313793348695408	0.6786471906850939	0.6461190215978164	0.6138592576370971	0.6354345846232639	0.6074082077102088	0.6252501259681706	0.5955215142617081	0.6735915898205868	0.6600776892426483	0.6355052008506535	0.6693103333995368	0.4295741145714982	0.655409848214677	0.6105602029076892	0.6063723157691066	0.5955081809891304	0.9561303858268388	0.6434465435598784	0.6390558816813608	0.2765321079831183	0.19133122762752117	0.39922095715806505	0.6508659619877895	0.4256796056751133	0.619608112720237	0.6352130149918324	0.40490537403471455	0.6273554363417342	0.32401699577771576	0.2747349596086636	0.6464478019788958	0.6097019253396282	0.6251751260984671	0.5976056326327825	0.6315839409066486	0.6230144572988454	0.6071907166195669	0.6473454500526452	0.6518632537450358	0.4250903040564969	0.6406200920708692	0.6238017172857057	0.6603425181766058	0.6594125200821109	0.6671348933273439	0.6494135110264814	0.598546575077199	0.32247869232890547	0.9525809107202793	0.4290969921748881	0.6129271586919949	0.433185454134056	0.6423584325315561	0.6001045754929697	0.6444128574376092	0.9541484111723039	0.9578611598645926	0.978728860476815	0.9483219447939999	0.7967131695999607	0.6756231210576442	0.9599844246934662	0.6390748969760872	0.9196516577169516	0.9552077958754353	0.8899730367953167	0.9506835674299124	0.9477727775063096	0.9532684507751182
LP_SF_M3	0.27560192929806954	0.3585772448096847	0.735079617942136	0.7938052710796815	0.6552074611105256	0.30413740361468866	0.33279195903021047	0.747282495754743	0.6765676199979652	0.6314012267231677	0.9406140495906127	0.30720012097177	0.36133224802603825	0.1140283656824322	0.2962613974135311	0.6575653689003849	0.0	0.29995005248564893	0.33204679503927914	0.2860907624456197	0.3788260570300506	0.3654529046546205	0.7653579250884511	0.7794196381979874	0.3408240529844708	0.34098931813108985	0.2964429406297762	0.33739331681212	0.3014331604653095	0.7234415974971105	0.2953765646077335	0.7636780526657828	0.3802992420980797	0.3362716283808932	0.940895343442883	0.7810826211154255	0.778552597220119	0.6455225579146205	0.6649130621359862	0.7361107220708696	0.34978524567769326	0.7255083709033427	0.7667154970536367	0.7774839461498537	0.7294893293280428	0.35200540569482214	0.6876302596797025	0.6382063398845046	0.27229942857222494	0.7623225244812669	0.7873512218915395	0.3523045699033873	0.35155301953348217	0.7736366544662449	0.3788269260508614	0.8014855465774505	0.7914911754965714	0.7448372551007022	0.38669143983897997	0.784649585388742	0.1113391482922907	0.37901414691729046	0.3036124861178906	0.7902864781178137	0.3608192159883781	0.6794468023578022	0.9394638963634184	0.7414505702334364	0.7703751612491423	0.7258006334626327	0.8010623612738595	0.35895375921820516	0.8007419831813924	0.9338361935928947	0.955727515478599	0.9630365638806907	0.9388820172256659	0.7157610105427209	0.33516866797447925	0.9443225982564153	0.3654057613595439	0.9385330750153071	0.9574499447205178	0.9029055391303761	0.9466415794529328	0.9408833454637618	0.9729172580432072
NC_SF_M1	0.2992825729907451	0.3781717564159697	0.6854027104288519	0.7231312220671868	0.6292234078403715	0.13160021630509916	0.3497821752752119	0.70181543959938	0.6480823267946801	0.5960142100804594	0.9500707541904121	0.12407784364272006	0.3840564454147658	0.30042075389512624	0.31824334612687777	0.6313793348695408	0.29995005248564893	0.0	0.3533831575556359	0.3165970133486638	0.3937532911011352	0.3879567802387887	0.693739352060149	0.7061307778463295	0.34366848045680526	0.3649940304760239	0.3131085420161486	0.36502214906924074	0.32919239182734455	0.6689859050920405	0.3063342610875794	0.6917795095268255	0.39820497332533067	0.33981894550144803	0.9506354608164922	0.7098198739903987	0.7069048204824359	0.6216314017948151	0.6430306521422468	0.6913022320686625	0.36867379216216517	0.6723825513782691	0.6957311032120757	0.7062136808392543	0.6834523558050607	0.36872851767722675	0.6665602567865975	0.603535258186391	0.2906880466313976	0.6916125347422859	0.7160783278629395	0.36899536687109485	0.37389683325581674	0.7023309615618157	0.40303562501250334	0.7275240462013081	0.722989180669962	0.7014903264666551	0.4097066475019991	0.7117015913238218	0.30480477395897027	0.4045994560557263	0.325528464516459	0.7190312103745139	0.3694492979421944	0.652066579242357	0.945555375477064	0.6965754023401104	0.699767906050654	0.67269525078963	0.7266327945730182	0.3715440404687961	0.7284774938755787	0.9416248908255963	0.9584507330604355	0.9673831100045934	0.9468198705046569	0.7467785733457366	0.37187679612525043	0.9527910492221361	0.39459700706121215	0.9419525549121923	0.9615896310098666	0.9170552633716306	0.9526439568140365	0.9418353537745382	0.9738563390477204
LP_SF_M8	0.3126584192260782	0.3365682278603832	0.7571887086778937	0.8201410113982402	0.6775269178812251	0.35280740805891825	0.1580128177767729	0.7676856163980282	0.6977771691699146	0.6574544207640788	0.9425622662391617	0.36711429691365766	0.2964777187836554	0.32974739304238027	0.2950239171079191	0.6786471906850939	0.33204679503927914	0.3533831575556359	0.0	0.31421240907784426	0.35263577308596766	0.3488885111409966	0.7945172747703264	0.8060333255193497	0.34052507345464794	0.17102529081609574	0.2941631102169319	0.32128510929511145	0.30052713733641045	0.74965897713668	0.29154550904632903	0.7931042487473495	0.36427216773981913	0.3413550970173611	0.9437763331594595	0.8124308219852475	0.8090048168050831	0.6663073890289206	0.6796780847034031	0.7612458845751258	0.28979953452843	0.7456669864409815	0.7950113455047395	0.8070596350696703	0.755193481775716	0.33817156917641844	0.7076162370252688	0.6594396661169565	0.31079015520095016	0.7894727630463699	0.8147502056099016	0.32902041626882167	0.3249645775655192	0.7981116975853875	0.3445959810932918	0.826926282678637	0.8211004797173274	0.7680388710050471	0.3633137634974363	0.8132009082576521	0.3328455070400605	0.3079812603673619	0.3001451158349485	0.8161708490877395	0.34335532352510906	0.6981494950015031	0.9349881653089537	0.7654375858427485	0.7967695418948779	0.749919604598806	0.8245215433545701	0.34645611328206377	0.8260968100043906	0.9337083025542177	0.9568128779015778	0.9677548907667292	0.9294509910905254	0.6839459115280134	0.3113257856602009	0.9467858936190932	0.34158981726098014	0.9244875998255088	0.9528249155588521	0.8882450118328001	0.9421708951222061	0.9411826204783106	0.967998513090365
NC_SF_M4	0.15941884693289213	0.3394460266765503	0.7273358506006871	0.7994035842919052	0.6438865354206474	0.3113201401091896	0.3104415823417818	0.7337436154921705	0.6634817733612788	0.6249351919835966	0.9387983734108771	0.3345877740655937	0.34324403363496797	0.2781613435728471	0.27760394278465206	0.6461190215978164	0.2860907624456197	0.3165970133486638	0.31421240907784426	0.0	0.33961674423677274	0.34635560163019985	0.7669082662594028	0.7785145970014888	0.3221020883354293	0.3168826763058077	0.2789812971575491	0.3261053346614026	0.2762356409385823	0.7231395137956206	0.27922370542703695	0.7643987664525721	0.34566086091054865	0.3218171661907161	0.9371269883769827	0.7886063013821376	0.7823637284195271	0.6340632331557027	0.6464301859310841	0.7245867439289795	0.3407165278050394	0.7194794209159198	0.76968729526851	0.7815194452918017	0.7257504307490449	0.33744796567175905	0.6736415986476298	0.6295802498175038	0.15711738662024646	0.764544046884215	0.7899810665210357	0.33791874869299215	0.3279311032177719	0.7753121961424082	0.34819837975186924	0.8033679398500643	0.7964323981041224	0.7383698938928962	0.3594249553330591	0.7854071759912568	0.2802803741722685	0.35355578505171154	0.26992582250623676	0.7937887755442143	0.32251589374823003	0.6655238780207371	0.9360099570122876	0.7372389584203762	0.7702283512222651	0.7253236453415273	0.8008968329372942	0.32469722551988006	0.8034097650993988	0.9297901032392829	0.9478734398512842	0.9589351773964827	0.9364414678409081	0.6764787853720671	0.29467209106280895	0.9381649358311712	0.34261190282980036	0.9243728783539124	0.9521050587073836	0.8871933904624763	0.9445287117314994	0.936633439298593	0.9665530192072339
NC_SF_R1	0.35266950078118436	0.265163733767408	0.7047070374449943	0.8139985355575781	0.6101544963350265	0.38712013933415673	0.3474084206356733	0.7125650040160902	0.6362455273647923	0.5982267008692215	0.9366937200625509	0.4090071163138214	0.2905435463177629	0.37669032823784265	0.3629026155442301	0.6138592576370971	0.3788260570300506	0.3937532911011352	0.35263577308596766	0.33961674423677274	0.0	0.26420614551969984	0.7818440628627765	0.7944369906557952	0.25294328377274133	0.35741976139092774	0.3654428336643932	0.24902614730988554	0.34613328962035267	0.7104681830800472	0.36306008276189616	0.779618646734861	0.18034102847300473	0.2610931961679104	0.9347977874579434	0.8051358690157362	0.8030292562875855	0.6005136187237915	0.6111377325193491	0.7027581411569802	0.29294166010522976	0.7085622591765771	0.7874253879357979	0.8020949569859352	0.7035259336223443	0.2597827098537254	0.6462078705448888	0.5970715173835578	0.3521037328524186	0.7818571634823477	0.8017892062259944	0.2614498572171723	0.25480858320431393	0.7895622717012222	0.2696513763915226	0.8160039013793113	0.8137240862677069	0.715482281536217	0.27028636091270497	0.8017247996125911	0.37114300561199237	0.28900853898695966	0.33471574667002746	0.8064252917358438	0.23943320158722223	0.6347959894177234	0.9308990024550667	0.7147689144353845	0.7883009805523286	0.7074076481432535	0.8148664305400912	0.17958927917328874	0.8162925625521161	0.9288254847174762	0.9494105825138165	0.9594870897019749	0.9285211628857997	0.6510379827768786	0.33847962082665844	0.9377089496341694	0.2639669870203124	0.9145255949696529	0.9486144736410203	0.8792215807778838	0.9420912536942313	0.9378329457410449	0.9593364835714356
LP_SF_R4	0.3539471236013706	0.2858848606719967	0.7139106255293513	0.8151386777163498	0.6286834355492783	0.38325132402594275	0.3448264129872481	0.7314574977335832	0.6576852866710949	0.6211042496901383	0.9257893001475409	0.4017994801160407	0.252071749547239	0.36513180613577545	0.3600268255764784	0.6354345846232639	0.3654529046546205	0.3879567802387887	0.3488885111409966	0.34635560163019985	0.26420614551969984	0.0	0.7881524858061697	0.7978783616688289	0.259176163798426	0.35303271149703097	0.3632837818616237	0.2267322059032558	0.3406268545804903	0.717101053797024	0.36245591726227083	0.7890536903890661	0.2629249574124712	0.2618488632251082	0.9282613177374609	0.8055946918446096	0.8032065425665594	0.6299344284878753	0.6345436916494877	0.7106935351215207	0.2561927831021193	0.7126787280115316	0.7906216109675549	0.8009762630397341	0.712421296659429	0.1624752506005366	0.6651061956689619	0.6231684008566095	0.3558371364567603	0.786314651899622	0.806946926710391	0.28695323343737017	0.23079843700392158	0.7952042127556578	0.28908606919658936	0.8192565997421888	0.815510187768364	0.7271796422296487	0.1680230799963387	0.8043977041018128	0.35477159402507336	0.2601504379584928	0.33578580726772594	0.809324641085776	0.24931250394068158	0.6557899842143509	0.9183871243756498	0.7278106469028616	0.7932641449586066	0.716395141816478	0.8164323173990744	0.2569819457037928	0.8197891706903743	0.9190927406784459	0.9444622894847908	0.9504555563638327	0.9198450533982754	0.65115631188833	0.3434711233577031	0.931488547079446	0.24771842529998964	0.9169551992615081	0.9444994606151303	0.8809853471816121	0.9305212045411583	0.9256203557857476	0.9628559689540992
NC_CAS_M3	0.7619509976804952	0.7800651627027283	0.5109004976598049	0.2077773913678982	0.606131215043918	0.6905590027603368	0.7922968583114234	0.5527770899803228	0.5978634725198317	0.5904514421487312	0.9715949524234271	0.6883761782743701	0.800070488164137	0.768753168532924	0.7789940137411492	0.6074082077102088	0.7653579250884511	0.693739352060149	0.7945172747703264	0.7669082662594028	0.7818440628627765	0.7881524858061697	0.0	0.18795610210367894	0.7661741889875098	0.7949953843635504	0.7764990704521364	0.7848932625438041	0.7781602663372907	0.463446170739584	0.7738030000686444	0.13819984445076897	0.7825197118476037	0.7694722465364527	0.9728692603720764	0.18136953566882627	0.18501798711789771	0.6204677163590201	0.6163143852583969	0.5246020761039337	0.7891050354581381	0.4750641524910469	0.17691550149451343	0.18629828321438277	0.49838163382391615	0.7861366858715034	0.6003019373965492	0.6001308769028181	0.76177495829806	0.14135786507705358	0.21274251537200256	0.7773473372793651	0.7843505581083405	0.19773834910866783	0.7840343026693843	0.22087203118678442	0.20110991861808628	0.5479449991866455	0.7921777002533614	0.19279628049894576	0.7710541306132175	0.8031665609945663	0.7838765575890281	0.21550892524167053	0.7713893995501676	0.6062187801659606	0.9732274259552435	0.5432217992959255	0.19651741372961185	0.47570463195655516	0.23707572405507701	0.7728918873184204	0.24647794018035787	0.9692492141939317	0.9739192563773242	0.9818113732426431	0.9725974271119322	0.8927782413126645	0.7914292999211339	0.9712696034696932	0.797502004463857	0.9588282596179291	0.9737772825209771	0.9433437878042106	0.9733313027574476	0.9472126800872089	0.97565064185395
NC_CAS_M8	0.7732485142351114	0.7939014157911269	0.5143003606881228	0.20101087288036076	0.6266153569166588	0.7030338045469625	0.8061101676184262	0.5530867366554778	0.6141232452283403	0.6112010394894959	0.9704664079361591	0.7031959314584766	0.8127094564308256	0.7815656311217618	0.7920452350585883	0.6252501259681706	0.7794196381979874	0.7061307778463295	0.8060333255193497	0.7785145970014888	0.7944369906557952	0.7978783616688289	0.18795610210367894	0.0	0.7814877197967229	0.8061995093706215	0.7905724903655872	0.7957922439600486	0.7927539961752398	0.45279162933115275	0.7884863636076284	0.1961646429223949	0.7945307756076883	0.783330598827288	0.9745572222332157	0.18617711094088352	0.1903493322777572	0.6430524836463597	0.6362021539255406	0.5250856929745347	0.8021730244826757	0.4638449253742058	0.17867822407699796	0.1833721519050734	0.4989154491997923	0.7971747520480149	0.6141248028829479	0.6273739056104413	0.7768505716401118	0.2035845224546109	0.17642279325216928	0.7911140496469299	0.7974893738606604	0.19290970595673285	0.7958066437949763	0.20728596263885463	0.19674269648164894	0.5482400821664025	0.8032310873655816	0.16641159740571465	0.7828151722806773	0.8156525775439702	0.7970214950024445	0.2021766454211512	0.7848131538181141	0.6197125092596406	0.9720684294855033	0.5367542558699843	0.19619782718340728	0.4647518919147363	0.22188975575202993	0.7864891112750378	0.2287120052086477	0.9677892837136493	0.976982276360723	0.9827960151632182	0.9714389964058536	0.8894274424746316	0.8036798882483269	0.9733320897718638	0.8107636968978779	0.9615445878158396	0.975191852173864	0.9497193815245598	0.9737942231653554	0.9470071344611183	0.9753225354450635
NC_SF_R6	0.32329229490018924	0.25957140341906004	0.6907634667680909	0.8017375546283965	0.5936386159706074	0.34778289480002345	0.33390028980858116	0.7060228663859596	0.6317021645754431	0.5762075304161158	0.9483872082055566	0.3514846879470547	0.26189650460971103	0.3387714248432628	0.33936446579654583	0.5955215142617081	0.3408240529844708	0.34366848045680526	0.34052507345464794	0.3221020883354293	0.25294328377274133	0.259176163798426	0.7661741889875098	0.7814877197967229	0.0	0.3546979784484437	0.33394684033523814	0.24305409527632402	0.340059261064445	0.695629230483716	0.33192744091380083	0.7699007057460878	0.2573220009017537	0.11970673806981662	0.9453881673478363	0.7880750949585699	0.7853088638324902	0.5904858025335206	0.6000010460298031	0.6912246294382156	0.25723126433353993	0.6956933276411015	0.7720294402335274	0.7816938743591666	0.6896570107959888	0.23394223526627658	0.6375047790725538	0.5780630331133927	0.3172239649095702	0.7652363917699994	0.7905027339935762	0.24819313876128515	0.2537614772612306	0.7784702741593287	0.28354612672577884	0.8063726977610214	0.8001747404952766	0.7030827707971964	0.2756979336436852	0.7869643345645025	0.3386578127850436	0.28260666714270494	0.331336986576819	0.7985346933287096	0.14956505941212792	0.637416749859985	0.9423168180608067	0.7003229270797768	0.7740215770576171	0.6924887585867602	0.8043886870666426	0.2317137789525924	0.8063897644034164	0.9388055615119022	0.9551605727116365	0.968422160751451	0.9371538155984529	0.6938980757597596	0.35293734116758574	0.9504852421710154	0.2747648065931764	0.9249564222969294	0.9543772469571128	0.8942702393596276	0.9514054528633599	0.9460929430633395	0.9636661211621376
LP_SF_M7	0.3218482215380923	0.3380498362325324	0.7539547334361839	0.818395529254668	0.6757027091129397	0.36152173644176794	0.16404659485286363	0.7625783166439538	0.6905198398721866	0.6578639461235233	0.938578799482266	0.3790060708038487	0.298334873660838	0.3378503717868768	0.30903591245226836	0.6735915898205868	0.34098931813108985	0.3649940304760239	0.17102529081609574	0.3168826763058077	0.35741976139092774	0.35303271149703097	0.7949953843635504	0.8061995093706215	0.3546979784484437	0.0	0.30265404324367917	0.3198379275793408	0.30915304104812147	0.752774351437566	0.30547584155779367	0.7934197510471459	0.36568400261411643	0.35161699722950496	0.9420152571067831	0.8114119355311328	0.8092763876319213	0.6670590005775837	0.6736973247577573	0.7528636084178275	0.2993651722118868	0.7471570322120101	0.7912476363002704	0.8065584414532483	0.7496444753572578	0.34318988787116994	0.7005018649755614	0.6595215790712343	0.32297706965430056	0.7910754323457561	0.8139451006688616	0.3375738845554963	0.32436393024708005	0.7973302352893548	0.3419543402929939	0.8247289618600693	0.8204769789215095	0.7647611146219427	0.36031680710376623	0.8131643575579748	0.33935001026782213	0.30377228811742474	0.3038998465198112	0.8142124183289886	0.34792848578860597	0.6933259698851283	0.9350625956814645	0.7642951783929999	0.7940324147572703	0.7529744311443717	0.8240362513855066	0.35358091186283297	0.8264366955818574	0.9305914043956856	0.9576203491827482	0.9667584092962928	0.9286678175883529	0.6742471805368929	0.3104544197811365	0.9444542221672038	0.33692637262310215	0.9244256004856041	0.9544043874428434	0.8823984273891412	0.9408380971626878	0.9388576068110953	0.9652742109104365
