NC_SF_M5	NC_SF_R7	LP_CAS_R2	LP_CAS_M4	NC_CAS_R9	NC_SF_M3	LP_SF_M9	LP_CAS_R4	NC_CAS_R3	NC_CAS_R5	LP_Heat_1	NC_SF_M2	LP_SF_R8	LP_SF_M1	NC_SF_M7	NC_CAS_R8	LP_SF_M3	NC_SF_M1	LP_SF_M8	NC_SF_M4	NC_SF_R1	LP_SF_R4	NC_CAS_M3	NC_CAS_M8	NC_SF_R6	LP_SF_M7	NC_SF_M9	LP_SF_R2	LP_SF_M4	LP_CAS_R7	NC_SF_M8	NC_CAS_M2	NC_SF_R2	NC_SF_R4	LP_Free_2	LP_CAS_M2	LP_CAS_M1	NC_CAS_R6	NC_CAS_R7	LP_CAS_R3	LP_SF_R9	LP_CAS_R8	NC_CAS_M4	LP_CAS_M3	LP_CAS_R1	LP_SF_R5	NC_CAS_R2	NC_CAS_R4	NC_SF_M6	NC_CAS_M1	NC_CAS_M9	NC_SF_R9	LP_SF_R1	NC_CAS_M6	NC_SF_R8	LP_CAS_M9	LP_CAS_M5	LP_CAS_R5	LP_SF_R6	NC_CAS_M7	LP_SF_M2	LP_SF_R7	LP_SF_M6	LP_CAS_M6	NC_SF_R5	NC_CAS_R1	LP_Free_1	LP_CAS_R6	NC_CAS_M5	LP_CAS_R9	LP_CAS_M8	NC_SF_R3	LP_CAS_M7	LP_Heat_2	NC_Free_2	NC_Heat_2	NC_Free_3	NC_Heat_3	LP_SF_M5	NC_Heat_1	LP_SF_R3	Free_Leaf_1	NC_Free_1	Free_Leaf_2	LP_Free_3	LP_Heat_3	Free_Leaf_3	H2O_2	H2O_3	H2O_1
Zotu2767	0	0	12	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	10	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6622	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6164	3	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2158	0	0	1	13	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	10	0	0	0	0	0	1	0	16	0	0	0	8	13	0	0	0	0	0	13	9	1	0	0	0	0	11	5	0	0	11	0	7	18	0	0	6	0	0	0	9	0	0	0	0	9	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4797	2	0	0	0	0	0	0	0	0	0	0	2	0	4	2	0	1	3	1	3	1	0	0	0	1	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	1	0	0	1	0	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu2246	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	6	0	0	0	17	20	0	0	0	0	1	12	9	0	0	0	0	0	10	5	0	0	8	0	7	4	0	0	1	0	0	0	7	0	0	0	0	6	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2412	7	2	0	0	0	10	0	0	1	2	0	14	1	9	2	0	7	10	3	6	0	1	0	0	5	1	2	0	4	0	4	0	0	4	0	1	1	0	0	1	4	0	0	0	0	2	0	3	12	0	0	2	1	0	1	0	1	0	1	0	8	2	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0
Zotu3763	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	2	0	1	0	0	0	6	3	0	1	0	0	2	7	4	0	0	1	0	0	6	3	0	0	1	0	1	1	2	0	3	0	0	0	3	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4308	1	0	0	0	0	4	1	0	0	0	0	12	1	0	1	0	0	8	2	0	0	0	0	0	1	0	3	0	2	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4113	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	0	5	0	0	0	8	6	0	0	0	0	0	6	3	0	0	0	0	0	8	4	0	0	6	0	6	4	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3144	0	2	0	3	1	1	8	2	0	1	0	4	4	4	0	1	2	2	2	0	3	2	0	0	5	4	1	2	7	0	0	0	0	1	0	1	1	1	0	0	1	1	3	1	0	11	1	3	1	1	0	3	3	0	2	0	0	0	3	0	3	1	6	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0
Zotu4815	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	2	0	0	0	3	6	0	0	0	0	0	1	2	0	0	0	0	0	4	3	0	0	2	0	3	5	0	0	1	0	0	0	5	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5611	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	3	0	0	4	1	3	0	0	0	4	0	2	2	0	1	0	2	3	0	0	0	0	0	4	0	0	1	0	0	2	0	0	1	0	0	1	1	0	0	0	1	1	0	4	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu3744	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	2	0	0	0	4	6	0	0	0	0	0	5	4	0	0	0	0	0	5	2	0	0	3	0	1	1	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1631	10	4	0	0	0	3	1	0	0	0	0	11	5	23	5	0	16	6	1	10	5	7	3	1	15	1	5	5	1	0	8	1	1	31	0	0	3	0	0	0	5	0	2	0	1	11	0	0	12	1	0	8	3	3	3	0	0	0	4	0	20	5	3	0	15	0	0	0	0	0	0	9	1	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0
Zotu6812	1	2	0	0	2	12	2	0	2	1	0	15	0	5	6	1	11	14	3	4	2	2	0	0	2	2	11	4	3	1	10	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	6	0	0	0	1	1	3	0	0	0	0	0	11	2	2	0	0	3	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0
Zotu3073	0	0	0	0	0	40	1	0	0	0	0	36	2	0	3	0	0	35	0	0	0	1	0	0	0	0	4	0	1	0	1	1	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2254	1	2	0	0	0	3	2	0	0	0	0	9	2	21	1	0	30	5	2	1	0	1	0	0	3	1	1	0	4	0	3	1	1	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	13	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu633	0	0	0	0	0	2	1	0	0	3	0	10	0	0	0	0	1	12	0	1	0	1	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4709	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6558	0	7	1	0	3	1	0	2	0	2	0	0	2	0	1	1	1	2	0	0	7	2	0	0	9	0	0	5	0	0	0	0	4	24	0	0	0	2	1	2	1	1	0	1	1	5	0	2	0	0	0	8	3	0	5	0	0	2	5	0	0	2	0	0	9	0	0	2	0	1	0	5	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
Zotu6888	2	0	0	0	0	6	0	0	0	0	0	10	0	4	0	0	2	9	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu6644	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	3	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3605	4	0	0	1	0	1	7	0	0	0	0	0	3	0	2	0	0	3	4	0	0	1	0	0	0	8	0	1	1	0	2	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu6620	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	4	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3042	10	2	0	0	0	5	1	0	0	0	0	3	4	7	2	0	6	1	13	1	0	3	0	0	5	4	2	5	1	0	1	0	0	4	0	0	0	0	0	0	5	0	0	0	0	1	0	0	5	0	0	1	3	0	6	0	0	0	2	0	5	6	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu2396	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	4	0	0	0	0	0	0	0	8	0	0	0	11	11	0	0	0	0	0	17	7	0	0	0	0	0	9	5	0	0	5	0	8	8	1	0	5	0	0	0	5	0	0	0	0	4	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu489	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	4	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4648	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	2	4	0	0	0	0	0	2	1	0	0	0	0	1	3	6	0	0	0	0	0	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2651	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	6	0	0	0	0	0	1	0	10	0	0	0	6	9	0	0	0	0	0	19	9	0	0	0	1	0	23	7	0	0	5	0	6	12	5	0	5	0	0	0	11	0	0	0	6	10	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2493	0	3	0	0	0	1	3	0	0	0	0	0	3	34	7	0	49	3	1	0	3	2	0	0	4	3	4	2	4	0	6	0	4	0	0	0	1	0	0	0	5	0	1	0	0	4	0	0	1	0	0	4	5	1	2	0	0	0	2	0	41	2	0	1	3	2	0	1	0	0	1	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
Zotu6432	0	1	0	2	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu4333	3	0	0	0	1	2	0	0	0	17	0	8	0	3	0	2	2	5	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	20	3	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6627	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2061	0	0	2	8	0	3	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	15	9	0	0	0	0	0	0	0	7	0	0	0	22	25	0	0	0	0	1	16	12	0	0	0	1	0	8	9	0	0	6	0	9	13	0	0	10	0	0	0	9	0	0	0	0	8	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5311	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu4871	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	2	0	0	0	6	10	0	0	0	0	1	1	4	3	0	0	0	0	6	2	0	0	5	0	2	2	0	0	3	0	0	0	5	0	0	0	0	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6096	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6936	0	2	0	0	0	0	3	0	0	0	0	0	0	6	0	0	6	0	3	0	0	0	0	0	2	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu3124	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	5	0	0	0	5	2	0	0	0	0	0	6	5	0	0	0	0	0	6	3	0	0	3	0	7	8	2	0	3	0	0	0	11	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3886	0	3	1	0	10	0	0	0	2	11	0	1	2	0	0	6	0	1	0	0	0	2	0	0	7	1	0	0	0	1	0	0	0	10	0	0	0	3	1	1	3	0	0	0	1	0	4	5	0	0	0	1	1	0	1	0	0	0	3	1	0	2	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu6878	4	2	0	0	0	9	2	0	0	0	0	14	2	10	8	0	7	17	3	0	0	1	0	0	1	0	8	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	3	1	0	0	0	0	0	0	0	7	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Zotu4261	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	2	0	0	0	5	5	0	0	0	0	0	3	7	0	0	0	0	0	5	3	0	0	4	0	2	5	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6800	0	2	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	1	4	0	4	0	0	0	1	0	0	5	1	0	0	0	4	12	0	0	0	0	0	0	2	0	2	0	0	3	0	0	1	1	0	6	1	0	1	0	0	0	2	0	2	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
Zotu5572	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	6	0	0	0	0	0	2	4	0	0	1	0	3	3	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5846	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	1	0	2	0	1	1	0	0	4	2	2	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	3	0	0	0	3	0	0	0	0	1	18	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4159	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	2	0	0	0	6	11	0	0	0	0	1	2	5	0	0	0	0	0	7	2	0	0	4	0	9	12	0	0	4	0	0	0	5	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2209	7	6	0	0	0	11	1	0	0	0	0	6	0	5	2	0	3	11	4	9	20	0	0	0	9	1	2	3	2	0	3	0	17	17	0	0	0	0	0	0	5	0	0	0	0	0	0	0	14	0	0	4	0	0	10	0	0	0	0	0	0	2	3	0	7	0	0	0	0	0	2	18	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Zotu3261	0	0	0	8	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0	8	0	0	0	11	16	1	0	0	0	0	10	2	0	0	0	0	0	4	6	0	0	3	0	6	17	0	0	3	0	0	0	3	0	0	0	1	5	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2865	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	1	0	0	0	5	6	0	0	0	0	0	14	3	0	0	0	0	0	3	2	0	0	1	0	3	7	0	0	2	0	0	0	6	0	0	0	0	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1879	0	0	0	0	26	0	1	5	8	15	0	0	2	0	2	23	1	0	0	3	0	1	6	4	3	0	1	1	1	1	0	4	1	4	0	2	1	8	13	1	1	1	4	3	0	0	8	10	3	1	0	0	0	3	0	0	0	7	0	10	2	0	0	0	0	2	0	22	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu3165	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	26	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2609	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6360	0	1	0	0	6	0	0	1	1	8	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	1	0	0	0	4	1	1	2	3	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	4	6	0	0	0	0	0	1	4	0	0	0	0	0	4	3	0	0	4	0	2	3	0	0	3	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4042	0	0	0	2	0	2	1	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	2	4	1	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	4	4	0	0	0	0	0	3	2	1	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3002	8	0	0	0	0	3	0	0	0	1	0	2	2	0	1	0	0	1	2	3	4	20	0	0	10	1	1	2	0	0	1	1	6	7	0	1	0	1	0	0	0	0	0	0	0	16	0	1	4	1	0	1	0	0	3	0	0	0	11	0	1	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Zotu4100	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	2	0	3	0	0	5	0	0	3	0	0	0	6	4	0	0	0	1	0	6	2	0	0	0	0	0	2	1	0	0	4	0	0	3	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu3645	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0	0	1	0	3	0	0	0	4	4	0	0	0	0	0	8	2	1	0	0	0	0	2	4	0	0	1	0	2	3	0	0	1	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2241	0	0	2	9	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	16	15	0	0	0	0	0	2	0	10	0	0	0	31	24	0	0	0	0	4	22	28	0	0	0	0	0	11	8	0	0	8	0	14	13	0	0	11	0	0	0	13	0	0	0	1	7	3	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2691	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	6	0	0	0	22	21	0	0	0	0	3	12	4	0	0	0	0	0	9	0	0	0	2	0	4	14	0	0	7	0	0	0	6	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5442	1	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	6	0	0	0	0	0	0	1	3	0	0	0	6	4	0	0	0	0	2	5	4	0	0	0	0	0	9	2	0	0	4	0	7	2	0	0	5	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu671	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
