2M.9.2	1M.8.4	2M.10.4	1M.10.1	1M.6.1	1M.9.2	1M.10.2	1M.8.2	1M.6.3	1M.8.1	1M.9.1	1M.10.4	2M.9.4	2R.6.3	1R.9.2	2M.6.4	1M.7.3	1M.7.1	1M.9.3	1M.6.2	2R.7.2	2M.6.1	2R.8.2	1M.7.2	2M.8.2	2M.6.2	2M.9.1	1M.8.3	1R.9.4	2R.9.1	2M.9.3	2R.9.2	2R.7.3	1M.7.4	1R.8.4	1M.10.3	2M.8.3	1R.6.2	2R.8.4	1R.6.1	1R.6.4	2R.7.1	Input3	Input1	3M.7.4	Input2	3R.10.3	3M.9.2	3M.7.1	3R.7.4	3R.7.2	3R.9.4	3R.10.1	3R.9.3	3R.6.3	3M.9.1	3M.10.4	3M.7.3	3R.7.1	3M.10.3	3R.8.3	3M.10.1	3R.8.4	3R.10.4	3M.8.1	3M.8.3	3R.10.2	3R.6.1	3R.6.2	3R.6.4	3M.6.2	3R.7.3	3M.9.4	3R.9.2	3M.10.2	3R.8.1	3M.6.4	3R.8.2	3R.9.1	3M.8.2	3M.7.2	3M.9.3	3M.6.1	3M.6.3	3M.8.4
2R.7.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.59636668462	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.598229617626	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.90750648955	0.782229487161	1.0	0.789698084225	1.0	0.915174217687	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.779658332325	0.535661966594	1.0	0.73589612353	0.883678743968	1.0	1.0	1.0	1.0	0.591198155587	0.492279265103	1.0	0.798785620801	0.797122349957	1.0	0.824249346627	0.739944303184	0.800399923108	0.825105557119	1.0	1.0	1.0	1.0	1.0	0.840188912759	0.789103713933	1.0	1.0
2M.6.1	0.69620589185	0.718098815013	0.644212992365	0.713259447311	0.24551424719	0.623613371355	0.342897281187	0.363204985533	0.632877087365	1.0	0.632387787867	0.511884979754	0.731851045765	0.348033356936	0.249333201523	0.621698679472	0.651544827148	0.661649796131	0.641318513713	0.636202192409	1.0	0.0	1.0	0.649812795051	0.0912886067718	0.746933249297	0.608467416289	1.0	0.161908296733	0.50244514037	0.647211793196	0.622994212565	0.668829244196	1.0	1.0	0.297174998345	0.427861518735	1.0	1.0	0.195341265444	0.479942200104	1.0	0.728097831024	0.722305956475	0.474128138821	0.700611419029	0.431578287521	0.514372404515	0.459712023038	0.847747348348	0.742612921604	0.345119815501	0.794370356482	0.389451786721	0.197214615117	0.429893814818	0.759056871562	0.336938092415	0.528346687655	0.328993496395	0.687806110381	0.433332350799	0.772447252623	0.768724160441	0.541907152518	0.717444686694	0.749548944706	0.81746895955	0.167228948991	0.504293346738	0.665643812709	0.566263364626	0.616138052316	0.249789168151	0.830882261819	0.576909462476	0.455601815035	0.326445007939	1.0	0.571582809621	0.335899981581	0.403434727355	0.828291096296	0.745012737267	0.644165409387
2R.8.2	0.886845480707	0.845552809727	1.0	0.704630046703	0.825178068153	0.571758175186	0.780527037218	1.0	0.826320753739	1.0	0.586804048343	0.685279444269	0.609615478767	0.793059749933	1.0	1.0	0.676988653326	0.643273729174	0.727910204671	1.0	1.0	1.0	0.0	0.513799865367	1.0	1.0	1.0	1.0	1.0	0.614217206024	1.0	1.0	1.0	0.813082913397	1.0	1.0	1.0	1.0	0.567746663949	1.0	1.0	0.51628918212	0.977276116086	0.924052484799	0.858766825056	0.959052123233	1.0	0.828663370762	1.0	0.84929817784	0.733789517121	1.0	0.815127687478	0.892685939178	1.0	0.705176537055	1.0	1.0	1.0	1.0	1.0	0.859822257756	0.801484983604	1.0	0.741557994349	0.664797931051	1.0	1.0	1.0	1.0	0.798988407831	0.802183514028	0.754516152909	1.0	1.0	0.729821833898	0.741977037466	1.0	1.0	1.0	1.0	1.0	0.724736741812	0.657836910327	1.0
1M.7.2	0.519177826393	0.501011461083	0.57714640657	0.389916332527	0.552153975492	0.118075386102	0.54591479548	0.546269462619	0.386055396371	1.0	0.147908902521	0.35022732261	0.240815771848	0.557362130947	0.738244931781	0.538927135398	0.268925584797	0.251657038056	0.302662340761	0.487289488863	1.0	0.649812795051	0.513799865367	0.0	0.676230353254	0.672539402741	0.515543504698	1.0	0.59228155165	0.2733534669	0.482180081553	0.54117913039	0.506410382267	0.814213579381	1.0	0.735173364684	0.571528729405	1.0	0.571886932655	0.69987076412	0.592004168838	0.521467974478	0.90032951759	0.842362373632	0.681059038163	0.85798688026	0.920693592947	0.704742774359	0.774404080038	0.687722785257	0.449788326003	0.775220317943	0.567912841946	0.695663308626	0.788131694615	0.496458308539	0.745861927608	0.677561506432	0.661020623082	0.770734795407	0.64599498087	0.649776370056	0.56555390242	0.67430962138	0.435242276874	0.30825591914	0.840636789115	0.76495806473	0.677847846304	0.791602671271	0.583939993816	0.803084077711	0.493845608449	0.730625226963	0.794537754578	0.731682312253	0.743486994984	1.0	1.0	0.703466404944	0.773555317311	0.749061370414	0.507620901004	0.660922433646	0.483597152007
2M.8.2	0.714470780155	0.734296581782	0.657832614773	0.720654460544	0.274805583279	0.63940087205	0.35876542955	0.377084907185	0.6476722755	1.0	0.647234678625	0.530994493247	0.74941899526	0.376235179998	0.295020694237	0.637694812309	0.664426927542	0.673544942273	0.655234237524	0.663437052393	1.0	0.0912886067718	1.0	0.676230353254	0.0	0.642767118061	0.625938216405	1.0	0.211587776403	0.539560004928	0.673786769623	0.63884904697	0.694078241863	1.0	1.0	0.335193511218	0.465995056002	1.0	1.0	0.238921280909	0.515664463505	1.0	0.734842972894	0.721565071154	0.488941556316	0.703769715544	0.4683426922	0.532249134802	0.483030991378	0.852585928138	0.755472269846	0.365229891009	0.80359921848	0.423055673354	0.125770962928	0.451411291623	0.763231146961	0.371278724274	0.557766544461	0.259346221074	0.572367699975	0.456283817417	0.775819992781	0.784400512257	0.564829126242	0.607931533581	0.675323309852	0.827154534031	0.197056176298	0.528772753964	0.673074006338	0.576988637288	0.635427088826	0.182382511452	0.747247279912	0.602610849128	0.488309316976	0.374521344906	1.0	0.591233617112	0.357165824964	0.442778572711	0.837085752999	0.747952432502	0.670924020266
2M.6.2	0.496590981988	0.74929379756	0.711370014004	0.549702438421	0.594986034471	0.695658765005	0.639751907654	0.697425563507	0.430070270456	0.586044737883	0.702338377647	0.540535935388	0.539199936639	0.395022275807	0.451423320527	0.694203663012	0.472036109556	0.724749911136	0.446218976614	0.672499108821	1.0	0.746933249297	1.0	0.672539402741	0.642767118061	0.0	0.39380114608	0.423830253512	0.718448127424	0.76511151618	0.36743962645	0.695188128054	0.690553194632	0.696803054566	0.552727369698	0.430487070702	0.456734010804	0.424318784269	0.718482030888	0.561989980163	0.469142366592	1.0	0.752502751199	0.765616065801	0.623884061011	0.735753458251	0.647929517242	0.622447344501	0.662831915163	0.661678243181	0.584287638175	0.581992770297	0.642846132142	0.696312396998	0.690281484605	0.844682512943	0.628555869521	0.593989244049	0.764267849808	0.544667387099	0.571120220668	0.396072807448	0.638278362012	0.521186255437	0.388309533905	0.56678009762	0.452523905176	0.825773226679	0.560506202285	0.643896420741	0.680136343746	0.846450549729	0.41457698854	0.688336887403	0.411969524303	0.789181598607	0.801568586073	0.763915881176	0.717980204967	0.611279456235	0.539428311335	0.816641194921	0.490404932841	0.729539124052	0.671008309005
2M.9.1	0.287247208141	0.644480302847	0.490483249553	0.333429251724	0.418609447118	0.450928265143	0.497387843897	0.455463039067	0.0838653460745	0.741091289746	0.467955718584	0.589056694235	0.359093037132	0.550849941227	0.467177657951	0.447176626141	0.165002178145	0.522850233982	0.143974044116	0.498301250796	1.0	0.608467416289	1.0	0.515543504698	0.625938216405	0.39380114608	0.0	0.565504343998	0.507752167538	0.674319039302	0.0642901122212	0.449716512116	0.539817501213	0.74006146913	1.0	0.501943852189	0.558463934513	0.566043486211	0.597458876365	0.429740075366	0.615699055622	1.0	0.832284218518	0.821865503235	0.701111630472	0.780353281247	0.923172261205	0.712036034953	0.781496029519	0.681721330384	0.434834536399	0.568800514086	0.555214693129	0.798821274257	0.797237821933	0.7981235928	0.686912490055	0.689556882996	0.678214214063	0.728892571615	0.569591450832	0.599464778513	0.494865185113	0.324815929292	0.378293336483	0.640931516784	0.655994953017	0.774558077496	0.394813713273	0.548489886221	0.557731753732	1.0	0.495685855655	0.738990786916	0.593103994564	1.0	0.748210516743	0.684326043133	0.596432056426	0.709494602194	0.634479956807	0.759858841464	0.789735094971	0.619690821367	0.508376031594
1M.8.3	0.667332251688	1.0	1.0	0.714343342371	0.699603655868	1.0	0.736257338314	1.0	0.603584493775	0.434582524086	1.0	0.705974471737	0.702973511121	0.566317895811	0.547305898849	1.0	0.651444205255	1.0	0.621419714697	1.0	1.0	1.0	1.0	1.0	1.0	0.423830253512	0.565504343998	0.0	1.0	1.0	0.53660759117	1.0	1.0	0.598938381164	0.618312367166	0.535837398964	0.636077970024	0.103132718757	0.490782374101	0.663604531053	0.612513650152	1.0	0.841957212497	0.835048052739	0.731248751772	0.811516300259	0.786019521275	0.662892732909	0.80192935211	0.750383947314	0.743335880974	0.660565809405	0.796533305202	0.819463400276	1.0	1.0	0.768532742543	0.775599927264	1.0	0.801620478211	1.0	0.557063170508	0.734912314733	0.621123062523	0.45259081777	1.0	0.582139300371	1.0	0.731549327555	0.686295732509	0.822562552304	0.799538829899	0.481421815248	1.0	0.603111926015	0.699071600018	0.725388380945	0.615215589866	0.489443233902	0.784611975969	0.636651869957	1.0	0.731849707561	0.56935835691	1.0
1R.9.4	0.658418427382	0.684876862963	0.544613266998	0.642654802268	0.310646114794	0.514327509951	0.395406959743	0.223269064092	0.538974350427	1.0	0.531093514228	0.414136868105	0.694853959411	0.452498889361	0.341583671304	0.511487462029	0.564288832565	0.569869609131	0.578201505751	0.577008197414	1.0	0.161908296733	1.0	0.59228155165	0.211587776403	0.718448127424	0.507752167538	1.0	0.0	0.717227800189	0.589359596965	0.51340958645	0.613690625966	1.0	1.0	0.426762907095	0.347250328745	1.0	1.0	0.309054299423	0.403911250538	1.0	0.779616672909	0.769876111035	0.580210235756	0.744238291975	0.582248224279	0.610623544684	0.575014226188	0.838584934872	0.716863103564	0.465529662739	0.776182303157	0.515463420313	0.355895309666	0.601492638851	0.704884413062	0.501166827498	0.467030016888	0.440422195106	0.607119570495	0.531966233134	0.722677571549	0.735460095011	0.491483033829	0.683060676978	0.730466655533	0.797882388768	0.26365771391	0.455364707168	0.611482359898	0.701718104887	0.577478011317	0.373960921091	0.816827720035	0.772683959071	0.609059459558	0.503777294836	1.0	0.53221067393	0.46067772631	0.571777455841	0.810610245317	0.715420131701	0.585939225529
2R.9.1	0.645271224417	0.623080309811	0.708551058077	0.429402680141	0.472021189035	0.343274212903	0.424852398361	0.691179610079	0.556660719671	1.0	0.361660842671	0.455756384119	0.282724660149	0.478302827865	0.626220843264	0.687112540686	0.44940470997	0.428981612707	0.483342025591	0.65917658504	1.0	0.50244514037	0.614217206024	0.2733534669	0.539560004928	0.76511151618	0.674319039302	1.0	0.717227800189	0.0	0.656474310359	0.688357401976	0.651149584003	0.837705013204	1.0	0.609643677498	0.705357876167	1.0	0.651713269364	0.566874746718	0.694147376175	0.58084907968	0.854488109724	0.782214681452	0.597638433011	0.811481028601	0.753719087391	0.544929337243	0.661781028322	0.687204531808	0.534589995616	0.662750952293	0.651995098407	0.60274113466	0.583311012887	0.248212627758	0.811817358746	0.536434212703	0.728354976716	0.656708362679	0.748915518962	0.566045960352	0.646470449692	0.732605880893	0.554483688734	0.463481044937	0.855671269592	0.79625987691	0.583277059089	0.817115208357	0.627890824618	0.657319272201	0.576485214291	0.609529090523	0.82695862226	0.53187027606	0.568545124538	0.746871776346	1.0	0.784450551629	0.648245236454	0.549487572522	0.562819616556	0.721103267061	0.657222680854
2M.9.3	0.288253111473	0.651777449437	0.574144993957	0.389504443458	0.470244138264	0.539076369011	0.544273652069	0.543112375917	0.147431968431	0.729014292096	0.55421011232	0.66022259443	0.323561954405	0.542286938485	0.518193209343	0.535734299538	0.228536082789	0.602614331222	0.180381994738	0.483859001674	1.0	0.647211793196	1.0	0.482180081553	0.673786769623	0.36743962645	0.0642901122212	0.53660759117	0.589359596965	0.656474310359	0.0	0.537997207465	0.507582620448	0.729988256472	1.0	0.489906858074	0.568498352	0.537220780306	0.572776915757	0.405622347479	0.592827425528	1.0	0.851037326883	0.841682920245	0.699860590487	0.80429282663	0.920777408182	0.704987791878	0.774643935225	0.686490222489	0.450864500014	0.565338477405	0.543178280013	0.800934523728	0.788443258567	0.789649592049	0.743863570121	0.676263515212	0.661613529689	0.768906131557	0.643371752007	0.58787260796	0.541914326481	0.285432348456	0.404702575737	0.638310493761	0.646397558229	0.765285820256	0.401431671125	0.5316260204	0.602426554505	1.0	0.476409012873	0.72965130822	0.580597823051	1.0	0.738770460976	0.669345488383	0.571620134782	0.70119173645	0.623040074213	0.749430821257	0.781490192209	0.597734248405	0.480150594907
2R.9.2	0.626961453415	0.657513701373	0.42481584873	0.558566588438	0.656989695634	0.382275757899	0.665093291009	0.387138034906	0.488919066227	1.0	0.480096459392	0.58581437342	0.663366023688	0.769386265546	0.633747875836	0.00439578158532	0.519992803179	0.45984257221	0.533733041984	0.524563046982	0.598229617626	0.622994212565	1.0	0.54117913039	0.63884904697	0.695188128054	0.449716512116	1.0	0.51340958645	0.688357401976	0.537997207465	0.0	0.564537711052	1.0	1.0	0.744408355881	0.578150215472	1.0	1.0	0.722235542178	0.633549256749	1.0	0.886863771063	0.87930436986	0.731828516885	0.760101856441	0.925134802042	0.778147022778	0.787109346687	0.748556224898	0.696262463305	0.776471797955	0.761905020359	0.803184955609	0.804292916897	0.804937979339	0.642030550841	0.488158923216	0.363472934721	0.735668263671	0.296924018034	0.687020314619	0.677794413926	0.706878419721	0.663544996806	0.654562480491	0.663905533851	0.515889841823	0.669320320322	0.610870629068	0.512615248716	1.0	0.5858287453	0.512879551689	0.611783017564	0.831851524777	1.0	1.0	1.0	0.718736816189	0.786284725631	0.614488448104	0.592794274651	1.0	0.534274381906
2R.7.3	0.651269851453	0.67317064451	0.599150147289	0.700872751935	0.74151093746	0.565572389481	0.777950747727	0.569441292704	0.580873388836	1.0	0.580073537242	0.681197096028	0.622692606698	0.776974181035	0.753177629391	0.562367809489	0.610717652228	0.626344635392	0.594529208735	0.51252381391	1.0	0.668829244196	1.0	0.506410382267	0.694078241863	0.690553194632	0.539817501213	1.0	0.613690625966	0.651149584003	0.507582620448	0.564537711052	0.0	1.0	1.0	0.607577253339	0.593749495015	1.0	1.0	0.69915139512	0.585962982549	1.0	0.927846428269	0.923301629917	0.832397485962	0.90511949933	0.920083442417	0.874673966599	0.777611669637	0.847663022607	0.73050365747	0.788300530722	0.766095745831	0.814194978867	0.785855795717	0.787160762878	0.760419979773	0.695349351527	0.656679527921	0.784044273501	0.665176676239	0.794894596913	0.776791015705	0.669584716713	0.709162004225	0.660360917188	0.839540449035	0.762565404673	0.695622761097	0.789678231308	0.796676789693	1.0	0.735386859145	0.745929079448	0.792979323288	1.0	1.0	1.0	1.0	0.720063637085	0.778052196138	0.746362583234	0.779076953776	1.0	0.508953205037
1M.7.4	0.708087442062	0.89903429072	1.0	0.665478282301	0.692784128603	0.827217239174	0.724113986031	1.0	0.65094973447	0.717788629639	0.830632577715	0.75569607736	0.648709931499	0.644953329912	0.757927529218	1.0	0.616483635917	0.665930572115	0.59839730899	1.0	1.0	1.0	0.813082913397	0.814213579381	1.0	0.696803054566	0.74006146913	0.598938381164	1.0	0.837705013204	0.729988256472	1.0	1.0	0.0	0.882314403907	0.739674932828	0.881536023974	0.605295570593	0.567671428155	0.79576382726	0.878242451049	0.814743737989	0.882902561342	0.85142468069	0.751476474137	0.841390549502	0.921172482887	0.708842885786	0.920822162211	0.734191637234	0.689527062816	0.631983223309	0.734084008863	0.848361857152	1.0	0.86348923516	0.916427922697	0.901292005846	1.0	0.922513394553	1.0	0.665293563713	0.72305919973	0.524894781741	0.570570335355	0.851429984501	0.776138522741	1.0	0.815042135909	0.812570205741	0.760156299161	0.819808033953	0.597654994581	1.0	0.759226131319	0.758168001855	0.68581551263	0.779508451996	0.740986942642	0.906779968215	0.809440746146	1.0	0.776791038318	0.582982232074	1.0
1R.8.4	1.0	0.786109756046	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.732957960512	1.0	0.737474620887	1.0	0.709938263287	0.766005423585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.552727369698	1.0	0.618312367166	1.0	1.0	1.0	1.0	1.0	0.882314403907	0.0	0.794444426036	0.683962898239	0.529951801698	1.0	1.0	0.66548534757	1.0	0.844999937661	0.869653187259	0.741646013424	0.9054471737	0.556835543937	0.830941014132	0.817371219211	0.811360661613	1.0	0.918831100809	1.0	0.798643699138	1.0	1.0	0.787824698651	0.79871405984	1.0	0.816682471072	1.0	0.656506188548	0.847145375813	1.0	0.798591415848	1.0	0.702016247737	1.0	1.0	1.0	1.0	0.762624996155	0.759235091384	1.0	0.844143783055	0.724571237256	1.0	1.0	1.0	0.618265007544	0.786586365737	1.0	0.563381241557	1.0	1.0
1M.10.3	0.572817611114	0.782867807349	0.755651766263	0.610743438758	0.253279860276	0.744732338859	0.339147526374	0.568769030512	0.526045104759	0.651253146601	0.749349952816	0.457260348305	0.617622703015	0.175226156036	0.133392583944	0.743731237094	0.555955393691	0.765112804597	0.536512454252	0.728999345498	1.0	0.297174998345	1.0	0.735173364684	0.335193511218	0.430487070702	0.501943852189	0.535837398964	0.426762907095	0.609643677498	0.489906858074	0.744408355881	0.607577253339	0.739674932828	0.794444426036	0.0	0.375360732522	0.53615707597	0.770941833869	0.190437415568	0.388858819199	1.0	0.656902434005	0.638181721478	0.352140391806	0.594984472542	0.430548646449	0.358926786587	0.401313010567	0.690328287747	0.636314830227	0.266069658498	0.684731315432	0.396570620185	0.404266597002	0.556108407638	0.672411215855	0.338346132936	0.640384510281	0.329422075332	0.77969520127	0.239533423319	0.678909241278	0.605023919401	0.331214199715	0.777813217466	0.514518165635	0.850551450229	0.195666291291	0.427103631532	0.606397394557	0.510374456087	0.36046434471	0.415535037123	0.587057463386	0.501257267908	0.407205358759	0.312202675074	0.770607099157	0.525265959814	0.221563691838	0.525980023018	0.693268057115	0.605254901258	0.730677848517
2M.8.3	0.650331212639	0.673534122008	0.606361535649	0.693932898367	0.539816194165	0.578982484208	0.601295553034	0.582100499542	0.591369210817	0.731305073317	0.590718013185	0.201042097428	0.681915396677	0.420858930186	0.351616439621	0.576406984214	0.615962882193	0.629074820258	0.602550557384	0.555694889722	1.0	0.427861518735	1.0	0.571528729405	0.465995056002	0.456734010804	0.558463934513	0.636077970024	0.347250328745	0.705357876167	0.568498352	0.578150215472	0.593749495015	0.881536023974	0.683962898239	0.375360732522	0.0	0.636478901551	1.0	0.515686487776	0.0455556534767	1.0	0.795396788606	0.782958017094	0.56427789047	0.761255717898	0.574258125599	0.601426973917	0.511093492859	0.754458306328	0.72084040429	0.542268716268	0.770189608765	0.507194834434	0.589424384753	0.813370614951	0.547335368158	0.510680131325	0.447126728977	0.438696873581	0.662378195678	0.492574655705	0.764231814945	0.723746088295	0.498587364	0.671267025648	0.555153918435	0.791279425037	0.473084983432	0.62602726391	0.783403028704	0.68039974627	0.340361507098	0.567808257823	0.655535178294	0.744206288761	0.803650340285	0.758024211502	1.0	0.534136318967	0.438722009994	0.778548950064	0.574262423216	1.0	0.56495178252
1R.6.2	0.667648791986	1.0	1.0	0.714577731201	0.750938304305	1.0	0.785204700102	1.0	0.604034450142	0.435095970024	1.0	0.706231054227	0.703292704769	0.570087187628	0.530011694342	1.0	0.651812833163	1.0	0.621836029139	1.0	1.0	1.0	1.0	1.0	1.0	0.424318784269	0.566043486211	0.103132718757	1.0	1.0	0.537220780306	1.0	1.0	0.605295570593	0.529951801698	0.53615707597	0.636478901551	0.0	0.585523771504	0.711442339566	0.612959783465	1.0	0.841583538218	0.852204164051	0.731374079401	0.83270332613	0.736356819418	0.651361849289	0.802051184654	0.765935148832	0.74352622492	0.707328461268	0.796664773584	0.784475150374	1.0	1.0	0.768685838413	0.775787342158	1.0	0.801739053839	1.0	0.580109064911	0.784109972394	0.621550846417	0.497402075258	1.0	0.625909879933	1.0	0.731773338077	0.744545068937	0.822662543352	0.753004280415	0.477829412651	1.0	0.62042289731	0.692277526395	0.743592184182	0.677032923057	0.584435077362	0.78477771073	0.620292973778	1.0	0.732055152465	0.609055055569	1.0
2R.8.4	0.583175694726	0.858309194595	1.0	0.45570725751	0.549494756227	0.617473000668	0.504205246313	1.0	0.474697272432	0.749515481971	0.629599840629	0.710688939524	0.370044060643	0.594020098984	0.794533148073	1.0	0.381778073913	0.676546728815	0.401522232608	1.0	1.0	1.0	0.567746663949	0.571886932655	1.0	0.718482030888	0.597458876365	0.490782374101	1.0	0.651713269364	0.572776915757	1.0	1.0	0.567671428155	1.0	0.770941833869	1.0	0.585523771504	0.0	0.680464138911	1.0	0.573818156941	0.873698585655	0.819718772268	0.749370505313	0.840009293403	1.0	0.67296369271	1.0	0.695716993821	0.507154568768	0.730667449583	0.630936080147	0.897919945292	1.0	0.727589142594	1.0	1.0	1.0	1.0	1.0	0.616294372311	0.52690810866	0.646643880714	0.452581003589	0.693471602022	0.759892533595	1.0	0.745148686449	0.648590601067	0.638398065946	0.812858746254	0.526273812579	1.0	0.780356436612	0.75132861129	0.497311566841	0.636673776599	0.389111307667	1.0	0.857092340892	1.0	0.744373089312	0.290811044557	1.0
1R.6.1	0.524327446891	0.770503457051	0.736625706859	0.57356914763	0.114878525578	0.722653519362	0.226485146406	0.491495037128	0.463051210055	0.809704598355	0.72858929083	0.600033373938	0.55022805164	0.228824165003	0.205429585126	0.721361335552	0.502477417776	0.748553569103	0.478109732076	0.70212409586	1.0	0.195341265444	1.0	0.69987076412	0.238921280909	0.561989980163	0.429740075366	0.663604531053	0.309054299423	0.566874746718	0.405622347479	0.722235542178	0.69915139512	0.79576382726	1.0	0.190437415568	0.515686487776	0.711442339566	0.680464138911	0.0	0.522912546656	1.0	0.693479123908	0.675962584746	0.430605840356	0.631712346781	0.512412831715	0.407648451436	0.495077229875	0.733786822945	0.605781573183	0.23111706953	0.66121161396	0.478437877183	0.302852047973	0.496744020084	0.816941365978	0.42549484977	0.563784603903	0.427785286493	0.766622156736	0.279405805157	0.62796514194	0.533036043802	0.381812990066	0.764311447414	0.580851924453	0.829159547006	0.070103057265	0.30756456162	0.578507630792	0.610272083513	0.445147537083	0.335286207043	0.658638412856	0.636279402459	0.301239085434	0.149646793796	0.67990912838	0.621049899949	0.282778801639	0.467197870541	0.838910618279	0.483301306992	0.700805319804
1R.6.4	0.698406950927	0.71535643704	0.65900839692	0.737140800546	0.584376242141	0.634302369031	0.638637221111	0.637122728958	0.645496349664	0.722014809743	0.644908540402	0.226135112765	0.669685947679	0.440452125885	0.385613945304	0.631971420513	0.667640751262	0.679403016366	0.655577492249	0.596304087778	1.0	0.479942200104	1.0	0.592004168838	0.515664463505	0.469142366592	0.615699055622	0.612513650152	0.403911250538	0.694147376175	0.592827425528	0.633549256749	0.585962982549	0.878242451049	0.66548534757	0.388858819199	0.0455556534767	0.612959783465	1.0	0.522912546656	0.0	1.0	0.809406247006	0.797761816081	0.578929910994	0.776619122675	0.570311617038	0.598775553231	0.510023037936	0.776924805945	0.760879683642	0.570915728271	0.790010996379	0.527989254454	0.589416670926	0.807787444044	0.57516218721	0.523848661755	0.44198717379	0.464098813457	0.709142134537	0.490171011203	0.798899648113	0.71263518385	0.535004353205	0.705413849775	0.544606767658	0.785150698487	0.517868616524	0.618075067896	0.815595647463	0.670195021259	0.329434880124	0.59088572897	0.647811407211	0.731246651313	0.809420907284	0.763654594697	1.0	0.550840673551	0.442956936772	0.771715802865	0.557848200116	1.0	0.593790727597
2R.7.1	0.888114490356	0.847177718315	1.0	0.678135079373	0.826637193999	0.577718275488	0.760246159227	1.0	0.828654402667	1.0	0.592366371547	0.657265184306	0.575912839203	0.794552354897	1.0	1.0	0.681025120161	0.647555539316	0.731449182976	1.0	1.0	1.0	0.51628918212	0.521467974478	1.0	1.0	1.0	1.0	1.0	0.58084907968	1.0	1.0	1.0	0.814743737989	1.0	1.0	1.0	1.0	0.573818156941	1.0	1.0	0.0	0.933061278785	0.840885027724	0.739200987187	0.907741767892	1.0	0.81253536222	1.0	0.835000951599	0.709633818777	0.911134604477	0.816525480782	0.786663735015	1.0	0.678724859642	1.0	1.0	1.0	1.0	1.0	0.860752829958	0.627748863098	1.0	0.743981479499	0.668460653153	1.0	1.0	1.0	1.0	0.7802807646	0.627348905618	0.756667667167	1.0	1.0	0.732553594238	0.74419520595	1.0	1.0	1.0	1.0	1.0	0.718404300157	0.662362868009	1.0
Input3	0.819528317325	0.901682415196	0.827148800585	0.774964697576	0.657948349818	0.864661574987	0.65067123358	0.817225979472	0.812032249434	0.870029074625	0.852794880429	0.768441346365	0.857519415244	0.610985850653	0.616083149242	0.887819657065	0.81797630294	0.868145279563	0.819866525144	0.919506997326	1.0	0.728097831024	0.977276116086	0.90032951759	0.734842972894	0.752502751199	0.832284218518	0.841957212497	0.779616672909	0.854488109724	0.851037326883	0.886863771063	0.927846428269	0.882902561342	0.844999937661	0.656902434005	0.795396788606	0.841583538218	0.873698585655	0.693479123908	0.809406247006	0.933061278785	0.0	0.327971006623	0.633868297636	0.416649599269	0.573150471689	0.678637867237	0.751426189382	0.753252291852	0.774597576603	0.605116049087	0.808565639069	0.59465133084	0.748802808164	0.759947538515	0.625650068048	0.748334968773	0.878861861507	0.66039805607	0.844195288591	0.593700714448	0.680809060199	0.877856221323	0.718494706577	0.842726047823	0.768275477986	0.887304419551	0.697785498032	0.695968747387	0.704148114623	0.593338613722	0.736084380862	0.752821601541	0.818633040445	0.784496915713	0.688835293358	0.735280101387	0.825846658824	0.721197421373	0.624039236181	0.793699910264	0.761617048052	0.836355242829	0.850282746492
Input1	0.758356420296	0.85150731921	0.786617905702	0.694964120255	0.614757705139	0.804282771696	0.575799975763	0.803722753424	0.792995364618	0.754258379163	0.793602170106	0.698213850024	0.785268133682	0.560350052104	0.610672223772	0.880909402831	0.768908037141	0.810502585864	0.78233347021	0.914460223283	1.0	0.722305956475	0.924052484799	0.842362373632	0.721565071154	0.765616065801	0.821865503235	0.835048052739	0.769876111035	0.782214681452	0.841682920245	0.87930436986	0.923301629917	0.85142468069	0.869653187259	0.638181721478	0.782958017094	0.852204164051	0.819718772268	0.675962584746	0.797761816081	0.840885027724	0.327971006623	0.0	0.52883125476	0.284348291767	0.685685774547	0.619945723509	0.640461658542	0.616918413309	0.705765797394	0.586658856126	0.798819767036	0.563568702804	0.756651438487	0.714967000684	0.607205612132	0.741367740001	0.871634423137	0.64679114688	0.83507763343	0.583991006534	0.603354046615	0.870396077315	0.662725283401	0.826961307275	0.687609959154	0.918046963667	0.68046861855	0.718995162403	0.659344362363	0.614289609455	0.684864078945	0.716961145517	0.711851632784	0.742274063071	0.662652739357	0.722984964832	0.865984853292	0.669723029517	0.612974137724	0.781838245789	0.766330888323	0.787881103103	0.888077892169
