2R.10.1	1M.6.4	1M.6.1	2M.7.4	1M.7.1	1R.10.2	1R.8.1	2R.6.3	2R.8.2	2R.10.3	1M.10.2	1M.10.1	1M.9.3	2R.7.4	1M.10.4	1R.10.3	1M.7.2	2M.9.4	1M.7.3	2R.9.2	2R.6.2	1R.9.2	2M.8.3	2R.6.1	2M.10.1	1M.6.2	1M.8.2	1R.6.1	2M.10.4	1M.9.1	2R.8.3	2R.9.4	1M.6.3	1M.8.1	2M.9.2	2R.8.1	1M.8.3	2M.6.2	1R.7.1	2M.10.3	1M.10.3	1R.7.4	2M.6.1	2M.9.3	2R.7.3	1R.9.4	1R.10.4	2M.6.4	2R.7.2	1R.6.3	1R.9.1	2M.9.1	2R.8.4	1M.9.2	1M.7.4	1R.6.2	2M.7.3	2M.6.3	1R.7.2	1R.8.4	1M.9.4	2R.9.3	1R.8.2	2M.8.2	1R.6.4	1R.7.3	2R.10.4	2M.8.4	2M.8.1	2R.6.4	2R.10.2	1R.8.3	2R.7.1	2R.9.1	1R.9.3	2M.7.2	2M.10.2	1M.8.4	2M.7.1	3M.10.4	Input3	3R.9.4	3R.6.4	3M.7.3	3M.8.4	3M.9.2	3R.7.3	3R.8.2	3R.6.1	3R.6.2	3R.9.2	3M.6.3	3M.7.2	3R.10.4	3M.7.4	Input1	3R.10.3	3M.8.3	3R.7.1	3R.9.1	3R.7.2	3R.7.4	Input2	3M.9.3	3R.10.2	3R.8.1	3M.6.2	3M.9.1	3M.10.1	3M.6.4	3R.8.3	3R.10.1	3R.9.3	3M.6.1	3M.8.1	3M.7.1	3R.6.3	3M.10.3	3M.8.2	3M.10.2	3R.8.4	3M.9.4
1M.6.2	0.18859823622562075	0.09293515157461005	0.12888241913254397	0.15856709369843824	0.1318631942450522	0.13965029721237324	0.10378110459875187	0.2232119386028269	0.21167256740938536	0.21474291618140673	0.057673623624001503	0.08320966117012912	0.09262177613078337	0.22256241847154748	0.09394314939257034	0.13684053681494895	0.16002346416843982	0.18302708427693856	0.1288332933355435	0.24475802654154274	0.22236425735160736	0.12265027582665984	0.15704119287068205	0.22178289076953855	0.18141992379447358	0.0	0.11474536408830047	0.15694629029267693	0.17107145196539053	0.09904675201706015	0.181898037498956	0.23515806859948005	0.07252001677656579	0.06179872093959658	0.16118592707198506	0.2139516735095235	0.08287290044946992	0.17525703191539133	0.22631325413318026	0.16889290033843588	0.05751219547693957	0.22130804385347494	0.1687810643866179	0.14746285952531316	0.1932253059817273	0.12289825598600247	0.1491072111879549	0.16105231502147482	0.2268919106781259	0.12571610556919627	0.1245955832194051	0.17029160522954861	0.2288945036358666	0.10520749437644854	0.13218983305322315	0.152822605002175	0.15069740414575253	0.14165996764156039	0.21404449725934221	0.17515156544270072	0.06933601792001011	0.22738047913949613	0.13759709028222375	0.1629838314672124	0.12518496747894756	0.24077591246972355	0.21939180133421896	0.15600032227867636	0.16184981156928202	0.1836241272730847	0.2001975243777587	0.12723709783638787	0.20495738931192908	0.20276176008221988	0.15494118508196678	0.15635189426961385	0.19096380712113895	0.08894202395384095	0.13966124657278242	0.16308605119577468	0.1751781320091871	0.16524616348097326	0.1757053518262762	0.12512988200697497	0.16840409973183879	0.14703241859583402	0.1556187346737097	0.1548588029737064	0.1460565211419251	0.18099601146632124	0.15103845884909853	0.13997104827353593	0.13569684913906283	0.16160414248248284	0.13293853579417295	0.2145857391016236	0.1565355295283885	0.14032267166377702	0.15156924120698814	0.14722183309978018	0.15756309164364704	0.156164766666664	0.2196222288584141	0.14709266345152217	0.15653915888104544	0.17856468634163136	0.13268507230720594	0.14909611221112065	0.17247407235456017	0.16505463927511602	0.2049581354820226	0.2039385888025681	0.1260220709197396	0.15845888204126038	0.1520775023894546	0.1325834210238583	0.19299909453595374	0.1472230441277413	0.15310805267422375	0.1389520658779255	0.1723697295922799	0.16502363757254185
1M.8.2	0.22709396574131133	0.06156879761401271	0.14182776673202258	0.17243984512075708	0.16722646868957552	0.0702744782682387	0.08543557789493207	0.22967463575471894	0.22669391316327234	0.2147446828616861	0.0836215080700748	0.10711043974518822	0.07845115731190318	0.2596168837669595	0.06052650584874109	0.10004008871220564	0.18417796678167372	0.19633793420542545	0.1758930512698494	0.21382129875878456	0.26590581115123463	0.10961519888112548	0.192724966507624	0.2376242122833014	0.19776247658959983	0.11474536408830047	0.0	0.1309448257230813	0.20538409718469383	0.08388515952057694	0.23366227667364656	0.2602948471873955	0.046894597559096717	0.08825036889882441	0.19889995110973063	0.2534377959442619	0.12071211109022524	0.19917224240548573	0.23168671745135785	0.1712575236683238	0.0947260944682027	0.21721585090448123	0.17780076535680658	0.1909712858497117	0.22744581163269825	0.0876479806831514	0.12961414290350473	0.200746582830367	0.23122317733315853	0.0988353203346877	0.09871839954773218	0.18528473423646794	0.23875963441259637	0.12056174176762118	0.15509774568888546	0.14194943743774693	0.17143710651899535	0.14781448966354807	0.2027310413542948	0.1368769227477978	0.056338949658903785	0.24297959786308432	0.08330762694107513	0.18683779970458045	0.1349637706216989	0.24886053012945747	0.21870996533111517	0.1920330401007663	0.19961470800229456	0.19983569952443014	0.25394421578119	0.09579251582974027	0.20540671759743118	0.26400682438395184	0.10587251489993048	0.18345350545518868	0.20279959698053826	0.08251646959671852	0.17583887405768805	0.198099689258295	0.20597269650484287	0.18871444927482792	0.24746174712851435	0.17315225177795465	0.176666254572428	0.1858065548794043	0.19421422757528822	0.1911932838621961	0.19703510037741084	0.22874336016564256	0.17060070023627633	0.18684145683457196	0.18035576016284857	0.21054474253314825	0.1738874630312301	0.2067265600708337	0.19607791988548656	0.1630445683058521	0.19965849855522771	0.20610802237615597	0.19998761621917205	0.19846529825446452	0.22056169819429966	0.17045917789188175	0.19245095412778268	0.20237105099871938	0.18044772539958706	0.17517453040191724	0.1998426348637794	0.21004582398617738	0.24710104708067115	0.2469982648572563	0.2050929179469551	0.18428911011420707	0.18099537153941822	0.17650436791980426	0.2273904877821629	0.18503794884925334	0.1782847000875441	0.16505243062618463	0.22607821107516343	0.20209483179309426
1R.6.1	0.2105649341346361	0.17403435433422149	0.10234300252389965	0.19408743353214394	0.17993791555226157	0.09763667178640838	0.09602622683663213	0.1875843276435545	0.21527053808892935	0.20837425300534296	0.11565209686897099	0.1278202049706294	0.11667967530112151	0.2098500940620169	0.1696016559345195	0.11237264985455613	0.16040881028701695	0.19643516187495164	0.18346615252414156	0.1644874282922582	0.22685563921056753	0.13941422788102445	0.22463991103444425	0.2478990978177754	0.22262486281398688	0.15694629029267693	0.1309448257230813	0.0	0.2065972749193033	0.1299659472927097	0.1996301394876603	0.2342178102820855	0.13394774856576827	0.12046143244352676	0.20198423016368022	0.2235854944526054	0.11518155108103635	0.1881478970708697	0.21003024119401228	0.19406936744619174	0.15392335449330916	0.24622164433737997	0.2415176223835399	0.2227289848452063	0.22738539115543038	0.08226255318256905	0.13204047117868126	0.2095056358258511	0.19624117939147445	0.08153427695502012	0.11413927658377268	0.20247708032541356	0.22524088875022177	0.1609313006296071	0.16442443095478665	0.05859917051757381	0.19777622217285715	0.2190104909770729	0.2021213931477316	0.07032774141956026	0.1279061276672636	0.20241355930226412	0.11376673157106015	0.18685997835144744	0.0817436959929947	0.22695766253856392	0.2062873174776325	0.18708198590860387	0.21912294243367592	0.17299192196311539	0.21270421113121651	0.07729301083866234	0.18578482083877598	0.2355285445240717	0.13167357545912645	0.21462328897930877	0.16949183717226096	0.1534680875788668	0.20173697943066812	0.23725954465033017	0.20250277941636322	0.17253449036109325	0.21762093026737497	0.21726933954225647	0.22472878684563727	0.19273736621502421	0.23618850807096567	0.19122275600559116	0.19666009286749067	0.206743453145072	0.17346260217318296	0.21685493126503627	0.22742879600404747	0.21399343403254445	0.22190279109658784	0.1841825715933977	0.19150539098961514	0.2100314679661643	0.21048733142516646	0.2058821614414863	0.2278825412843152	0.2241465532004772	0.20808079806720423	0.18278823832114785	0.17708764356761547	0.228172868890684	0.20617350778461924	0.21977822228993835	0.23638310884879568	0.2012322879467183	0.2188396219357091	0.25506103607543773	0.17238209252097217	0.23713664333757314	0.22410422975242422	0.22652762036270058	0.2260821573522169	0.2087947854119716	0.24505610720567578	0.20474908754169072	0.19155376707677302	0.2325349248513964
2M.10.4	0.10306720469997305	0.18172052727677648	0.20301025310247056	0.07770341730878187	0.06636442869773944	0.18606400872846296	0.16800934754202376	0.12409428442867103	0.09495471694827927	0.13487385439689883	0.19520285660310976	0.17565438283731716	0.2100437507481648	0.18016749677809013	0.17555853787343909	0.20349459425018132	0.10319670680107412	0.03799422186575815	0.0649556658099501	0.16923034901161538	0.12007352847102795	0.18540665666618442	0.050950360096892286	0.07889261477795169	0.10944134133053238	0.17107145196539053	0.20538409718469383	0.2065972749193033	0.0	0.24836896491107088	0.08515688377265013	0.11736030337418557	0.18283529804460502	0.20564579529519736	0.05760189370847441	0.10245127303956666	0.16493499215828059	0.05691896566276859	0.11114165964522339	0.06297583703509572	0.17658397948300503	0.11475588424831987	0.07381972463398814	0.04473106851619383	0.09440536605272508	0.1755901352532823	0.17862389543339177	0.036895508158896466	0.13848862953436528	0.17440031241304293	0.21334232119197605	0.04237255791018024	0.12132767751999161	0.1678318068997109	0.09239432177293966	0.19761614395560945	0.04419418836237198	0.10571587637201622	0.12275611341528653	0.194781864814099	0.19925267247027278	0.09436347762354114	0.1914837205564356	0.05589617007095958	0.20849727458955192	0.1297859708266479	0.07184458401823439	0.06971633105903575	0.038420138596458105	0.10562459491755216	0.09219482329771793	0.1800212541494494	0.11299106881119428	0.11067360559426194	0.19843634267555488	0.04668260921595041	0.08085011948228041	0.1609014216505501	0.04232630210144053	0.08719780863184143	0.1578972153698961	0.13100350953292977	0.11350293336625641	0.09091020590251973	0.08846116019780825	0.12291263993876184	0.11235618967601116	0.09257858896613845	0.0811811401416665	0.11190163698134425	0.1227853616758053	0.09734707030564142	0.10406279579614192	0.09262719893887826	0.07228872987319908	0.20343872144288488	0.08599631149347692	0.09128302614334466	0.09734584940659398	0.0906280935510953	0.09548933611845506	0.09669232855064033	0.1539482334700144	0.11872777663365253	0.13242939613362503	0.08751991747236504	0.10468855989523826	0.08304420960141548	0.0788359870136162	0.1363177742423353	0.14171476267546138	0.14394501828062256	0.11835053048438698	0.09119321492798459	0.08166396800159632	0.06580706406468698	0.09111401147562259	0.09100094891981551	0.08534109322262454	0.0936919121715743	0.13493896486380752	0.0843983452335368
1M.9.1	0.26553997159305154	0.09747719435390834	0.14559666428816062	0.1789727882170338	0.19540796284908676	0.13337431485256326	0.12128740582295784	0.2779766862237791	0.25513603610936775	0.26543764231826145	0.07180996679427765	0.12693886330461235	0.09464053624844386	0.2582173765616792	0.11341600439341244	0.12481945867365958	0.19206582992081744	0.25019571694773096	0.20826700766755066	0.2671635322796531	0.2915030377132357	0.12466916347620342	0.2306848686667908	0.28761712893072855	0.20578015634849137	0.09904675201706015	0.08388515952057694	0.1299659472927097	0.24836896491107088	0.0	0.2683392012111201	0.30916134473555157	0.07373574659917122	0.08034166400915888	0.24749948492338192	0.29245728506667373	0.1272257423257347	0.2569440950398876	0.2675832042837092	0.22571322379460415	0.09032890869349165	0.2573686018825127	0.21872407250897852	0.224318366310541	0.27522364856944376	0.11574277382253687	0.16587283225772007	0.24120478445479268	0.27768491865055384	0.11390467040801124	0.09144305303481272	0.23423099740142544	0.3030341635262993	0.1623971549507326	0.16978028572829273	0.13666489584374616	0.21256171422385853	0.17156928878904634	0.26273815436217457	0.1555749125830652	0.06979055356667403	0.27054161632175655	0.12904579980946904	0.22099463788264168	0.1244829787270453	0.2674903263742504	0.26811831274498527	0.2251677947523578	0.23705449481185673	0.23018858095655395	0.29461902895307324	0.11770574008527425	0.24968439738152817	0.2953827725415515	0.1403331750784761	0.22432922953924433	0.24611238850954695	0.13030347362444064	0.21581932704151943	0.2392355321698185	0.2575801452520694	0.192609568927911	0.26199204886311056	0.19582078707800085	0.208285771602802	0.21828729041456785	0.19857662067201998	0.23781940526474005	0.22453010829957712	0.2518967041879967	0.20702455432891936	0.20620237318108053	0.21381208900042717	0.2441820563318175	0.21031726571289658	0.2515555419224714	0.2386483570653334	0.19971022228404708	0.21267438126054453	0.2263339445148724	0.20292176407153042	0.21142995860438465	0.28108137440640024	0.19234015218151526	0.21189169626867818	0.24726788405023578	0.20165634662937654	0.21288164472609128	0.24055347976099664	0.2178818192835136	0.26281843358303175	0.28198529212278345	0.21149596626825665	0.2208688333941878	0.21455514737772444	0.20018732015396692	0.27265459484297544	0.22486980069853946	0.20834305494788902	0.19915027937210883	0.2297283796160121	0.24562685835788334
2R.8.3	0.04713983751670481	0.2111504255148524	0.19458899796064696	0.11282036785073257	0.10283517696586093	0.20059689651441912	0.17253602588290656	0.07563089273187995	0.05822066391913225	0.08222606713314606	0.20665188523532738	0.17972910965747554	0.2130771069867337	0.13045257631993692	0.19035381588538575	0.175362268686384	0.11679271086338479	0.09078768260492373	0.09166245753018967	0.1656556890958046	0.06176016667787504	0.16091511116994786	0.09571126698751739	0.08247869083720093	0.09114295721278405	0.181898037498956	0.23366227667364656	0.1996301394876603	0.08515688377265013	0.2683392012111201	0.0	0.07758281166936487	0.19724692595533797	0.21038746305103243	0.09843478631233768	0.060527664850558535	0.17217735861419478	0.08855858621873597	0.08567103862800962	0.09177673810638318	0.19350253856200408	0.10028127675186496	0.12060228553256502	0.10133529847949489	0.07134334828481101	0.17747463568016003	0.126905110338916	0.0921888065786574	0.08152040044420643	0.19855501036231227	0.20113879243393823	0.08531280809970422	0.11123797396040284	0.17366942693025736	0.12077989994594282	0.19092805077464595	0.10682154997822953	0.14971736342931594	0.11108746989549215	0.2009831506334642	0.21056947930290928	0.10010842464857753	0.180654468951919	0.08926110540317905	0.1774214430495272	0.10550992335594019	0.087941652923328	0.08063556766596895	0.07686528831377976	0.10299811898425153	0.07518464324952233	0.1770592131991378	0.08076093742282409	0.08000061631408088	0.19047174138311784	0.10569834598432211	0.10123858777544195	0.18681371752375645	0.10514074512178996	0.09074756071767223	0.15807164769867604	0.13795961780003085	0.10997226395192564	0.12623993763364608	0.1245691211585875	0.10935837414322984	0.1497640165117908	0.13215710758018778	0.10498356601874483	0.11167591468171786	0.14335281115293677	0.10340280437848617	0.14981558643203924	0.09970579994560681	0.12033716548867335	0.19384699572700187	0.09816445638271469	0.11576807433415455	0.1244204981451677	0.11301261301590931	0.14927765914321373	0.15314270401357918	0.14673537329737563	0.1188892794486659	0.11651621740268793	0.11050326769674321	0.13051438844005037	0.11800881188904679	0.08886342878005786	0.15222006515086706	0.14908676830908846	0.1332172979439203	0.1203927449965602	0.13232580482820672	0.09538039693694625	0.11803559895192159	0.12873493905389954	0.12118811912714814	0.12764843596848127	0.12127516963814622	0.14181184546782727	0.09546800156559662
2R.9.4	0.05758410371787972	0.25101120515754527	0.23994826365720756	0.15495633571996661	0.14695502541645575	0.2339091817386534	0.2112941861108436	0.0787854074272588	0.07830802814710473	0.0742395719904998	0.24790804436019634	0.21808861764791238	0.23897702895298978	0.12693493855415414	0.21803406729432598	0.19981267508255143	0.1588195373183526	0.10626677763530212	0.14147855849553784	0.12309089910437991	0.06292730207359387	0.18525185538320132	0.11336638287563491	0.08057667244725346	0.11399326445513942	0.23515806859948005	0.2602948471873955	0.2342178102820855	0.11736030337418557	0.30916134473555157	0.07758281166936487	0.0	0.2340243073196496	0.253403657105584	0.13177309652320804	0.05858342164944352	0.2119787076462074	0.09909285437668407	0.11491973667916201	0.11420039430131128	0.23332986295665134	0.12170226969769413	0.1307629584555724	0.13935897100945083	0.09674521226805209	0.20956856090516585	0.14233594222669238	0.11988705381760441	0.11972224475247116	0.23464610343049203	0.23378709943582923	0.10685434552294903	0.06862971515630013	0.18545848026504788	0.16922856824671	0.2214988421039961	0.13767976387498457	0.19722965479071825	0.12421020479150233	0.21765859450795866	0.24832419392956348	0.10487885320985975	0.19381254810571177	0.10970102530152707	0.21621457363414617	0.13487621744768802	0.10163508480337967	0.09658480673702274	0.10801428710568951	0.12215467858026806	0.08968975514938159	0.20334361407873566	0.11912774158407757	0.0745549207709132	0.2053637940044566	0.14288133812332487	0.1125512945677408	0.20993621494920595	0.14466330348681478	0.1309584183017417	0.19432620400454562	0.17252083599530307	0.13115406104397906	0.18256634546466055	0.15812359553789535	0.15355951985909688	0.18777540806404416	0.13686941770575767	0.14454941099651605	0.1177525612868565	0.18493020242482117	0.1548290413644718	0.1954686483635345	0.13912640499483805	0.1722370917355258	0.21080910726331653	0.12663922359871269	0.15774413377387356	0.14418565441658385	0.16219773140518443	0.17752841727568666	0.18830111601195942	0.16343798524680647	0.15622733946008682	0.13925237869836166	0.11547793109529164	0.16655985438231463	0.16859727934355564	0.12738062471476444	0.1597146227420662	0.13181880604583446	0.14092613804231532	0.16159961914469378	0.1757390780558126	0.14838426000413016	0.1660965219679097	0.16503184967335138	0.15471798848492077	0.16793123188339953	0.16425242382109512	0.14507103502928614	0.12215882819407405
1M.6.3	0.19780498769216753	0.057010530047704094	0.1180938924282115	0.14929463115651914	0.13082430474559864	0.0870084329646851	0.06652383243608015	0.21742144066723984	0.20796683250153936	0.21332470427497932	0.05799891155914393	0.07251070913183806	0.0677882187179899	0.2370036770835928	0.06251330186259921	0.09767860410062244	0.16134043305321366	0.17929698418358986	0.13784725640369358	0.2130884452721661	0.22693712273353336	0.08799457882876835	0.16311635570615765	0.21952865967108998	0.17544895330012258	0.07252001677656579	0.046894597559096717	0.13394774856576827	0.18283529804460502	0.07373574659917122	0.19724692595533797	0.2340243073196496	0.0	0.06267455562861132	0.18040687729352767	0.22101178411259936	0.09060549690057772	0.18391213097178466	0.21890187617469448	0.1606967057057901	0.05261925426044698	0.2141636128611469	0.16266407088031773	0.16244096846952683	0.205946627789427	0.09090761654338714	0.11919204831876958	0.17497444876323598	0.2205334248070431	0.10559282167094275	0.08689514756073771	0.16713387685135592	0.23013400331803158	0.0992957736936379	0.1319719839959018	0.13759146524475943	0.14968113694040905	0.1342992495765548	0.20407679779637494	0.1481638673793744	0.0281458670218722	0.22479955871025625	0.0925182964382983	0.15904079378265368	0.11661791476147035	0.23241382278949196	0.2171736197655026	0.15450843882692972	0.17241616279622077	0.1800786809072056	0.21945087582508493	0.09890213675607439	0.19520314925299564	0.22839194520170783	0.11550495661225907	0.1611223467989081	0.19225686289723726	0.06778206004047384	0.15358176677630728	0.1763598750165807	0.18629800994423854	0.15134379824494273	0.21500923947848782	0.14118129825661768	0.16124047830251753	0.16433423285513846	0.17205236398598275	0.16753721787059034	0.16184255372355993	0.19677832914017096	0.14119606096701176	0.15541767612496107	0.1496455038097618	0.17656362468100556	0.14989782759736728	0.19998194757896393	0.17177402690340052	0.14231933294111818	0.16143476210432253	0.17038481182982126	0.16676918083460945	0.17286949994314504	0.2012069434730274	0.14492874500558361	0.15409096535137176	0.18173223078549172	0.14813525326225632	0.1618272268229395	0.17943640968772948	0.17388195211755494	0.2198120239359853	0.22487132804376173	0.16118214598262107	0.17101599657930633	0.15933667158462617	0.155728362666239	0.20701754114374266	0.16439046128337886	0.16000041890125813	0.1417070245794887	0.18315877874305878	0.18144613527029407
1M.8.1	0.207148866073458	0.08398083251764098	0.0758267278037828	0.16384458240839186	0.1480199073188624	0.09196044298643218	0.08658020935904014	0.2224692385434865	0.20290838681345003	0.20644241972050456	0.028780966291980355	0.04940545866666269	0.05509567512446763	0.22039297751901532	0.09339919726350297	0.09784184397805866	0.1495999215429421	0.20038914946306505	0.15405573586420265	0.20773486472391078	0.23579604849944255	0.09094081970211385	0.19665652176983225	0.24065087154311388	0.1852944464174713	0.06179872093959658	0.08825036889882441	0.12046143244352676	0.20564579529519736	0.08034166400915888	0.21038746305103243	0.253403657105584	0.06267455562861132	0.0	0.20326649050291423	0.2345148552910418	0.06070030731046812	0.2028900345454804	0.21627804050055846	0.1892268746133559	0.05211829523146096	0.2174387969401891	0.2032910415119832	0.19389294186358394	0.23590519542766591	0.08488890839446118	0.11280571568822587	0.20116491778097953	0.21948664512942992	0.08443684266051729	0.09009645784412368	0.19067793556549348	0.24689593590231992	0.090954681094378	0.13200286055476215	0.11388822230016184	0.17243443132783043	0.17016392808677697	0.2069339451630699	0.13199987556418977	0.0593362026549983	0.2162631072497309	0.10607830757143243	0.17401629556841003	0.08657940605299981	0.23065147945306105	0.216606474392047	0.17470479651351953	0.19782330717481655	0.1751710302750439	0.23842421991272	0.09760605609336367	0.19760698299897214	0.23816931433309665	0.11883828919932869	0.18602577153995248	0.19128145675647623	0.08202275203820021	0.17601594814549548	0.21296450939457204	0.19141740592949247	0.1716413055380406	0.21928916864564962	0.17384446586356117	0.18855129302747212	0.17546583102713315	0.19282639386465864	0.19445319873701875	0.18747196881264735	0.21669022588868325	0.1491155984370326	0.18643095763690623	0.17116758316899522	0.20475018821543134	0.1800264085882438	0.1806047722266119	0.19868859581354675	0.17619608496826583	0.17653475505812274	0.19691737932155004	0.17482763557999628	0.19468993225432232	0.21352310897911098	0.1631208556490691	0.1668870278822447	0.21009810459932604	0.1812532171875199	0.19313347364569527	0.21538009795750862	0.19307012047259137	0.23673298158303058	0.2448905342546784	0.17482232222961705	0.20620609794816686	0.1937584004220506	0.1837740517833245	0.23722509298784292	0.19718376914976457	0.19243632269255348	0.17592558778485975	0.19186379350403754	0.2099165124900746
2M.9.2	0.10998675218539122	0.18335348617461703	0.20572147024828225	0.11949085244219845	0.10692870952288078	0.1784091642571217	0.16032351328448236	0.13548871090643563	0.1102517404917072	0.13751998769631224	0.1907794289195232	0.16852939331766426	0.1923399358677447	0.2023308767400982	0.1677024744959502	0.18086348569314778	0.14531766330157156	0.06999559827769081	0.10951207634110222	0.14949517264691997	0.1424406058633521	0.1699020819539199	0.0808921357421588	0.0870989506377864	0.12833257338531176	0.16118592707198506	0.19889995110973063	0.20198423016368022	0.05760189370847441	0.24749948492338192	0.09843478631233768	0.13177309652320804	0.18040687729352767	0.20326649050291423	0.0	0.11450367712922438	0.16064961265880806	0.08511296717420448	0.12195047664327248	0.08366688652902465	0.17848972477929287	0.11221429180388251	0.09500931225299271	0.054172126011165556	0.09972422595735898	0.16051942438322703	0.15229934990405547	0.055112527609984266	0.15419970136437153	0.17870151635497422	0.1941342234016273	0.06656000669930372	0.1074198557494309	0.14516225755915266	0.1303706338180742	0.19939509008654085	0.09431850276850655	0.13134930098341452	0.13066736920717714	0.1873862812686024	0.1925892015185787	0.09392161839235931	0.1713276813174296	0.09100200920315345	0.19005904669314178	0.1485837926535497	0.0954639239797421	0.09585560399886148	0.06530937446815813	0.12199239533742359	0.09444820023440736	0.1589168905110792	0.12172396467682241	0.12627201915338657	0.18001302329126825	0.09944837860209924	0.10895966255740386	0.1508364086232642	0.08819360387977868	0.10524972742246035	0.1482246175749713	0.13047877696068286	0.15264962684501612	0.12655500242027787	0.11064627609681725	0.1078326051833866	0.11113922575124133	0.08764533920801852	0.09494037580533492	0.1359898561545494	0.11806015457027615	0.10983013833238367	0.1309904546082311	0.10891686459129572	0.11047618392683825	0.18620516131274525	0.09986329463366815	0.09860639397985892	0.1123049358843028	0.09351197478399115	0.12336508955744575	0.1274083619962065	0.14328080119706993	0.11175874905508777	0.12622003800018178	0.10857502311119839	0.09348850029279762	0.11032972413675712	0.10341534483317671	0.1771094598817656	0.16075015907111845	0.1561862699977622	0.12349257839913515	0.10637280143911941	0.09985653979178766	0.09740072290527003	0.11624408852780924	0.10204181279270676	0.10752145982526584	0.08579680713359084	0.15664573712052257	0.09531416111703335
2R.8.1	0.0372244047241529	0.23583690818831318	0.21965340921265586	0.1326232209540927	0.1250899866866769	0.22409523236995307	0.19421470951470027	0.08309008183905003	0.05985270025550318	0.06687597564587129	0.2307632801175682	0.2020792771546316	0.23221506205485803	0.10693886377928087	0.21048420153312425	0.189792663476874	0.15418783454987836	0.10022451225709576	0.11492791409020793	0.1481037871329404	0.06751048328772397	0.18869779277338358	0.0962325432084085	0.07515472047258216	0.09861079053546509	0.2139516735095235	0.2534377959442619	0.2235854944526054	0.10245127303956666	0.29245728506667373	0.060527664850558535	0.05858342164944352	0.22101178411259936	0.2345148552910418	0.11450367712922438	0.0	0.18542671763419216	0.08392283929293211	0.09669770959386363	0.1005999123492925	0.21729171682634277	0.10072396306192312	0.11531278836858977	0.12089272079653167	0.08612086548361461	0.19911410383747724	0.14411826260544788	0.1023317242507446	0.08061880723530719	0.22847118288444201	0.21997039474874747	0.10154805699979373	0.07595811959693649	0.20796217887606308	0.14351820707563354	0.21062364502631029	0.12288696369471767	0.17193615722446606	0.1194526483001107	0.19876712596888985	0.23122466696720165	0.1037202057480812	0.20167023132719455	0.09242330614307323	0.19765670218923428	0.11102534038229636	0.08028344776982275	0.07890949712510127	0.09123898508410502	0.11147956059682129	0.08246083790295418	0.20001685224195004	0.0862316049565102	0.0717744982444524	0.20671363938742743	0.12526422525586595	0.09690500346760747	0.2004368991532101	0.13195020326818832	0.10934586081362714	0.1949790985966695	0.16329677315702387	0.1321324689698721	0.1491893431244896	0.13555131341082058	0.1458491762604484	0.16249420083935923	0.1234375343071166	0.12695812991120203	0.09654136785990922	0.1695155097713019	0.1370082029264176	0.16912875307923003	0.1328468764906563	0.14578296449116368	0.2257506316959853	0.11663220456444051	0.1351091113785775	0.1179230328715883	0.142468431753732	0.15845885990766345	0.1665025549312811	0.17984966638298613	0.1354297918662748	0.13133252766533415	0.09737372592514634	0.14759712977626357	0.1385169431867863	0.09972150372738958	0.15911896288540978	0.13143080246929262	0.1368462666380412	0.14909885722269264	0.1535085456612498	0.12565513840831796	0.14138767881799966	0.13505746893893475	0.1433567954202049	0.14372438319224995	0.13464208940779282	0.14196177628734977	0.10640369815524263
