2M.9.4	1M.7.3	1M.9.3	2R.6.3	2M.7.3	1M.6.1	1M.10.2	2M.9.3	1M.10.1	1M.10.4	2M.7.1	2M.9.2	1M.8.3	2M.8.2	1M.9.2	1M.7.2	1M.7.1	1M.10.3	1M.6.3	2M.9.1	2M.8.3	1M.9.1	1M.7.4	2M.10.3	1R.6.1	2M.10.4	2M.6.4	1M.6.2	1M.6.4	2M.6.2	1R.9.2	Input3	Input1	Input2	3R.9.1	3R.7.4	3R.10.2	3R.9.4	3M.10.3	3M.10.1	3R.7.2	3M.8.1	3M.9.2	3R.6.4	3M.7.4	3M.6.2	3R.6.3	3R.10.1	3R.8.4	3M.7.1	3M.8.4	3M.9.4	3R.8.3	3R.9.2	3R.8.2	3M.10.2	3R.9.3	3M.6.3	3M.7.2
1M.9.1	0.525138520322	0.216651644662	0.275255110869	0.314981454068	0.0985390848527	0.550372839762	0.30250541958	0.336695914546	0.261295829415	0.0146074023486	0.0100186490326	0.302744729443	0.535311340283	0.535452117619	0.0315842262106	0.0587168961224	0.135316065165	0.286384413278	0.536973548513	0.247889488956	0.0228158244529	0.0	0.530318737866	0.525262917238	0.312390870174	0.0623386030847	0.0170463421582	0.0672088420127	0.00806780666939	0.581355980952	0.308861303694	0.301269317667	0.228233048281	0.183069699684	0.516460348162	0.542520378938	0.55783530468	0.359105582238	0.223901189805	0.328583455458	0.301661485164	0.30189979564	0.530562070817	0.536973548513	0.233881797213	0.196110257198	0.489744425639	0.529042653222	0.27945261394	0.0497485919372	0.00291297883546	0.523241909099	0.535452117619	0.529042653222	0.550879343207	1.0	0.0197487193116	0.526098078185	0.467460861216
1M.7.4	0.0111203447067	0.230787334829	0.209654440087	0.16045132432	0.576938585805	0.49617425224	0.227474804726	0.133335127336	0.287716143202	0.523401488055	0.535062063561	0.171568668156	0.0107156956742	1.0	0.515360154039	0.558107263353	0.592269349636	0.192072127213	0.481038858866	0.24253474953	0.541119761334	0.530318737866	0.0	0.0108532790349	0.184840619901	0.527345324526	0.538388862645	0.529820224825	0.534138498355	0.185979533313	0.303660145303	0.166101612727	0.241840375124	0.267988702245	0.0279695728496	0.487305229653	0.225795267063	0.215606733559	0.621051951383	0.185789176293	0.17002316291	0.172317664566	0.000522312228754	0.014282904534	0.223774416237	0.286008544715	0.551445274001	0.00273917786554	0.274088021729	0.553864608884	0.531697966049	0.0151922909975	1.0	1.0	0.0441175802767	0.503965767282	0.539668024496	0.00906031581672	0.0633959320983
2M.10.3	0.000267097908381	0.223789636816	0.202262790789	0.152428711565	0.572840998213	0.511706638125	0.238491613567	0.144039233468	0.28125326203	0.518194825786	0.530108383581	0.163721635917	0.0215664665197	1.0	0.50997531981	0.553634845072	0.588464690715	0.190503862581	0.496880945845	0.235381864068	0.53629499365	0.525262917238	0.0108532790349	0.0	0.195514136409	0.522224938524	0.533506192023	0.524753608262	0.529165013321	0.178294994591	0.296705870396	0.174850841527	0.234735953926	0.261371386286	0.0171383492752	0.50302021581	0.218918329367	0.226062928892	0.617561285773	0.196398878807	0.162233545542	0.183042093205	0.0113755267781	0.0251322876535	0.21673514919	0.279284985104	0.546836283286	0.00811434240117	0.266916561937	0.549305455072	0.526671953727	0.00433972752362	1.0	1.0	0.0549445507394	0.519335117928	0.534812519252	0.00179313954503	0.0533439074543
1R.6.1	0.195776287566	0.0849905823596	0.0490885646136	0.0604102924924	0.370181352923	0.237420126275	0.0415000480266	0.0513159306873	0.119884483116	0.303979315029	0.318182879287	0.0501130515452	0.174264046637	0.687981932191	0.294252679143	0.346604425023	0.38961443815	0.0365277815962	0.232455198742	0.0757236191689	0.325608423256	0.312390870174	0.184840619901	0.195514136409	0.0	0.30877004757	0.322256900533	0.311783279399	0.31705358987	0.322659388124	0.119223160639	0.021284736345	0.082708081004	0.117591109077	0.212033504895	0.226208186339	0.34994011736	0.0574816509885	0.402087499978	0.0196374368473	0.0405801768251	0.0131185948375	0.184325974246	0.170734658667	0.0793833746434	0.116346086346	0.639319317959	0.187538109454	0.0959211451853	0.341336630872	0.3140730071	0.19977038806	0.687981932191	0.684374529818	0.177989895454	0.546939189723	0.323825950063	0.193753557256	0.235957914843
2M.10.4	0.522098944199	0.264057194635	0.271294569851	0.311157479228	0.155257604394	0.547648655272	0.298845944496	0.333035727203	0.210032456311	0.0485545325678	0.071791098984	0.29888616683	0.532401000202	0.476648751067	0.0325314127359	0.117720476937	0.190182996686	0.282554156414	0.534084056711	0.243739952308	0.08386337733	0.0623386030847	0.527345324526	0.522224938524	0.30877004757	0.0	0.0784209480045	0.00522667771646	0.069950591825	0.588210505441	0.304831146821	0.297505789699	0.224007431575	0.23649353348	0.514895480982	0.539699912717	0.612285106904	0.355881621487	0.190012560914	0.325071601243	0.297831962735	0.298167342166	0.527591747359	0.534084056711	0.287742647614	0.186008077811	0.552221104083	0.526053009482	0.27529574452	0.109264199252	0.0650870923263	0.520177925835	0.476648751067	0.478511854381	0.54816131138	1.0	0.080970185379	0.523070813017	0.532543546163
2M.6.4	0.533386078172	0.227998867707	0.28603885882	0.325388830192	0.0816298588955	0.557773962118	0.312477480342	0.346659891366	0.271969248504	0.0316458645986	0.00702889352932	0.313248120057	0.543212252867	0.543348284441	0.0486043999773	0.0417123041556	0.133066944661	0.296817184132	0.544818515609	0.259185639797	0.00577172707142	0.0170463421582	0.538388862645	0.533506192023	0.322256900533	0.0784209480045	0.0	0.0831259745098	0.00897977044607	0.587641799985	0.31981973319	0.311519618504	0.239738095669	0.188777321808	0.524982186119	0.550180068778	0.535786022078	0.367897911112	0.23528028565	0.338153820146	0.31208776173	0.31206695533	0.538623907569	0.544818515609	0.233462565492	0.20815148273	0.465464753094	0.537156310513	0.290758186105	0.0327300058556	0.0141340651587	0.531554903841	0.543348284441	0.537156310513	0.558263937209	1.0	0.00270328719723	0.534312626149	0.470785780718
1M.6.2	0.524628944256	0.267296501542	0.274590623198	0.31433994148	0.159212457611	0.549916008887	0.301891332972	0.336081846441	0.20729097863	0.0535686308023	0.0765638897124	0.302097388477	0.534823374575	0.469001362372	0.037715355986	0.122033719148	0.193837784432	0.28574173251	0.536489069323	0.24719332239	0.0885131365968	0.0672088420127	0.529820224825	0.524753608262	0.311783279399	0.00522667771646	0.0831259745098	0.0	0.0747422800039	0.590090312392	0.308185341108	0.300637843222	0.227524093176	0.23983330542	0.517502117875	0.542047443797	0.613951984135	0.358564481268	0.193621877026	0.327994132861	0.301018989516	0.301273514565	0.530064074456	0.536489069323	0.290867978827	0.189714871795	0.554442964301	0.52854142622	0.2787553625	0.113660312929	0.0699288953586	0.522728252178	0.469001362372	0.481249881747	0.550423541511	1.0	0.0856492842301	0.525590560551	0.534964447679
1M.6.4	0.529042653222	0.222014774885	0.280352995632	0.31990223925	0.0905432595573	0.553874593249	0.307218120147	0.341406621484	0.266340395137	0.0226725370663	0.00195100005968	0.307710569186	0.539050649303	0.539189170446	0.0396419315041	0.0506730941371	0.127347826175	0.291315692278	0.540686260956	0.253230005795	0.0147507330049	0.00806780666939	0.534138498355	0.529165013321	0.31705358987	0.069950591825	0.00897977044607	0.0747422800039	0.0	0.584327740177	0.314044475285	0.306114478598	0.233672000146	0.182527935555	0.52049486909	0.546145019398	0.547415822764	0.363259467856	0.229279891981	0.333106214287	0.306590513587	0.306705384801	0.534377890518	0.540686260956	0.227539108468	0.201802901736	0.478257786916	0.532883112988	0.284799505294	0.0416975210691	0.00515494898219	0.527177161507	0.539189170446	0.532883112988	0.554373242365	1.0	0.0116827740451	0.529986513378	0.465965778536
2M.6.2	0.178106172654	0.307981189009	0.30743154202	0.27686129521	0.618054774596	0.613560523403	0.360186092496	0.282898415742	0.366302427904	0.575990112401	0.585047200932	0.285001635891	0.19358779377	0.697159086252	0.572859971879	0.603117720839	0.406166723205	0.32043090001	0.603430168648	0.329093875456	0.589775179566	0.581355980952	0.185979533313	0.178294994591	0.322659388124	0.588210505441	0.587641799985	0.590090312392	0.584327740177	0.0	0.387226129125	0.307061491972	0.327894074655	0.340662558678	0.165960490838	0.607615204532	0.120803725429	0.344666914272	0.398351002868	0.322680120412	0.292236443861	0.313410060041	0.186349893081	0.196125225266	0.301527379255	0.367400081924	0.3062286878	0.184038061107	0.360383536461	0.59977374588	0.582428300943	0.175228815442	0.697159086252	0.693491119352	0.217439214563	0.328543764067	0.58864068537	0.179562999696	0.184712671
1R.9.2	0.296534897444	0.0911472286718	0.0697285598134	0.121067171284	0.372577233833	0.265041183254	0.0937382868482	0.144898116405	0.0845630608476	0.299491849566	0.315298688057	0.108453046036	0.310537978179	0.621189121768	0.288626961938	0.346720219685	0.393749047692	0.0814722779543	0.244684410843	0.0501809162701	0.323534724775	0.308861303694	0.303660145303	0.296705870396	0.119223160639	0.304831146821	0.31981973319	0.308185341108	0.314044475285	0.387226129125	0.0	0.106572240414	0.0580105849241	0.0968715666582	0.286771576266	0.253101297304	0.420745755309	0.176699385831	0.400939507888	0.139881830257	0.107524925754	0.106606351088	0.30399511953	0.312830166684	0.113782363428	0.0947124591127	0.701650008428	0.301903882552	0.0389422169764	0.340917232112	0.310732065405	0.293928968331	0.621189121768	0.616337290526	0.332051881992	0.637778417362	0.321559424775	0.297853895481	0.310732065405
Input3	0.175114417876	0.070875968359	0.0357138406931	0.0392578542908	0.361215669873	0.266691056847	0.0590240257007	0.0334569020456	0.108246189064	0.292524856872	0.307287729656	0.028909660909	0.173714409267	0.687439454954	0.282407197524	0.336786854274	0.381322341947	0.0231112170365	0.247913331923	0.0627793353748	0.315000157366	0.301269317667	0.166101612727	0.174850841527	0.021284736345	0.297505789699	0.311519618504	0.300637843222	0.306114478598	0.307061491972	0.106572240414	0.0	0.0681825070921	0.104192200581	0.191487955316	0.255668058579	0.335667038402	0.0719224579274	0.395917191264	0.0338456266598	0.0193509452289	0.00819116681337	0.166472115971	0.176254096496	0.0651969672282	0.102441697227	0.629475584913	0.166832729835	0.0828938113691	0.331323519811	0.303017444979	0.179130562912	0.687439454954	0.683742820806	0.197601717059	0.576287784814	0.313149164297	0.173080760163	0.2165931453
Input1	0.234561398779	0.0492393392917	0.0421049209697	0.0756813752822	0.295438930978	0.2922150456	0.0785992272127	0.0986801120611	0.0633887412478	0.218413785554	0.23498885068	0.0640993566507	0.248875241892	0.626416637339	0.207047498109	0.268074636999	0.317938162168	0.0556709973639	0.273794624112	0.0158796649589	0.243643428361	0.228233048281	0.241840375124	0.234735953926	0.082708081004	0.224007431575	0.239738095669	0.227524093176	0.233672000146	0.327894074655	0.0580105849241	0.0681825070921	0.0	0.0386276778514	0.224602199326	0.281403615824	0.362770078512	0.133672429967	0.338269994368	0.098509184473	0.0648077867167	0.0702610587254	0.242182800622	0.251221654472	0.0708056233838	0.0378394091623	0.618329286765	0.240045375096	0.0470394362996	0.261950503102	0.23019555749	0.231901518793	0.626416637339	0.621924982861	0.270935337906	0.659926782507	0.241566604334	0.235908167891	0.249073883829
Input2	0.261208853859	0.0333312817567	0.0793688020471	0.10983141111	0.246321216437	0.319089511037	0.109655349586	0.130490335879	0.0942739633958	0.197592690388	0.183884285421	0.10084582193	0.274545508118	0.633844250464	0.214387762319	0.218015355697	0.269647062112	0.0919532107704	0.301980905753	0.0542655629922	0.192802463534	0.183069699684	0.267988702245	0.261371386286	0.117591109077	0.23649353348	0.188777321808	0.23983330542	0.182527935555	0.340662558678	0.0968715666582	0.104192200581	0.0386276778514	0.0	0.250627404036	0.309044383487	0.327191827408	0.165740624537	0.35359064473	0.132720986722	0.101479295654	0.105980366054	0.268307759364	0.276733414933	0.0433787735407	0.0627813347745	0.561250485363	0.266316364539	0.0778612354423	0.211690062504	0.180165548933	0.258732500376	0.633844250464	0.629596225478	0.295134124114	0.679515050955	0.19066174976	0.262462930234	0.212525161278
3R.9.1	0.0168717480828	0.212493706057	0.19171979463	0.152242106346	0.56558420401	0.535426134377	0.255494091175	0.160682410586	0.27204118312	0.509149813469	0.521470102649	0.162753459451	0.0386574074074	1.0	0.500644194757	0.545772104749	0.581682831786	0.207284492872	0.521107000432	0.225177199861	0.527864208315	0.516460348162	0.0279695728496	0.0171383492752	0.212033504895	0.514895480982	0.524982186119	0.517502117875	0.52049486909	0.165960490838	0.286771576266	0.191487955316	0.224602199326	0.250627404036	0.0	0.527038056373	0.207831151491	0.242198244147	0.612584100795	0.212816113151	0.172237206973	0.199659689621	0.0284906671865	0.0422140008648	0.20538486548	0.269693425603	0.538753200028	0.0252365467837	0.256674667181	0.541302752294	0.517917319513	0.0128064180657	1.0	1.0	0.0719337042296	0.542788990826	0.526332243854	0.0189280968552	0.0373966493913
3R.7.4	0.503406800507	0.304604101854	0.26328843584	0.309061303309	0.586863800843	0.0168648639065	0.183033625886	0.295808547949	0.255118716877	0.535960370964	0.54702163727	0.295111028177	0.471780691474	0.543828977057	0.528340636564	0.568924430297	0.605766136045	0.239028500112	0.0119068256676	0.274512024461	0.55277362732	0.542520378938	0.487305229653	0.50302021581	0.226208186339	0.539699912717	0.550180068778	0.542047443797	0.546145019398	0.607615204532	0.253101297304	0.255668058579	0.281403615824	0.309044383487	0.527038056373	0.0	0.622417338637	0.275717595073	0.606454071107	0.241006034364	0.281986643669	0.244627736138	0.486548723308	0.466610706107	0.318474557815	0.289341104814	1.0	0.491272260028	0.291447403167	0.564887895509	0.543828977057	0.509300382156	0.543828977057	0.537650120375	0.459239286837	0.466805196619	0.551394802459	0.500424713668	0.543828977057
3R.10.2	0.218749447176	0.306871998006	0.336368994888	0.307933500022	0.468834669113	0.627815318489	0.385504089734	0.313354926601	0.398312475948	0.576627155784	0.544891979484	0.315421395041	0.232611436438	0.790955293772	0.598349086101	0.481335244365	0.407611799597	0.348269744939	0.618623202774	0.364131841708	0.528293828337	0.55783530468	0.225795267063	0.218918329367	0.34994011736	0.612285106904	0.535786022078	0.613951984135	0.547415822764	0.120803725429	0.420745755309	0.335667038402	0.362770078512	0.327191827408	0.207831151491	0.622417338637	0.0	0.369844745895	0.496332601555	0.34980476438	0.322048195478	0.341514794141	0.22612689617	0.23488635773	0.285327232628	0.400360890057	0.298076976813	0.224057114856	0.395060258783	0.493120631429	0.554076564795	0.21617650829	0.790955293772	0.788571952888	0.254028163833	0.431739490858	0.532278600261	0.220052550917	0.171661799251
3R.9.4	0.226319636372	0.134655869251	0.106396240167	0.0932441786322	0.410767098922	0.258031960243	0.0972131527395	0.0842057796791	0.173053847185	0.351618299126	0.364265897072	0.0831282184972	0.205237184835	0.72359788439	0.342970584731	0.389643869659	0.428226428221	0.0934891430685	0.288139197392	0.132413583478	0.370887249923	0.359105582238	0.215606733559	0.226062928892	0.0574816509885	0.355881621487	0.367897911112	0.358564481268	0.363259467856	0.344666914272	0.176699385831	0.0719224579274	0.133672429967	0.165740624537	0.242198244147	0.275717595073	0.369844745895	0.0	0.444831529663	0.0382793988822	0.0737305507948	0.0708125970982	0.215102353354	0.201775035348	0.129138737373	0.168150449515	0.649297474667	0.218250096435	0.153869187813	0.384933128479	0.360603861662	0.230230169066	0.72359788439	0.720545634696	0.172618267593	0.508277532104	0.369297239061	0.22433877717	0.264185736835
3M.10.3	0.617475534211	0.378277426842	0.366535835145	0.418541133144	0.290451631119	0.61227907411	0.387289649014	0.437773630948	0.326395160382	0.214193907325	0.230582345725	0.404554832652	0.624509527325	0.236287839841	0.202962395454	0.263330814344	0.0971374791349	0.374868411142	0.602356212586	0.343406273042	0.239144154151	0.223901189805	0.621051951383	0.617561285773	0.402087499978	0.190012560914	0.23528028565	0.193621877026	0.229279891981	0.398351002868	0.400939507888	0.395917191264	0.338269994368	0.35359064473	0.612584100795	0.606454071107	0.496332601555	0.444831529663	0.0	0.419740548872	0.40135736351	0.394092273101	0.62122022554	0.625663008939	0.39863784342	0.302429220083	0.314823491303	0.620169897361	0.37456598679	0.257265575671	0.225841813312	0.616168929851	0.236287839841	0.227260491071	0.635358879845	0.67814790434	0.237089299056	0.618137162136	0.624607173792
3M.10.1	0.196659446488	0.100390281433	0.069063308177	0.0620161062447	0.384668140724	0.233772080828	0.0608384449512	0.0529605476012	0.138947695929	0.320425424478	0.334201667356	0.0517688720592	0.17527457142	0.706119528914	0.31099360846	0.361779536369	0.403541756474	0.0562735953809	0.253565363051	0.0957012261228	0.341405321089	0.328583455458	0.185789176293	0.196398878807	0.0196374368473	0.325071601243	0.338153820146	0.327994132861	0.333106214287	0.322680120412	0.139881830257	0.0338456266598	0.098509184473	0.132720986722	0.212816113151	0.241006034364	0.34980476438	0.0382793988822	0.419740548872	0.0	0.0422800321484	0.0329357120236	0.18527757513	0.171765581742	0.0947746663602	0.132789739403	0.637309003875	0.188470659488	0.116539599134	0.356666965433	0.330215052509	0.20062932562	0.706119528914	0.702744687796	0.154757089994	0.525932897135	0.339676017142	0.194648914049	0.236557760126
3R.7.2	0.16204215231	0.067629516004	0.0354839001365	0.0199238574003	0.362559011955	0.292805493296	0.0788373346544	0.0348011506141	0.10914841832	0.292762545459	0.307783887976	0.00955662105968	0.177736293567	0.698886742785	0.282461140658	0.337765277423	0.382942663916	0.0335447904652	0.274372132899	0.0629826193212	0.315626801614	0.301661485164	0.17002316291	0.162233545542	0.0405801768251	0.297831962735	0.31208776173	0.301018989516	0.306590513587	0.292236443861	0.107524925754	0.0193509452289	0.0648077867167	0.101479295654	0.172237206973	0.281986643669	0.322048195478	0.0737305507948	0.40135736351	0.0422800321484	0.0	0.0275440264513	0.170398608387	0.180308885015	0.0618713495587	0.101741478182	0.619096775206	0.168055062973	0.0834416132538	0.332216062911	0.303440013692	0.159834271876	0.698886742785	0.695260757322	0.20192185967	0.591024333837	0.313744776006	0.163518831037	0.198401832066
3M.8.1	0.183305532163	0.0728853809553	0.0362067532412	0.0474459523235	0.361390901273	0.255734778106	0.0506469362078	0.0383559738266	0.108267017746	0.293227988239	0.307869126987	0.0371045771966	0.171630489652	0.683233195047	0.283196374301	0.337138577459	0.381361631374	0.0236771906364	0.236815305302	0.0630989190481	0.315519760021	0.30189979564	0.172317664566	0.183042093205	0.0131185948375	0.298167342166	0.31206695533	0.301273514565	0.306705384801	0.313410060041	0.106606351088	0.00819116681337	0.0702610587254	0.105980366054	0.199659689621	0.244627736138	0.341514794141	0.0708125970982	0.394092273101	0.0329357120236	0.0275440264513	0.0	0.17180063909	0.174158038018	0.0672369069231	0.104304977408	0.63402701688	0.175027740701	0.0830888960949	0.331716413642	0.303633589242	0.187319474969	0.683233195047	0.679514497531	0.195408112052	0.569533266979	0.313683484963	0.181272911724	0.224329629806
3M.9.2	0.0116425893119	0.231124712168	0.210010716401	0.160837931294	0.577136020568	0.495426392871	0.22694358819	0.132819240613	0.288027743311	0.523652039266	0.535300507723	0.171946846832	0.0101934404976	1.0	0.51561922905	0.558322661266	0.59245273761	0.192429834694	0.480276337221	0.242879484973	0.541352034125	0.530562070817	0.000522312228754	0.0113755267781	0.184325974246	0.527591747359	0.538623907569	0.530064074456	0.534377890518	0.186349893081	0.30399511953	0.166472115971	0.242182800622	0.268307759364	0.0284906671865	0.486548723308	0.22612689617	0.215102353354	0.62122022554	0.18527757513	0.170398608387	0.17180063909	0.0	0.0137606949619	0.224113807824	0.286332597529	0.551667213933	0.00326148542806	0.274433495938	0.554084161738	0.531939872363	0.01571447853	1.0	1.0	0.0435962726435	0.503225633271	0.539901768898	0.00958258269769	0.0638797447252
3R.6.4	0.0253992150625	0.240033499187	0.219415407852	0.171040551829	0.582345472602	0.47571152475	0.212914040577	0.142424942405	0.29625611271	0.530252330546	0.541584071895	0.18192813566	0.00356775490914	1.0	0.522442408678	0.564002852056	0.597293797512	0.201874385912	0.460183201596	0.251978449615	0.547474087089	0.536973548513	0.014282904534	0.0251322876535	0.170734658667	0.534084056711	0.544818515609	0.536489069323	0.540686260956	0.196125225266	0.312830166684	0.176254096496	0.251221654472	0.276733414933	0.0422140008648	0.466610706107	0.23488635773	0.201775035348	0.625663008939	0.171765581742	0.180308885015	0.174158038018	0.0137606949619	0.0	0.233076119157	0.294885958297	0.557518745255	0.0170214164636	0.283546764357	0.559873179606	0.538314025393	0.0294688010951	1.0	1.0	0.0298534872367	0.483710291351	0.54606233946	0.0233401999509	0.0766280507858
3M.7.4	0.2165622479	0.0211627966777	0.0567994145078	0.0696386696408	0.28799213239	0.328412605342	0.116427805203	0.0907511003432	0.114871475585	0.249076413767	0.228824743398	0.0609259351249	0.230748920206	0.685935142248	0.266649637937	0.261171994883	0.310089319654	0.0731960223836	0.311485844053	0.0702773865221	0.237277632104	0.233881797213	0.223774416237	0.21673514919	0.0793833746434	0.287742647614	0.233462565492	0.290867978827	0.227539108468	0.301527379255	0.113782363428	0.0651969672282	0.0708056233838	0.0433787735407	0.20538486548	0.318474557815	0.285327232628	0.129138737373	0.39863784342	0.0947746663602	0.0618713495587	0.0672369069231	0.224113807824	0.233076119157	0.0	0.107868024785	0.554651255571	0.221995480217	0.0903870368839	0.255177917637	0.230843481721	0.213927883957	0.685935142248	0.682279979434	0.252646571231	0.638691790977	0.235248658263	0.217896322651	0.168546630052
3M.6.2	0.279119779945	0.0863142391322	0.0766945440497	0.114506130627	0.266423548773	0.300083426029	0.108136522425	0.137209417197	0.0645599980219	0.185832001494	0.203181116438	0.10257614162	0.292665671581	0.586876533115	0.173932820891	0.237801181408	0.293816308466	0.0897708691834	0.281779825116	0.0506495359412	0.2122384223	0.196110257198	0.286008544715	0.279284985104	0.116346086346	0.186008077811	0.20815148273	0.189714871795	0.201802901736	0.367400081924	0.0947124591127	0.102441697227	0.0378394091623	0.0627813347745	0.269693425603	0.289341104814	0.400360890057	0.168150449515	0.302429220083	0.132789739403	0.101741478182	0.104304977408	0.286332597529	0.294885958297	0.107868024785	0.0	0.620203173603	0.284309831182	0.0706755129183	0.231394141276	0.198164349959	0.276602329521	0.586876533115	0.581885137372	0.313537325872	0.700162633487	0.210065046217	0.280394400183	0.292853638594
3R.6.3	0.546722936714	0.570812015892	0.634364602628	0.608134813697	0.457163421104	1.0	0.678486570685	0.610997372271	0.668268371773	0.510520858332	0.475479008545	0.614160882769	0.556001015649	0.556129537924	0.534633378876	0.434193668027	0.298065155824	0.642766502342	1.0	0.631639827715	0.457238710128	0.489744425639	0.551445274001	0.546836283286	0.639319317959	0.552221104083	0.465464753094	0.554442964301	0.478257786916	0.3062286878	0.701650008428	0.629475584913	0.618329286765	0.561250485363	0.538753200028	1.0	0.298076976813	0.649297474667	0.314823491303	0.637309003875	0.619096775206	0.63402701688	0.551667213933	0.557518745255	0.554651255571	0.620203173603	0.0	0.550281547791	0.654560996962	0.429031969957	0.485597990666	0.544995138252	0.556129537924	0.550281547791	0.570234820328	0.576092919996	0.461612271455	0.547597325672	0.485597990666
3R.10.1	0.0083814221443	0.229018941476	0.207786843982	0.158424612388	0.575903532435	0.500095723441	0.230259122137	0.136039473712	0.286082875065	0.522087486874	0.533811657515	0.169586189388	0.0134544786213	1.0	0.514001375026	0.556977891565	0.591308038158	0.190197123069	0.485037587983	0.240727601645	0.539901768898	0.529042653222	0.00273917786554	0.00811434240117	0.187538109454	0.526053009482	0.537156310513	0.52854142622	0.532883112988	0.184038061107	0.301903882552	0.166832729835	0.240045375096	0.266316364539	0.0252365467837	0.491272260028	0.224057114856	0.218250096435	0.620169897361	0.188470659488	0.168055062973	0.175027740701	0.00326148542806	0.0170214164636	0.221995480217	0.284309831182	0.550281547791	0.0	0.272276765858	0.552713418328	0.530429375018	0.0124536313822	1.0	1.0	0.0468510963794	0.50784654254	0.538442302972	0.00632129483192	0.0608587500353
3R.8.4	0.266740268684	0.0725062495852	0.0487295746845	0.0964559603077	0.34524016359	0.302658142315	0.0839160075165	0.120323875517	0.0747254647008	0.269789364829	0.28609346232	0.0841576298518	0.281182156213	0.640691184505	0.258587265272	0.318526946716	0.367128829448	0.0644048506803	0.283546764357	0.0403007822857	0.294591724065	0.27945261394	0.274088021729	0.266916561937	0.0959211451853	0.27529574452	0.290758186105	0.2787553625	0.284799505294	0.360383536461	0.0389422169764	0.0828938113691	0.0470394362996	0.0778612354423	0.256674667181	0.291447403167	0.395060258783	0.153869187813	0.37456598679	0.116539599134	0.0834416132538	0.0830888960949	0.274433495938	0.283546764357	0.0903870368839	0.0706755129183	0.654560996962	0.272276765858	0.0	0.312534716173	0.28138236901	0.264053363175	0.640691184505	0.636138382929	0.303382314762	0.656267358086	0.292553337341	0.268100334959	0.28138236901
3M.7.1	0.54919334048	0.249934087611	0.306860414635	0.34546494811	0.0490308510082	0.571997234592	0.331765208223	0.365890464523	0.292604197413	0.0643092608938	0.0397497547262	0.333517223987	0.558371586055	0.558498739795	0.0812052227539	0.00899457809348	0.1582959528	0.316976640039	0.559873179606	0.280987481631	0.0269633723987	0.0497485919372	0.553864608884	0.549305455072	0.341336630872	0.109264199252	0.0327300058556	0.113660312929	0.0416975210691	0.59977374588	0.340917232112	0.331323519811	0.261950503102	0.211690062504	0.541302752294	0.564887895509	0.493120631429	0.384933128479	0.257265575671	0.356666965433	0.332216062911	0.331716413642	0.554084161738	0.559873179606	0.255177917637	0.231394141276	0.429031969957	0.552713418328	0.312534716173	0.0	0.046842401343	0.547484359535	0.558498739795	0.552713418328	0.572456214853	1.0	0.0300293756156	0.550058233494	0.488343661548
3M.8.4	0.52654829424	0.218586545207	0.277094538758	0.31675715133	0.0956535626329	0.551636962331	0.304205561005	0.33839571447	0.263115778353	0.0175196357051	0.00710587757588	0.304536614049	0.536661444702	0.536801405322	0.0344940314509	0.0558134636818	0.132440979658	0.288163584433	0.538314025393	0.249816546482	0.0199041684886	0.00291297883546	0.531697966049	0.526671953727	0.3140730071	0.0650870923263	0.0141340651587	0.0699288953586	0.00515494898219	0.582428300943	0.310732065405	0.303017444979	0.23019555749	0.180165548933	0.517917319513	0.543828977057	0.554076564795	0.360603861662	0.225841813312	0.330215052509	0.303440013692	0.303633589242	0.531939872363	0.538314025393	0.230843481721	0.198164349959	0.485597990666	0.530429375018	0.28138236901	0.046842401343	0.0	0.524662950016	0.536801405322	0.530429375018	0.552140623315	1.0	0.0168367090516	0.527502168791	0.463198594678
3M.9.4	0.00407263433597	0.22099883856	0.199313835233	0.149227125723	0.571205479098	0.517912244531	0.242884556753	0.148310265924	0.278675842506	0.516113058423	0.528128506299	0.16059048228	0.0259037696425	1.0	0.507821758711	0.551848637858	0.586946837101	0.194825216466	0.503213049926	0.232527806204	0.534367014393	0.523241909099	0.0151922909975	0.00433972752362	0.19977038806	0.520177925835	0.531554903841	0.522728252178	0.527177161507	0.175228815442	0.293928968331	0.179130562912	0.231901518793	0.258732500376	0.0128064180657	0.509300382156	0.21617650829	0.230230169066	0.616168929851	0.20062932562	0.159834271876	0.187319474969	0.01571447853	0.0294688010951	0.213927883957	0.276602329521	0.544995138252	0.0124536313822	0.264053363175	0.547484359535	0.524662950016	0.0	1.0	1.0	0.0592701456299	0.525474207989	0.53287216692	0.00613281934466	0.049325900032
3R.8.3	1.0	0.66366771067	0.656642443661	0.723851038327	0.58110800111	0.551636962331	0.637468044405	0.742343387709	0.553931481416	0.528686334684	0.540092837829	0.705241386683	1.0	0.0	0.520823818429	0.562654123264	0.350126924378	0.658749660928	0.538314025393	0.632326354584	0.546020988194	0.535452117619	1.0	1.0	0.687981932191	0.476648751067	0.543348284441	0.469001362372	0.539189170446	0.697159086252	0.621189121768	0.687439454954	0.626416637339	0.633844250464	1.0	0.543828977057	0.790955293772	0.72359788439	0.236287839841	0.706119528914	0.698886742785	0.683233195047	1.0	1.0	0.685935142248	0.586876533115	0.556129537924	1.0	0.640691184505	0.558498739795	0.536801405322	1.0	0.0	0.0137565838445	1.0	0.558498739795	0.544600145294	1.0	1.0
