NC_N_Root_1	NC_N_Root_2	NC_N_Root_3	NC_N_Shoot_1	NC_N_Shoot_2	NC_N_Shoot_3	SC_N_Root_1	SC_N_Root_2	SC_N_Root_3	SC_N_Shoot_1	SC_N_Shoot_2	SC_N_Shoot_3	NC_Y_Root_1	NC_Y_Root_2	NC_Y_Root_3	NC_Y_Shoot_1	NC_Y_Shoot_2	NC_Y_Shoot_3	SC_Y_Root_1	SC_Y_Root_2	SC_Y_Root_3	SC_Y_Shoot_1	SC_Y_Shoot_2	SC_Y_Shoot_3
AT2G46000	4.2137	4.1995	4.2524	3.3438	2.9483	3.0155	4.5753	4.6175	4.7836	2.8795	3.1022	3.0431	4.0232	3.6817	3.9019	2.8892	3.102	3.0931	4.0984	4.1642	4.0823	3.1281	2.5967	2.9587
AT2G46020	7.8491	7.8207	8.0179	7.2373	7.2133	7.3061	7.7686	7.684	7.6571	7.1957	7.27	7.3273	7.8904	8.0365	7.9854	7.2376	7.1668	7.1336	7.7731	7.7603	7.7632	7.2499	7.3975	7.162
AT2G46030	4.8564	4.835	4.5026	3.749	4.0941	4.2232	4.5471	4.5888	4.6366	4.7251	4.7862	4.6591	4.5446	4.4644	4.4636	3.5596	3.8044	4.0692	4.034	3.7578	4.0163	4.5949	4.4694	4.6151
AT2G46040	3.2889	3.296	3.5597	2.6855	2.7073	2.4585	3.5542	3.7061	3.7024	2.8969	3.1167	2.8874	3.5107	3.0338	3.5527	2.5032	2.738	2.558	3.4391	3.5566	3.285	3.1132	2.9656	3.4294
AT2G46050	-1.8018	-2.628	-1.2507	-1.8657	-3.2546	-0.5953	-1.5305	-0.5872	-1.6388	-2.9019	-1.35	-1.2456	-1.7048	-2.7325	-5.1232	-2.0382	-2.2555	-2.3197	-1.2383	-2.7689	-0.899	-1.6719	-1.1823	-0.9629
AT2G46060	4.4062	4.5519	4.4217	4.5662	4.9822	4.7468	4.2613	4.2155	4.1902	4.8101	5.0289	5.0747	4.4942	4.541	4.5224	4.8109	4.9801	4.8956	4.5826	4.6624	4.6664	5.1076	4.9822	4.8777
AT2G46070	1.6167	1.7042	0.6391	4.9909	4.9203	4.8163	0.5399	0.5583	0.8506	4.2513	4.4659	4.4922	1.7547	0.8352	1.2166	4.3664	4.4269	4.1232	-0.2814	0.742	0.223	4.2588	4.4217	4.4685
AT2G46080	5.2979	5.3254	5.4636	5.5874	5.8302	5.7887	5.3066	5.0921	5.1735	5.0773	5.133	5.0347	5.3655	5.3798	5.44	5.7572	5.8036	5.7815	4.9445	4.8205	4.9604	5.0384	5.1048	5.2024
AT2G46090	3.4017	3.0444	2.8467	4.92	4.6013	4.5411	3.1287	3.2419	3.1161	4.7348	4.6016	4.6635	3.2132	2.948	3.0112	4.4048	4.4108	4.4538	2.869	3.0229	2.9735	4.6109	4.646	4.6518
AT2G46100	3.9916	4.2634	3.6925	6.4274	6.397	6.4052	3.5022	3.3936	3.4841	6.2871	6.0604	6.1175	4.6406	4.5356	4.2496	6.4101	6.4493	6.4947	4.2346	4.2288	4.2058	6.3029	6.4766	6.7822
AT2G46110	1.8465	1.5072	1.5807	2.6579	2.6116	2.682	2.1551	1.9609	1.5556	2.7893	3.027	2.7626	1.5606	1.537	1.7222	2.7319	2.6166	2.2532	1.9871	1.7795	1.9324	3.2281	2.9656	2.8989
AT2G46130	0.9407	-0.0091	0.0194	-3.4507	-4.8396	-5.1189	-1.5305	-0.3462	0.2153	-4.4868	-4.5199	-4.705	-0.1957	-1.0163	-0.5997	-4.8455	-5.0629	-4.6416	-0.3716	0.0384	-0.0323	-4.4793	-4.6417	-3.0784
AT2G46140	5.3797	5.7023	5.486	1.6509	1.5003	1.3889	5.5176	5.5125	5.6935	1.005	1.313	1.0229	5.587	5.2923	5.5676	1.4943	1.6786	1.1397	5.9404	5.6582	5.5994	1.1355	1.834	1.2193
AT2G46150	3.5932	3.4565	3.709	0.4562	0.2897	-0.2609	3.8733	3.5852	3.7771	-0.2389	-1.35	-0.0612	3.6144	3.2117	3.7625	1.8959	2.5145	1.9877	3.7644	3.9725	3.7583	0.1646	1.1396	0.381
AT2G46160	1.6167	1.3591	1.8615	3.7159	3.0122	3.1803	1.5284	1.7172	1.8604	2.7516	2.7375	2.4139	1.7547	1.5582	2.0567	3.3294	3.3924	2.8422	1.9504	2.069	2.0903	2.6806	2.9803	3.0982
AT2G46170	5.1764	5.29	5.2039	5.9237	6.002	6.0777	5.5363	5.3117	5.4314	5.9654	5.7759	5.7575	5.2996	5.144	5.3515	6.2212	6.4651	6.4345	5.9358	5.7269	5.7692	6.1029	6.1355	6.3074
AT2G46180	4.5243	4.6561	4.5551	4.61	4.7843	4.641	4.4034	4.4412	4.5811	4.8101	4.9538	4.9261	4.4911	4.5778	4.5858	4.5403	4.5899	4.6087	4.4703	4.4386	4.5154	4.8893	4.832	4.7566
AT2G46192	-1.2543	-0.4811	-0.4802	1.6786	1.8469	1.8923	-0.3081	-0.3462	-0.6954	1.3958	1.7469	1.7043	0.4277	0.65	-0.2653	1.1318	1.2769	1.8662	0.4556	0.5239	0.223	1.4034	1.4668	2.0231
AT2G46200	3.5773	3.5675	3.6014	3.2452	2.7073	2.7077	3.3603	3.6376	3.7509	2.479	2.7747	3.2433	3.8451	3.8243	3.6679	2.848	2.8258	2.7071	3.2704	3.5128	3.4933	2.4156	2.6344	2.575
AT2G46210	0.4285	0.8315	1.0712	1.0729	1.4642	0.714	1.0704	1.0549	1.6494	1.0678	1.3627	1.3173	1.0377	1.0895	1.3525	1.1768	0.665	-0.1181	1.4157	1.5674	1.2803	0.65	1.289	0.8285
AT2G46220	4.8955	5.1876	4.8455	7.2933	7.3219	7.2971	3.8823	3.8093	3.8282	7.4038	7.3798	7.3661	5.8969	5.8172	5.4664	7.235	7.3021	7.497	4.2648	4.407	4.2685	7.1137	7.1144	7.2484
AT2G46225	4.904	4.8764	4.9157	5.2277	5.1044	5.0893	4.99	4.9373	4.9311	5.062	5.1113	5.0582	4.7635	4.5804	4.7701	4.9309	4.8957	4.8878	4.8048	4.6182	4.6877	4.9822	4.9451	4.9966
AT2G46230	5.0456	4.7607	4.911	4.9431	5.1477	5.1278	5.1429	5.2287	5.0881	5.1112	5.1613	4.9585	4.8272	4.8011	4.8266	5.1474	5.1647	5.0396	4.8176	4.99	4.7867	5.0925	5.0981	5.3352
AT2G46240	4.3003	4.467	4.4117	3.7293	3.394	3.3446	3.8129	3.7799	3.9299	3.7372	3.5516	3.8146	3.8592	4.2134	3.9562	3.6423	3.4169	3.5824	4.1998	4.2512	4.1556	4.0005	3.984	3.9402
AT2G46250	1.8107	1.5305	1.7599	5.0898	4.8346	4.9104	0.7124	0.8762	0.8105	4.435	4.7257	4.3637	2.3295	2.2867	2.0163	4.4095	4.3486	4.4954	1.5931	1.5385	1.2423	4.3568	4.4953	4.6011
AT2G46260	6.0296	6.1872	6.13	4.9964	4.8866	4.8251	6.2311	6.1362	6.3024	5.003	5.0095	5.1007	6.5428	6.5069	6.3202	4.9276	4.9553	4.7571	6.0509	5.9799	5.9597	4.8494	4.7908	4.6427
AT2G46270	5.7651	5.9799	5.647	3.5754	3.557	3.5429	5.4089	5.2655	5.4913	2.997	2.9313	2.8572	6.0496	6.2807	6.2294	4.2179	4.5864	4.1299	5.5849	5.3217	5.4218	2.2889	2.5382	2.2555
AT2G46280	7.3162	7.2182	7.4098	7.003	6.8083	6.7534	7.5134	7.628	7.5255	6.8602	6.8633	6.8719	7.2175	7.1168	7.2063	7.0121	6.8511	6.8163	7.3973	7.5028	7.4337	6.9275	6.9409	6.9818
AT2G46290	3.2359	2.873	3.1416	2.6855	2.5951	2.2474	3.3341	3.5754	3.301	2.083	2.4913	2.6787	2.7292	2.4545	3.0112	2.4306	1.7826	2.0449	3.3572	3.1806	3.0079	2.4396	2.347	1.746
AT2G46300	-0.8584	-0.6804	-0.2938	-2.7137	0.2048	0.0104	-2.2674	-1.108	-2.1693	-0.5799	-0.8195	-1.2456	-0.8816	-1.1475	0.006	-0.322	-2.741	-1.4717	-0.2814	-0.2329	-0.899	-0.5724	-4.6417	-2.3415
AT2G46310	3.256	3.4133	3.1577	2.97	3.2637	3.1985	2.8058	2.4717	2.6551	2.8969	2.7562	2.7948	3.4054	3.9175	3.6937	3.1713	3.0508	3.1066	3.0274	3.064	3.2567	2.9884	3.3413	3.6358
AT2G46320	3.3835	3.4381	2.786	5.1848	5.0476	5.0697	2.7175	2.7989	2.9415	4.5873	4.3162	4.4472	3.0665	3.225	2.9695	4.9505	5.2891	5.221	2.8788	2.7857	3.0742	4.6371	4.4798	4.8738
AT2G46330	6.0306	6.1407	6.045	5.6253	5.0323	4.9883	6.0709	6.0658	6.2072	5.6718	5.8906	5.7818	6.2913	6.3584	6.1038	5.5692	5.3497	5.3485	6.4312	6.1362	6.1601	6.2715	6.2432	6.4704
AT2G46340	5.2734	5.8226	5.0913	8.1003	8.4326	8.4286	5.6561	4.8268	5.5273	7.9723	7.9566	7.9596	6.2273	6.2679	5.9435	8.3837	8.4925	8.5294	6.2051	6.2651	6.3087	8.0751	8.1791	8.1268
AT2G46370	7.5039	7.4329	7.5519	6.9197	6.8674	6.8829	7.611	7.3239	7.3623	6.8768	6.5997	6.8023	7.2244	7.4848	7.2986	7.2924	7.3113	7.1589	7.3896	7.2325	7.3492	6.9402	6.8486	6.8926
AT2G46380	1.1271	0.9397	0.7279	3.9331	3.9186	3.9712	1.3828	0.6352	1.2607	4.278	4.2516	4.3366	1.134	1.355	0.6581	3.9715	3.9229	3.8858	1.0836	0.6905	1.0359	4.1391	4.076	4.1081
AT2G46390	3.6399	3.7017	2.9519	3.5974	3.3552	3.4086	3.3075	3.5997	3.9668	3.6476	3.2549	3.2893	3.4927	3.0032	3.2387	3.5849	3.9286	3.7115	3.743	3.4904	3.4933	3.4923	3.4404	3.4188
AT2G46400	2.4808	3.0764	2.2393	1.4722	2.6116	2.3649	0.9377	1.1366	1.4022	1.4904	1.208	0.7868	3.7215	3.6914	3.0616	3.4071	3.9511	3.83	1.4944	1.8978	2.3622	2.0906	3.0518	1.8124
AT2G46410	1.5531	1.6415	1.43	0.0088	-0.5916	-0.364	1.7818	1.6993	2.2382	0.5576	0.3381	0.4242	1.6501	1.5791	1.3525	0.8269	0.8197	1.0308	1.2742	0.8399	1.0796	-0.3918	0.2163	-0.1398
AT2G46420	-0.076	0.2926	-0.8146	6.1337	6.2929	6.1786	-0.7935	-2.4616	-0.0538	5.5589	5.3764	5.4885	1.9077	2.1255	1.5633	6.7816	6.8519	6.7469	0.4556	0.1186	0.9908	5.3834	5.494	5.4672
AT2G46430	5.4858	5.445	5.2866	5.3448	5.4072	5.3958	5.5406	5.2005	5.1456	4.5873	4.3098	4.0664	5.2716	5.308	5.0947	6.6093	6.8548	6.6831	5.2601	5.2479	5.2697	4.4779	5.1115	4.1536
AT2G46440	-1.1099	-2.2654	-1.0902	6.1757	6.0238	5.7584	-2.2674	-1.5441	-1.8798	5.5752	5.2266	4.9691	-3.8202	-3.9549	-5.1232	6.6236	6.5578	6.9067	-5.3258	-5.0909	-4.9865	5.3265	5.756	5.3687
AT2G46450	5.235	5.0615	5.1406	7.8163	7.6242	7.5364	5.1653	5.2472	5.1171	6.8909	6.8513	6.7405	4.7433	4.7719	4.4561	7.7754	7.5553	7.7791	4.3902	4.8879	4.7767	6.7308	7.0312	6.9773
AT2G46455	-1.4148	-0.6804	-1.8787	-1.1287	-0.9327	-0.0745	-1.9779	-1.2393	-1.8798	-1.6795	-2.198	0.6525	-0.8816	-0.2544	-0.5997	-2.0382	-1.156	-1.1822	-1.6253	-1.6314	-1.8166	-1.3093	-0.9413	-0.9629
AT2G46470	5.0667	5.0128	5.0205	4.5919	4.542	4.4566	5.1277	5.2984	5.1616	4.5216	4.586	4.8399	4.9513	4.9925	5.0504	4.5489	4.3862	4.6039	5.0504	5.0803	5.0008	4.7375	4.7698	4.7182
AT2G46480	-1.4148	-1.043	-1.2507	-1.8657	-1.3801	-1.949	-2.2674	-2.8242	-2.5319	-2.9019	-2.9349	-3.1201	-0.8816	-1.2919	-0.4794	-2.0382	-2.741	-0.7347	-1.4189	-0.6985	-1.0796	-0.3918	-0.9413	-1.856
AT2G46490	5.444	5.4465	5.4538	4.8177	4.1348	4.0783	5.6213	5.8618	5.7881	4.6191	4.5755	4.7107	5.5757	5.5823	5.3934	4.7376	4.0112	4.3612	5.3351	5.392	5.2838	4.7805	4.5357	4.6653
AT2G46495	4.2069	4.1812	4.1874	-5.0356	-4.8396	-5.1189	4.8653	4.5296	4.4372	-4.4868	-4.5199	-3.1201	3.9978	3.5608	3.7502	-4.8455	-3.4779	-4.6416	4.4832	4.3624	4.5272	-4.4793	-2.3198	-4.6634
AT2G46500	6.8087	6.8544	6.8195	5.6377	5.8284	5.7476	6.5874	6.6047	6.509	5.5061	5.6736	5.741	6.8701	7.0411	6.84	5.7719	6.0502	5.9995	6.5488	6.3945	6.459	5.7817	5.8431	5.682
AT2G46505	5.7392	6.0009	5.957	5.779	5.6751	5.5824	6.232	6.1436	6.1561	5.8474	5.762	5.6022	6.0352	6.0295	6.2502	5.6985	5.5417	5.4603	6.4153	6.2135	6.2762	5.6994	5.6425	5.7449
AT2G46510	2.8597	2.9266	2.9611	5.204	5.0658	5.0321	2.6016	2.7564	3.1486	5.5752	5.3915	5.5488	3.8779	4.2033	3.8683	5.2902	5.4279	5.7367	3.0623	3.0124	3.3309	5.659	5.6518	5.73
AT2G46520	5.8315	5.8905	6.1908	5.7758	5.7198	5.9166	6.2522	6.1633	5.9617	6.1122	5.9303	6.1302	5.8692	6.1152	6.1038	5.9578	5.8251	6.0597	6.3471	6.1313	6.2525	6.3965	6.4088	6.274
AT2G46530	3.4196	3.5731	3.4333	4.4662	4.7092	4.6243	3.1663	2.832	2.8357	5.1	5.1437	5.1973	3.6255	3.7199	3.8397	4.3953	4.2747	4.4	3.4976	3.7764	3.6392	4.8494	4.7528	4.9084
AT2G46535	4.5048	4.8832	4.435	3.538	3.5484	3.3116	4.0685	3.8299	4.0891	3.5739	3.7041	3.7086	4.7046	4.8833	4.9225	3.3492	3.3507	3.6391	4.3936	4.544	4.6116	2.8517	2.9949	2.7029
AT2G46540	4.6128	4.8019	4.6689	4.6315	4.5762	4.4491	4.8653	4.9859	5.052	4.8147	4.5218	4.5734	4.7484	4.4245	4.6889	4.4921	4.7652	4.5751	4.9257	4.9549	4.9038	4.8222	4.6552	4.7692
AT2G46550	5.4914	5.6985	5.4342	4.8208	4.8522	4.8015	5.2448	5.2334	5.369	6.0436	6.0585	6.1707	5.7963	5.9575	5.5624	5.0295	4.8811	5.0743	5.1449	4.9077	5.0428	5.8234	5.8809	5.9651
AT2G46560	6.8968	6.8992	6.9527	6.6364	6.876	6.8587	6.8121	6.7839	6.6993	6.7723	6.789	6.8804	6.9777	6.9971	6.8672	6.8024	6.8186	6.9106	6.7903	6.8127	6.8727	6.9168	6.9521	6.7465
AT2G46567	-0.6442	-0.6804	-0.9458	-0.1776	0.518	-0.364	-1.045	-1.2393	-0.5844	0.2681	1.0347	0.4242	-0.451	-1.1475	-1.2164	-0.0906	-0.5393	0.2164	-1.0778	-1.184	-0.7386	1.0753	-0.2494	0.0915
AT2G46570	2.5585	2.6361	2.6102	2.1443	2.3203	2.5746	2.4514	2.1693	2.0271	1.3461	1.0347	0.8495	1.5835	2.0526	2.439	2.6383	2.1755	1.8662	2.3816	2.1853	2.1531	1.2487	1.4668	1.0645
AT2G46572	1.4865	1.6836	0.4432	1.7059	2.1029	1.9791	0.2351	0.7435	0.5915	2.408	1.7839	2.0631	1.9077	1.3305	1.3197	1.4943	1.5953	1.3807	1.182	1.0589	0.3711	1.7106	1.1396	1.118
AT2G46580	2.8772	2.4776	2.1775	4.1567	4.213	4.1596	2.6341	2.6116	2.5125	4.3743	4.3658	4.0991	2.3827	2.6938	2.4237	4.0644	4.1343	3.9396	2.2211	2.2401	2.3444	4.1896	4.2317	4.0055
AT2G46590	4.4822	4.6455	4.6088	3.6262	3.8007	3.8951	4.2889	4.1547	4.335	2.6931	3.381	3.0697	4.5446	4.8319	4.6663	3.7875	3.6548	3.8382	4.4375	4.533	4.5074	3.1861	2.8581	2.7375
AT2G46600	4.2069	3.9244	4.0649	4.8966	4.8025	5.1207	3.7939	3.8742	3.5826	4.2847	4.2383	4.156	4.1359	4.3953	3.9616	5.2669	5.379	5.1897	3.9984	3.4444	3.7105	4.7423	4.9638	4.8738
AT2G46610	3.3526	3.1383	3.0061	4.0545	3.9838	3.9007	2.4268	2.3284	2.3542	3.4019	3.4285	3.4995	3.0501	3.1502	3.1482	3.8234	3.433	3.592	2.5008	2.2579	2.2132	3.3973	3.419	3.331
AT2G46620	5.8646	5.8049	5.9967	2.97	2.8399	2.7329	5.7028	5.5315	5.2504	2.7893	3.2283	2.4548	5.7528	5.8105	5.8038	3.8926	4.2248	3.8701	5.9192	5.7695	5.9227	2.7781	3.1975	2.6312
AT2G46630	5.2265	5.332	5.2701	4.43	4.1291	4.2232	4.8812	4.6175	4.7522	3.8124	3.519	3.7747	5.0409	5.5628	5.6291	3.9326	3.8105	3.83	5.2451	5.3259	5.4387	4.0086	3.947	3.9623
AT2G46640	-3.1803	-5.4353	-5.3382	4.5773	4.6422	4.7029	-3.8524	-5.6316	-3.7543	4.4171	4.9251	4.5965	-3.0833	-3.2179	-5.1232	4.9309	4.4269	4.678	-5.3258	-2.7689	-4.9865	4.0792	3.0378	2.1568
AT2G46650	5.3393	5.2076	5.3562	6.4517	6.2683	6.4091	5.6455	5.6498	5.5714	6.6353	6.5893	6.7091	4.9513	4.967	5.1908	6.5718	6.3449	6.7831	6.376	6.2988	6.3394	7.1722	6.5671	6.2428
AT2G46660	2.9695	2.9783	2.7225	2.9244	3.3253	3.1894	2.7175	1.8841	1.8206	3.1205	3.1736	3.0161	3.826	3.9935	3.8852	2.8198	3.0818	2.8096	2.9269	2.9481	3.3035	3.4574	3.3183	3.2254
AT2G46680	6.3374	6.386	6.0472	3.9388	4.2238	4.1314	5.6613	5.4499	5.5893	4.499	4.2647	4.4165	5.2485	5.805	5.4457	4.1573	4.7234	4.4164	4.7008	4.6044	4.5507	3.6029	3.6483	3.6809
AT2G46690	5.5181	5.6179	5.4275	5.334	5.4947	5.5979	5.2164	5.2457	5.369	4.5216	4.6375	4.3904	5.8218	5.8827	5.7136	5.5436	5.6962	5.5884	6.0001	5.7971	5.8039	4.3942	4.2256	3.6898
AT2G46700	4.7493	4.5319	4.5642	3.6544	3.9053	3.8951	4.8744	4.7271	4.6309	3.6781	3.7884	3.6743	4.338	4.5276	4.4523	3.9194	4.1968	4.2007	4.4241	4.6285	4.619	3.8827	4.2006	3.8719
AT2G46710	5.0066	4.9211	4.9553	5.1554	5.1363	5.17	4.9431	5.0257	4.9793	6.1847	6.2392	6.273	4.4134	4.7351	4.3423	4.771	4.7428	4.7528	4.2498	4.5035	4.5468	5.8438	5.9904	6.0973
AT2G46720	-5.5022	-3.8504	-3.7532	2.7782	2.455	2.5322	-5.4374	-4.0466	-3.0173	2.8261	2.8464	2.8263	-3.8202	-1.633	-3.5383	2.6057	2.4528	2.4352	-3.7408	-5.0909	-2.6646	2.9216	3.3639	3.0982
AT2G46735	2.5905	2.5247	2.4756	4.1368	3.9053	3.6723	1.9635	1.9758	2.0786	3.6059	3.3443	3.3982	1.7137	2.5946	1.9536	3.4899	3.0919	3.1332	1.8739	1.8978	1.956	3.3216	3.5726	3.2495
AT2G46740	5.3534	5.4296	5.4955	-1.3352	-1.6697	-2.797	5.9019	5.8181	5.9176	-1.6795	-2.9349	-1.2456	5.9606	4.9925	5.2872	-3.2606	-2.2555	-2.3197	5.6622	5.935	5.8893	-1.3093	-1.1823	-2.3415
AT2G46750	6.2004	6.3316	6.3071	-0.9482	-1.1391	-1.6595	6.06	5.6659	5.6824	-0.5799	-1.7125	-1.5351	6.9976	7.0686	6.2632	2.1203	2.976	3.0237	5.2526	5.0803	4.9249	0.65	-0.9413	-3.0784
AT2G46760	1.8815	1.9484	1.9928	0.519	0.715	0.714	1.433	1.5283	1.7797	-0.2389	0.3381	-0.4571	1.7137	1.4936	2.4081	0.1087	0.4917	0.6438	2.1255	1.9204	2.2327	0.4749	-0.3938	-1.2039
AT2G46780	4.6739	4.7081	4.6604	3.2076	3.4225	3.3609	4.6084	4.627	4.4984	3.0601	3.3443	3.3339	4.3712	4.4071	4.4748	2.6702	2.5444	2.4773	4.6153	4.5035	4.6337	3.6756	3.611	3.5606
AT2G46790	4.6386	4.8967	4.271	6.6531	7.0126	6.9583	3.725	3.3712	3.7349	5.8362	5.7574	5.6969	4.9313	5.0647	4.5789	6.6588	7.0865	6.8893	4.2981	4.2378	4.5074	5.5222	5.7645	5.6798
AT2G46800	6.3623	6.416	6.3505	5.082	4.9726	4.8655	6.3615	6.3054	6.3194	5.2188	5.0056	5.2242	6.6773	6.7424	6.5689	5.0417	5.1551	4.7825	6.3338	6.141	6.1664	5.0106	5.0183	4.9084
AT2G46810	-2.6949	-1.9759	-2.5308	4.1763	4.3228	4.375	-3.1154	-2.8242	-3.0173	4.5819	4.4545	4.5357	-2.2353	-1.8394	-2.3159	3.6741	3.7412	3.7972	-1.4189	-1.9209	-1.8166	4.4485	4.4271	4.3506
AT2G46820	2.5799	2.6254	2.4627	10.424	10.3644	10.3923	2.4392	2.5232	2.4355	10.7053	10.5945	10.6694	3.191	3.2448	2.7285	10.0313	10.1944	9.9581	2.7349	2.9035	2.9619	10.5133	10.6571	10.8877
AT2G46830	6.4574	6.275	6.3303	8.745	8.7931	8.7419	5.7993	5.7805	5.6244	7.5983	7.4075	7.5485	5.5483	5.9384	5.5359	8.3765	8.3964	8.3571	4.97	5.2678	5.1389	7.0806	7.4381	7.609
AT2G46850	3.0253	2.8639	3.5042	-5.0356	-4.8396	-5.1189	3.4605	3.4426	3.3577	-2.9019	-4.5199	-4.705	2.7994	2.6251	3.0009	-4.8455	-5.0629	-4.6416	3.0709	2.9148	3.1582	-4.4793	-4.6417	-4.6634
AT2G46860	2.5257	3.02	2.8467	-5.0356	-4.8396	-5.1189	3.0665	2.1563	2.6887	-4.4868	-4.5199	-4.705	2.3957	2.2349	2.2946	-4.8455	-5.0629	-4.6416	3.1621	2.7979	3.0524	-2.1573	-4.6417	-4.6634
AT2G46870	0.0524	-0.6804	-0.1287	3.6046	3.7188	3.9173	-0.3081	-0.7736	-0.385	4.899	4.7998	4.9478	-0.0476	0.7639	-0.5997	2.7167	3.2363	2.5968	-0.8022	-1.0034	-0.2316	5.0106	5.3255	5.6278
AT2G46890	5.1134	5.0912	5.4342	2.4642	2.5267	2.4884	5.1635	5.2426	4.5959	2.3835	2.6798	1.8949	4.8248	4.8727	4.6985	2.8618	2.2132	2.3696	5.9013	5.7664	5.744	2.5542	2.8421	2.5165
AT2G46900	5.9485	6.0307	6.1957	4.8332	4.8204	4.8598	6.1042	6.1914	5.9833	4.7776	4.8573	5.0109	6.2463	6.3185	6.0783	4.8216	4.8425	5.0004	5.7557	5.7987	5.7625	4.8085	4.795	4.6104
AT2G46910	3.1596	2.9527	2.7117	5.6342	5.7557	5.7179	2.4993	2.1693	2.3118	5.7384	5.6184	5.5699	2.8756	3.0638	2.7285	5.3578	5.6192	5.547	2.526	2.5016	2.4481	5.5828	5.6768	5.6687
AT2G46915	3.695	3.8291	3.4724	6.4627	6.6121	6.6848	3.6528	3.7456	3.9063	6.4826	6.2867	6.605	3.9009	3.6914	3.8512	6.3959	6.5958	6.5214	3.504	3.8009	3.6681	6.4344	6.5524	6.5744
AT2G46920	5.5041	5.578	5.6398	4.7733	4.873	4.9935	5.7556	5.6977	5.6473	4.7492	4.8703	4.9115	5.3949	5.5148	5.4683	4.8462	4.7842	4.7699	5.2954	5.3406	5.5104	4.7615	4.7866	4.6964
AT2G46930	4.2069	4.1019	4.1315	5.2206	5.1505	5.0893	4.2544	4.2557	4.2438	5.019	5.0819	5.0615	4.132	4.601	4.2321	5.1159	4.9413	5.196	4.0029	4.1922	4.2107	5.2195	5.1705	4.9751
AT2G46940	3.3774	3.2049	3.3932	1.4073	1.7603	1.2905	3.4422	3.2171	3.3784	-0.2389	-0.613	-2.3831	3.2987	3.2117	2.8824	2	2.8855	2.3696	2.4751	2.3768	2.6356	-1.6719	-0.2494	-0.7565
AT2G46950	3.138	3.1609	2.9793	-1.1287	-0.4473	-1.6595	2.4392	2.195	2.6438	-1.6795	-2.9349	-1.8977	2.948	2.964	3.3321	-4.8455	-0.6706	-1.8343	2.6109	2.6839	2.6208	-0.7788	-1.4718	-0.5759
AT2G46970	1.2392	0.8684	0.7279	1.5937	1.5355	1.8698	0.0545	0.3457	0.4936	0.7226	1.923	0.7212	1.134	1.355	1.1805	1.5639	0.5518	2.0166	0.2288	1.099	0.9443	0.8783	0.5677	-0.1398
AT2G46980	3.1947	2.9867	3.1736	2.5717	2.6603	2.5746	2.9507	3.1661	3.3082	3.0445	3.1454	3.1087	2.7292	2.8221	2.8824	2.4306	2.4209	2.3918	3.0794	3.1235	3.0524	3.0676	2.7592	2.4134
AT2G46990	-0.8584	-0.6804	-0.5833	-5.0356	-3.2546	-2.797	-0.2279	-0.8767	-0.0538	-1.6795	-4.5199	-1.8977	-1.4983	-1.633	-0.8753	-4.8455	-2.741	-3.0567	-0.8022	-0.336	0.1428	-4.4793	-3.0567	-3.0784
AT2G47000	8.7721	8.968	8.849	3.5228	3.3253	2.92	8.6591	8.4792	8.3639	3.9603	3.8852	3.9919	8.5314	8.7621	8.6824	3.9968	4.2386	4.0058	8.9456	8.7457	8.855	3.8914	4.1031	3.4504
AT2G47010	1.9156	2.0159	1.938	2.2953	2.3203	2.0808	1.4815	1.8522	2.3955	2.5244	2.9147	2.7626	1.3363	1.944	1.932	1.2206	1.4128	1.5482	1.9316	2.1665	2.0469	0.2756	1.3807	0.8285
AT2G47015	3.0562	2.5703	2.5867	0.6368	1.0912	-0.2609	1.192	1.2139	1.0006	1.1856	1.4574	0.9097	-0.7613	0.0147	0.6581	-2.5236	-2.2555	-1.8343	-1.8663	-0.6985	-1.0796	-1.0198	0.0021	0.1946
AT2G47020	3.7855	3.6118	3.7306	3.2908	3.2948	3.1803	3.7351	3.944	3.9392	3.3524	3.2283	3.1715	3.7522	3.8632	4.108	3.1934	3.122	3.0657	3.4523	3.7515	3.785	3.1132	3.21	3.5893
AT2G47060	5.1152	4.9751	4.7103	5.5745	5.6732	5.6844	4.5612	4.634	4.5811	5.4804	5.4787	5.3943	5.0388	5.2763	5.0703	5.9866	6.1386	6.1552	4.3764	4.4347	4.2966	5.3135	5.1048	5.1837
AT2G47070	7.4168	7.3698	7.4949	8.1285	8.274	8.1882	7.381	7.2931	7.2567	7.7033	7.7859	7.774	7.4148	7.7064	7.444	8.1829	8.1555	8.1259	7.1763	7.0887	7.168	7.7268	7.7417	7.631
AT2G47090	3.4893	3.4865	3.6759	3.9502	3.9774	3.8612	3.8504	3.7413	3.9485	4.0716	3.8244	4.1119	3.592	3.5127	3.5807	3.8304	3.7348	3.8542	3.3502	3.674	3.4271	4.1967	4.2801	4.16
AT2G47110	7.8929	7.6753	7.9746	8.1373	7.7324	7.7863	8.1933	8.3343	8.2307	7.8732	7.708	7.7975	7.6735	7.5514	7.7763	7.9943	7.78	7.663	7.9833	8.0195	7.9404	7.8592	7.72	8.0567
AT2G47115	-2.6949	-3.8504	-3.0162	-1.8657	-1.6697	-1.949	-1.5305	-1.7247	-1.8798	-2.1649	-4.5199	-0.7982	-2.5978	-1.4524	-1.0358	-1.6756	-1.6035	-1.4717	-0.9334	-2.2835	-0.7386	-0.7788	-3.0567	-3.0784
